episode,attempts,success,phase,steps,tag,regrasps,unjams,pose_rejects
0,2,1,DONE_OK,56,fixed_int8_ac,0,0,0
1,1,1,DONE_OK,110,fixed_int8_ac,0,0,0
2,2,1,DONE_OK,120,fixed_int8_ac,0,0,0
3,3,1,DONE_OK,138,fixed_int8_ac,0,0,0
4,1,1,DONE_OK,107,fixed_int8_ac,0,0,0
5,2,1,DONE_OK,113,fixed_int8_ac,0,0,0
6,1,1,DONE_OK,132,fixed_int8_ac,0,0,0
7,1,1,DONE_OK,123,fixed_int8_ac,0,0,0
8,1,1,DONE_OK,123,fixed_int8_ac,0,0,0
9,1,1,DONE_OK,113,fixed_int8_ac,0,0,0
10,2,1,DONE_OK,55,fixed_int8_ac,0,0,0
11,1,1,DONE_OK,116,fixed_int8_ac,0,0,0
12,1,1,DONE_OK,135,fixed_int8_ac,0,0,0
13,1,1,DONE_OK,129,fixed_int8_ac,0,0,0
14,2,1,DONE_OK,120,fixed_int8_ac,0,0,0
15,1,1,DONE_OK,117,fixed_int8_ac,0,0,0
16,1,1,DONE_OK,126,fixed_int8_ac,0,0,0
17,1,1,DONE_OK,140,fixed_int8_ac,0,0,0
18,2,1,DONE_OK,113,fixed_int8_ac,0,0,0
19,1,1,DONE_OK,116,fixed_int8_ac,0,0,0
20,1,1,DONE_OK,105,fixed_int8_ac,0,0,0
21,2,1,DONE_OK,116,fixed_int8_ac,0,0,0
22,1,1,DONE_OK,117,fixed_int8_ac,0,0,0
23,1,1,DONE_OK,35,fixed_int8_ac,0,0,0
24,1,1,DONE_OK,113,fixed_int8_ac,0,0,0
25,1,1,DONE_OK,99,fixed_int8_ac,0,0,0
26,1,1,DONE_OK,116,fixed_int8_ac,0,0,0
27,1,1,DONE_OK,116,fixed_int8_ac,0,0,0
28,1,1,DONE_OK,113,fixed_int8_ac,0,0,0
29,1,1,DONE_OK,33,fixed_int8_ac,0,0,0
30,1,1,DONE_OK,95,fixed_int8_ac,0,0,0
31,1,1,DONE_OK,118,fixed_int8_ac,0,0,0
32,1,1,DONE_OK,99,fixed_int8_ac,0,0,0
33,1,1,DONE_OK,107,fixed_int8_ac,0,0,0
34,2,1,DONE_OK,113,fixed_int8_ac,0,0,0
35,1,1,DONE_OK,110,fixed_int8_ac,0,0,0
36,1,1,DONE_OK,113,fixed_int8_ac,0,0,0
37,1,1,DONE_OK,115,fixed_int8_ac,0,0,0
38,1,1,DONE_OK,123,fixed_int8_ac,0,0,0
39,1,1,DONE_OK,65,fixed_int8_ac,0,0,0
40,1,1,DONE_OK,120,fixed_int8_ac,0,0,0
41,1,1,DONE_OK,113,fixed_int8_ac,0,0,0
42,1,1,DONE_OK,43,fixed_int8_ac,0,0,0
43,1,1,DONE_OK,121,fixed_int8_ac,0,0,0
44,2,1,DONE_OK,122,fixed_int8_ac,0,0,0
45,1,1,DONE_OK,141,fixed_int8_ac,0,0,0
46,1,1,DONE_OK,110,fixed_int8_ac,0,0,0
47,1,1,DONE_OK,73,fixed_int8_ac,0,0,0
48,1,1,DONE_OK,72,fixed_int8_ac,0,0,0
49,3,1,DONE_OK,31,fixed_int8_ac,0,0,0
50,2,1,DONE_OK,128,fixed_int8_ac,0,0,0
51,1,1,DONE_OK,72,fixed_int8_ac,0,0,0
52,1,1,DONE_OK,61,fixed_int8_ac,0,0,0
53,1,0,DONE_FAIL,300,fixed_int8_ac,0,0,0
54,1,1,DONE_OK,108,fixed_int8_ac,0,0,0
55,2,1,DONE_OK,129,fixed_int8_ac,0,0,0
56,1,1,DONE_OK,85,fixed_int8_ac,0,0,0
57,1,1,DONE_OK,116,fixed_int8_ac,0,0,0
58,1,1,DONE_OK,120,fixed_int8_ac,0,0,0
59,1,1,DONE_OK,112,fixed_int8_ac,0,0,0
60,2,1,DONE_OK,85,fixed_int8_ac,0,0,0
61,1,1,DONE_OK,127,fixed_int8_ac,0,0,0
62,1,1,DONE_OK,62,fixed_int8_ac,0,0,0
63,1,1,DONE_OK,38,fixed_int8_ac,0,0,0
64,1,1,DONE_OK,129,fixed_int8_ac,0,0,0
65,1,1,DONE_OK,126,fixed_int8_ac,0,0,0
66,1,1,DONE_OK,125,fixed_int8_ac,0,0,0
67,1,1,DONE_OK,125,fixed_int8_ac,0,0,0
68,1,1,DONE_OK,58,fixed_int8_ac,0,0,0
69,1,1,DONE_OK,103,fixed_int8_ac,0,0,0
70,2,1,DONE_OK,122,fixed_int8_ac,0,0,0
71,1,1,DONE_OK,131,fixed_int8_ac,0,0,0
72,1,1,DONE_OK,92,fixed_int8_ac,0,0,0
73,1,1,DONE_OK,43,fixed_int8_ac,0,0,0
74,1,1,DONE_OK,126,fixed_int8_ac,0,0,0
