episode,attempts,success,phase,steps,tag,regrasps,unjams,pose_rejects
0,1,1,DONE_OK,123,fixed_int8_ac,0,0,0
1,1,1,DONE_OK,102,fixed_int8_ac,0,0,0
2,1,1,DONE_OK,127,fixed_int8_ac,0,0,0
3,1,1,DONE_OK,48,fixed_int8_ac,0,0,0
4,1,1,DONE_OK,114,fixed_int8_ac,0,0,0
5,1,1,DONE_OK,111,fixed_int8_ac,0,0,0
6,1,1,DONE_OK,98,fixed_int8_ac,0,0,0
7,1,1,DONE_OK,112,fixed_int8_ac,0,0,0
8,1,1,DONE_OK,125,fixed_int8_ac,0,0,0
9,2,1,DONE_OK,121,fixed_int8_ac,0,0,0
10,1,1,DONE_OK,100,fixed_int8_ac,0,0,0
11,2,1,DONE_OK,118,fixed_int8_ac,0,0,0
12,1,1,DONE_OK,91,fixed_int8_ac,0,0,0
13,2,1,DONE_OK,123,fixed_int8_ac,0,0,0
14,2,1,DONE_OK,139,fixed_int8_ac,0,0,0
15,2,1,DONE_OK,118,fixed_int8_ac,0,0,0
16,2,1,DONE_OK,263,fixed_int8_ac,0,0,0
17,1,1,DONE_OK,134,fixed_int8_ac,0,0,0
18,1,1,DONE_OK,124,fixed_int8_ac,0,0,0
19,1,1,DONE_OK,124,fixed_int8_ac,0,0,0
20,1,1,DONE_OK,109,fixed_int8_ac,0,0,0
21,1,1,DONE_OK,127,fixed_int8_ac,0,0,0
22,1,1,DONE_OK,130,fixed_int8_ac,0,0,0
23,1,1,DONE_OK,84,fixed_int8_ac,0,0,0
24,1,1,DONE_OK,100,fixed_int8_ac,0,0,0
25,1,1,DONE_OK,122,fixed_int8_ac,0,0,0
26,1,1,DONE_OK,111,fixed_int8_ac,0,0,0
27,2,1,DONE_OK,120,fixed_int8_ac,0,0,0
28,1,1,DONE_OK,93,fixed_int8_ac,0,0,0
29,1,1,DONE_OK,96,fixed_int8_ac,0,0,0
30,1,1,DONE_OK,115,fixed_int8_ac,0,0,0
31,1,1,DONE_OK,121,fixed_int8_ac,0,0,0
32,1,1,DONE_OK,49,fixed_int8_ac,0,0,0
33,2,0,DONE_FAIL,300,fixed_int8_ac,0,0,0
34,1,1,DONE_OK,114,fixed_int8_ac,0,0,0
35,1,1,DONE_OK,120,fixed_int8_ac,0,0,0
36,2,0,DONE_FAIL,259,fixed_int8_ac,1,0,0
37,1,1,DONE_OK,113,fixed_int8_ac,0,0,0
38,1,1,DONE_OK,125,fixed_int8_ac,0,0,0
39,1,1,DONE_OK,130,fixed_int8_ac,0,0,0
40,1,1,DONE_OK,40,fixed_int8_ac,0,0,0
41,1,1,DONE_OK,120,fixed_int8_ac,0,0,0
42,1,1,DONE_OK,130,fixed_int8_ac,0,0,0
43,1,1,DONE_OK,63,fixed_int8_ac,0,0,0
44,1,1,DONE_OK,124,fixed_int8_ac,0,0,0
45,1,1,DONE_OK,115,fixed_int8_ac,0,0,0
46,1,1,DONE_OK,127,fixed_int8_ac,0,0,0
47,1,1,DONE_OK,40,fixed_int8_ac,0,0,0
48,1,1,DONE_OK,117,fixed_int8_ac,0,0,0
49,1,1,DONE_OK,115,fixed_int8_ac,0,0,0
50,2,1,DONE_OK,108,fixed_int8_ac,0,0,0
51,1,1,DONE_OK,93,fixed_int8_ac,0,0,0
52,1,1,DONE_OK,131,fixed_int8_ac,0,0,0
53,1,1,DONE_OK,112,fixed_int8_ac,0,0,0
54,1,1,DONE_OK,105,fixed_int8_ac,0,0,0
55,2,1,DONE_OK,129,fixed_int8_ac,0,0,0
56,1,1,DONE_OK,71,fixed_int8_ac,0,0,0
57,1,1,DONE_OK,116,fixed_int8_ac,0,0,0
58,1,1,DONE_OK,42,fixed_int8_ac,0,0,0
59,1,1,DONE_OK,117,fixed_int8_ac,0,0,0
60,1,1,DONE_OK,114,fixed_int8_ac,0,0,0
61,1,1,DONE_OK,124,fixed_int8_ac,0,0,0
62,2,1,DONE_OK,109,fixed_int8_ac,0,0,0
63,1,1,DONE_OK,122,fixed_int8_ac,0,0,0
64,1,1,DONE_OK,121,fixed_int8_ac,0,0,0
65,2,1,DONE_OK,123,fixed_int8_ac,0,0,0
66,1,1,DONE_OK,114,fixed_int8_ac,0,0,0
67,1,1,DONE_OK,122,fixed_int8_ac,0,0,0
68,1,1,DONE_OK,123,fixed_int8_ac,0,0,0
69,1,1,DONE_OK,110,fixed_int8_ac,0,0,0
70,1,1,DONE_OK,141,fixed_int8_ac,0,0,0
71,1,1,DONE_OK,86,fixed_int8_ac,0,0,0
72,1,1,DONE_OK,131,fixed_int8_ac,0,0,0
73,1,1,DONE_OK,125,fixed_int8_ac,0,0,0
74,2,1,DONE_OK,74,fixed_int8_ac,0,0,0
75,1,1,DONE_OK,132,fixed_int8_ac,0,0,0
76,1,1,DONE_OK,88,fixed_int8_ac,0,0,0
77,1,1,DONE_OK,118,fixed_int8_ac,0,0,0
78,1,1,DONE_OK,111,fixed_int8_ac,0,0,0
79,1,1,DONE_OK,133,fixed_int8_ac,0,0,0
80,1,1,DONE_OK,130,fixed_int8_ac,0,0,0
81,1,1,DONE_OK,98,fixed_int8_ac,0,0,0
82,1,1,DONE_OK,42,fixed_int8_ac,0,0,0
83,2,1,DONE_OK,118,fixed_int8_ac,0,0,0
84,1,1,DONE_OK,122,fixed_int8_ac,0,0,0
85,1,1,DONE_OK,112,fixed_int8_ac,0,0,0
86,1,1,DONE_OK,109,fixed_int8_ac,0,0,0
87,1,1,DONE_OK,128,fixed_int8_ac,0,0,0
88,1,1,DONE_OK,68,fixed_int8_ac,0,0,0
89,1,1,DONE_OK,113,fixed_int8_ac,0,0,0
90,1,1,DONE_OK,115,fixed_int8_ac,0,0,0
91,1,1,DONE_OK,124,fixed_int8_ac,0,0,0
92,2,1,DONE_OK,140,fixed_int8_ac,0,0,0
93,1,1,DONE_OK,138,fixed_int8_ac,0,0,0
94,1,1,DONE_OK,81,fixed_int8_ac,0,0,0
95,1,1,DONE_OK,108,fixed_int8_ac,0,0,0
96,1,1,DONE_OK,115,fixed_int8_ac,0,0,0
97,1,1,DONE_OK,70,fixed_int8_ac,0,0,0
98,1,1,DONE_OK,40,fixed_int8_ac,0,0,0
99,1,1,DONE_OK,128,fixed_int8_ac,0,0,0
