episode,seed,profile,tag,axis,sign,grasp_ok,lift_ok,survived,lost_at,diag_deg,off_xy0,drift,rise,margin_hand,joint_hand,grasp_step
0,47,carry,dfp32_carry,0,1.0,1,1,1,-1,39.36536143871507,0.007929649819585136,0.004942621019437212,0.12661555758680954,0.12393537191824278,5,22
1,47,carry,dfp32_carry,0,-1.0,1,1,1,-1,1.9821141642772417,0.00476795071408708,0.0003107972175317205,0.14192559687075634,0.5190788488827418,5,26
2,47,carry,dfp32_carry,1,1.0,1,1,1,-1,39.797526036274945,0.009785838868393215,0.006842418703424683,0.12608645536039764,0.2535808911138706,5,24
3,47,carry,dfp32_carry,1,-1.0,1,1,1,-1,3.1876432873396254,0.000764799521934637,0.000892127864939702,0.13040926039536394,0.58579941564442,5,28
4,47,carry,dfp32_carry,0,1.0,1,1,1,-1,8.770467062985645,0.002545784958603782,0.00713980738065119,0.18829461788649626,0.37087621848484753,5,27
5,47,carry,dfp32_carry,0,-1.0,1,0,0,-1,1.193010566407466,0.007821698862603234,,0.14609720921385538,,,36
6,47,carry,dfp32_carry,1,1.0,1,1,1,-1,6.811143183717135,0.012305574754200299,0.0021457883570683714,0.14348615187002445,0.8736419766782468,5,31
7,47,carry,dfp32_carry,1,-1.0,1,1,1,-1,1.221868167329859,0.006089333068010362,0.0030300254154781267,0.14707800839960983,0.29200296011622173,5,28
8,47,carry,dfp32_carry,0,1.0,1,1,1,-1,25.170227681780148,0.007593569527554646,0.0035244126711654208,0.07227629186324613,0.7735665222218033,3,25
9,47,carry,dfp32_carry,0,-1.0,1,1,1,-1,18.924173434049465,0.004456813781474557,0.002331963454758176,0.17480823657918654,0.026102357082945726,5,25
10,47,carry,dfp32_carry,1,1.0,1,1,1,-1,40.05707083842961,0.008881897769966816,0.008730239958667988,0.12017911232464462,0.10156622215300981,5,23
11,47,carry,dfp32_carry,1,-1.0,1,1,1,-1,32.880248413328104,0.005798209264835066,0.01765328203468344,0.11529814921105697,0.23480248714774232,5,23
12,47,carry,dfp32_carry,0,1.0,1,1,1,-1,10.599943688834685,0.004129412972738999,0.008512014433996967,0.1299867360298339,0.3957218100414379,5,27
13,47,carry,dfp32_carry,0,-1.0,1,1,1,-1,14.276721415374737,0.003988015995327473,0.0015523391373936217,0.08521821060422752,-0.0001671598608146141,5,27
14,47,carry,dfp32_carry,1,1.0,1,1,0,32,39.87623175587794,0.014447500108448655,,0.13093435357884586,0.13160950772135394,5,29
15,47,carry,dfp32_carry,1,-1.0,1,1,1,-1,6.058409354944317,0.011813114743487606,0.002733292003295889,0.16785001463877414,0.6959511455128675,5,27
16,47,carry,dfp32_carry,0,1.0,1,1,1,-1,11.91331018626201,0.012645442169281453,0.019330681564937523,0.17626831155003975,0.7627723340048815,5,27
