episode,seed,profile,tag,axis,sign,grasp_ok,lift_ok,survived,lost_at,diag_deg,off_xy0,drift,rise,margin_hand,joint_hand,grasp_step
0,7,carry,mono_carry,0,1.0,1,1,1,-1,6.001885085216159,0.004609012465480904,0.003318518462766589,0.11696351622861934,0.44552893225803647,5,26
1,7,carry,mono_carry,0,-1.0,1,1,1,-1,23.582399370207938,0.004490821278219289,0.0004415812251349868,0.1310309541932415,1.0414083430900951,1,35
2,7,carry,mono_carry,1,1.0,1,1,1,-1,41.4887715017293,0.0011047335468325273,0.0030075119985680165,0.13130068641974368,0.8478345097845486,5,23
3,7,carry,mono_carry,1,-1.0,1,1,1,-1,1.7076315885009024,0.006528734563597349,0.00376787498135046,0.13412890226439667,1.002225167821633,1,32
4,7,carry,mono_carry,0,1.0,1,1,1,-1,40.88085205267495,0.001481761291698952,0.00964503460220685,0.14009737829126467,1.081034391415054,3,22
5,7,carry,mono_carry,0,-1.0,1,1,1,-1,34.41116105137996,0.005132179148517399,0.009515444621778104,0.13628096131359868,0.8561697905571384,3,25
6,7,carry,mono_carry,1,1.0,1,1,1,-1,0.00015882919652909777,0.0028512489612259545,0.0006276917988027282,0.11588736551844991,0.5265429225940434,5,24
7,7,carry,mono_carry,1,-1.0,1,1,1,-1,28.12300779728983,0.004333836177013642,0.00860870875600948,0.14110603010046918,1.0389316648397298,1,24
8,7,carry,mono_carry,0,1.0,1,1,1,-1,17.888069685020724,0.00620612009599728,0.0036884575017193067,0.1389677670977505,1.047110048411727,1,26
9,7,carry,mono_carry,0,-1.0,1,1,1,-1,35.13970375019514,0.011492261101381141,0.0207765323176276,0.14179335461461717,0.8975817174594409,3,26
10,7,carry,mono_carry,1,1.0,1,1,1,-1,18.11039390656029,0.009092778550399595,0.007197221117933272,0.14052997641166665,0.9419419366394141,1,28
11,7,carry,mono_carry,1,-1.0,1,1,1,-1,27.5999922001468,0.0009176956043127857,0.002300321523981672,0.13610667447153335,1.1209200141296862,1,27
12,7,carry,mono_carry,0,1.0,1,1,1,-1,5.84540606815672,0.0029762417641796034,0.006405155762746667,0.13032293879181,1.1399288951159536,1,31
13,7,carry,mono_carry,0,-1.0,1,1,1,-1,44.91202995268256,0.00965688595361883,0.021055704468546484,0.13661780824769199,0.9848111077918769,3,22
14,7,carry,mono_carry,1,1.0,1,1,1,-1,2.9721293477535653,0.005811090414075064,0.003125479411133781,0.13729049697286488,0.9363712765950853,3,26
15,7,carry,mono_carry,1,-1.0,1,1,1,-1,5.37629558822465,0.007680430132057589,0.005543756077765638,0.14294789479296688,1.1731379542003881,1,25
16,7,carry,mono_carry,0,1.0,1,1,1,-1,18.9385567215308,0.00773242461911699,0.0038234478154521895,0.13583532042731827,1.1778737499787881,3,22
17,7,carry,mono_carry,0,-1.0,1,1,1,-1,43.97830263159964,0.003931380358565366,0.0005487015391675629,0.13363580788249285,0.8006525688887609,5,24
18,7,carry,mono_carry,1,1.0,1,1,1,-1,10.264506757386272,0.005355453487580828,0.0024732216105970524,0.13663753602136097,1.0894473672093428,1,25
19,7,carry,mono_carry,1,-1.0,1,1,1,-1,0.3319188678939895,0.0005597183420991015,0.000403245977609324,0.12318511359301232,0.4833616663471121,5,23
20,7,carry,mono_carry,0,1.0,1,1,1,-1,10.6784163486398,0.006000819628275309,0.004250244432412801,0.1378099823180443,0.8848663584145808,3,28
21,7,carry,mono_carry,0,-1.0,1,1,1,-1,8.318726785793984,0.001701156816538262,0.0014448796960125454,0.12906136309204574,1.1135433637875738,1,30
22,7,carry,mono_carry,1,1.0,1,1,0,25,34.22415594141356,0.014833872165273706,,0.13270616941774904,0.9967119910888722,1,27
23,7,carry,mono_carry,1,-1.0,1,1,1,-1,43.80741484783363,0.007897479340104723,0.007244809869561937,0.14247976333013845,0.9451939252103988,1,26
24,7,carry,mono_carry,0,1.0,1,1,1,-1,17.147187469823393,0.00829643558442786,0.0022708559844471605,0.1425861293233962,1.0630480540401173,1,25
25,7,carry,mono_carry,0,-1.0,1,1,1,-1,2.0738875921250894,0.002197085465474803,0.002956413585899299,0.1296856057543584,1.130642440347267,3,31
26,7,carry,mono_carry,1,1.0,1,1,1,-1,2.826574040490236,0.017923163776198986,0.0001510522354657359,0.13433960821083635,0.874541555144698,5,26
27,7,carry,mono_carry,1,-1.0,1,1,1,-1,26.92592496223898,0.009403224064943747,0.005044499621113787,0.13054996488273884,1.1165176320136503,3,30
28,7,carry,mono_carry,0,1.0,1,1,1,-1,11.37065992427307,0.006759287236863003,0.005674463065701904,0.13053026466694417,1.0023788952054478,1,33
29,7,carry,mono_carry,0,-1.0,1,1,1,-1,40.16731990746618,0.00835946440982337,0.011832712890442697,0.13224306101253414,1.1808995373800226,3,26
30,7,carry,mono_carry,1,1.0,1,1,1,-1,27.69076535143796,0.009216663551391792,0.0033400390510926695,0.14191176413876772,1.1753961565877584,1,21
31,7,carry,mono_carry,1,-1.0,1,1,1,-1,37.54908061184915,0.005010038583636527,0.010904449678976854,0.13521854248904597,0.8462807707696967,5,61
32,7,carry,mono_carry,0,1.0,1,1,1,-1,16.783864958112616,0.002115631279570439,0.0034684394548447055,0.12170899356531595,1.128516860533871,3,27
33,7,carry,mono_carry,0,-1.0,1,1,1,-1,8.707303371210173,0.003841304976955333,0.00021708663876051425,0.1471067323494447,1.0400006523679504,3,21
34,7,carry,mono_carry,1,1.0,1,1,1,-1,1.6508474900367105,0.005226004117509102,0.004141913737867571,0.13308761432179583,0.9486994922897175,1,31
35,7,carry,mono_carry,1,-1.0,1,1,1,-1,1.2776711149249778,0.003992362312147169,0.0005560755251792141,0.12254208235501007,0.7438592464897003,5,33
36,7,carry,mono_carry,0,1.0,1,1,1,-1,28.57860824845423,0.010413637470494529,0.009757308082375408,0.13419357771638674,1.049355628980631,1,27
37,7,carry,mono_carry,0,-1.0,1,1,1,-1,40.89513984903587,0.014505113072846139,0.019326954685253975,0.12715576190101507,1.1206338315003603,3,26
38,7,carry,mono_carry,1,1.0,1,1,1,-1,8.295987157937233,0.0035330288460845073,0.0029854106231782807,0.12011997360298521,0.4403217915108617,5,25
39,7,carry,mono_carry,1,-1.0,1,1,1,-1,30.769403598275517,0.005769468995603335,0.003939717725202097,0.13325803303170936,0.8791653734379032,5,22
40,7,carry,mono_carry,0,1.0,1,1,1,-1,38.94960906875929,0.012918615592734916,0.022048932277260517,0.13880214447061234,1.1458914852519595,1,24
41,7,carry,mono_carry,0,-1.0,1,1,1,-1,37.559765098134534,0.008809172239184138,0.0014914567374973184,0.14344917411063485,1.177182630896847,1,25
42,7,carry,mono_carry,1,1.0,1,1,1,-1,18.2451168987962,0.0031293119126906696,0.0021717486578118946,0.12837529622523736,0.6979641057797972,5,27
43,7,carry,mono_carry,1,-1.0,1,1,1,-1,15.367313651357627,0.0015101214401777357,0.002869540179374787,0.13075586484979052,0.7065512405971699,5,22
44,7,carry,mono_carry,0,1.0,1,1,1,-1,30.08134524789753,0.005794017614728632,0.010445261235227385,0.14499322670535897,1.1145980780518467,3,22
45,7,carry,mono_carry,0,-1.0,1,1,1,-1,24.99094980915452,0.0010392073932927136,0.002986967968123458,0.12649811355066876,0.6555003689384837,5,25
