episode,seed,profile,tag,axis,sign,grasp_ok,lift_ok,survived,lost_at,diag_deg,off_xy0,drift,rise,margin_hand,joint_hand,grasp_step
0,211,carry,int8_carry,0,1.0,1,1,1,-1,21.444073530026873,0.018776556638415844,0.007723552727544208,0.1246034774487016,0.5078756271585627,5,26
1,211,carry,int8_carry,0,-1.0,1,1,1,-1,30.40053726714642,0.0035390971407997384,0.008260808664898181,0.11386077768256253,0.28416414573728144,5,29
2,211,carry,int8_carry,1,1.0,1,1,1,-1,36.4409846032642,0.017322363165320674,0.007823492751549772,0.14185715922997033,0.26968630586381215,5,28
3,211,carry,int8_carry,1,-1.0,1,1,0,3,23.35934770559686,0.018279541156151883,,0.1499129559380319,0.8411564876399442,5,29
4,211,carry,int8_carry,0,1.0,1,1,1,-1,18.30548005335828,0.001782498079914065,0.0029155427368548112,0.16140997148932423,0.020533983866290573,5,24
5,211,carry,int8_carry,0,-1.0,1,1,1,-1,7.459758223511017,0.005188069155668335,0.00039406459878287687,0.13336518464291358,0.3623155413012831,5,30
6,211,carry,int8_carry,1,1.0,1,1,1,-1,1.0929014079087835,0.009049497326740636,0.005740437205641441,0.1557491282014195,0.7884952937826148,5,28
7,211,carry,int8_carry,1,-1.0,1,1,1,-1,40.31136293696747,0.018956779288384854,0.022572047052931695,0.17062545169200483,0.004057590946944689,5,28
8,211,carry,int8_carry,0,1.0,1,1,1,-1,26.198461973232355,0.006446484258616213,0.004938605196519708,0.11791121590978804,0.054220573301693165,5,28
9,211,carry,int8_carry,0,-1.0,1,1,1,-1,0.2701760103647288,0.013030293102195518,0.0011771093419897481,0.1475300699870109,0.4947720949198633,5,26
10,211,carry,int8_carry,1,1.0,1,1,1,-1,4.347314750905753,0.0068963108043325685,0.0036582366597013435,0.14255399784919576,0.03743370444728722,5,28
11,211,carry,int8_carry,1,-1.0,0,0,0,-1,,,,,,,-1
12,211,carry,int8_carry,0,1.0,1,1,0,36,43.09570276314179,0.013740556526616725,,0.21986935266808205,0.5864954008411662,5,27
13,211,carry,int8_carry,0,-1.0,1,1,1,-1,3.376065616689857,0.00411804074895385,0.004046931071071912,0.11177455223194821,0.2562898960005451,1,58
14,211,carry,int8_carry,1,1.0,1,1,1,-1,31.434565448677777,0.0024895427824054074,0.01172600280315852,0.20490353054007837,-0.0001968824032565486,5,24
15,211,carry,int8_carry,1,-1.0,1,1,1,-1,33.8612434392268,0.01106482909544475,0.009222752140212473,0.16720477428098046,0.6030401937662755,5,26
16,211,carry,int8_carry,0,1.0,1,1,1,-1,6.044020891429653,0.009956505822369014,0.005001422385570491,0.10999221601348341,0.1885749257646392,5,24
17,211,carry,int8_carry,0,-1.0,1,0,0,-1,9.118558617169285,0.016081242633729856,,0.16482375571507712,,,30
