episode,seed,profile,tag,axis,sign,grasp_ok,lift_ok,survived,lost_at,diag_deg,off_xy0,drift,rise,margin_hand,joint_hand,grasp_step
0,401,carry,dfp32_carry,0,1.0,1,1,1,-1,43.79368028833713,0.013357727926764077,0.008978477990428958,0.13523594534508443,0.5278270394604836,5,28
1,401,carry,dfp32_carry,0,-1.0,1,1,1,-1,33.531603563490506,0.005549634752140386,0.007085059605089164,0.16135066738007753,0.1318092314832615,5,29
2,401,carry,dfp32_carry,1,1.0,1,1,1,-1,29.439525258595154,0.004801823717053414,0.0031018034229798016,0.1801491741270006,0.01410950408435907,5,26
3,401,carry,dfp32_carry,1,-1.0,1,1,1,-1,4.049413024237509,0.012804156577487177,0.0026664923296481255,0.12985033891132736,0.3963912221736403,5,28
4,401,carry,dfp32_carry,0,1.0,1,1,1,-1,22.211214406925535,0.0024709675419958056,0.00717577755602642,0.13549361451718156,0.6834287970855168,6,27
5,401,carry,dfp32_carry,0,-1.0,1,1,1,-1,13.272972871407319,0.004432155162545154,0.002993055918438143,0.056996043345970415,0.1393637878406011,5,27
6,401,carry,dfp32_carry,1,1.0,1,1,1,-1,8.599591591433665,0.007900107363662718,0.004190934642584819,0.13260781975528457,0.7620519796376017,6,27
7,401,carry,dfp32_carry,1,-1.0,1,1,1,-1,5.637150928764555,0.009259858062551621,0.0050643307128672745,0.13545437571312147,0.6559907111831507,5,32
8,401,carry,dfp32_carry,0,1.0,1,1,1,-1,35.67162014162602,0.008113996910053442,0.0046169381948245715,0.27463627772117283,0.6308223035959819,5,26
9,401,carry,dfp32_carry,0,-1.0,1,1,1,-1,8.402430951580811,0.00878585147524828,0.00614105054573794,0.16789402036077705,0.681934546842696,5,27
10,401,carry,dfp32_carry,1,1.0,1,1,0,27,32.86203486855024,0.019553894920266972,,0.1491102919277234,0.022195343855068383,5,29
11,401,carry,dfp32_carry,1,-1.0,1,1,1,-1,24.224519313750363,0.004712346899897868,0.004595604611937116,0.14087183277140947,0.038703004445132194,5,26
12,401,carry,dfp32_carry,0,1.0,1,1,1,-1,27.945349355970762,0.010072219079612196,0.019911181075747127,0.1788029167192864,-0.0003452463613418111,5,43
13,401,carry,dfp32_carry,0,-1.0,1,1,1,-1,1.5938371709803931,0.010853075338604029,0.0024571495359627105,0.14078313661843722,0.5298790843328134,5,25
14,401,carry,dfp32_carry,1,1.0,1,1,1,-1,8.230876612777486,0.011389656125621726,0.0031497737219494293,0.1404803838651716,0.019208881434501723,5,31
15,401,carry,dfp32_carry,1,-1.0,1,1,1,-1,1.8760360232305544,0.014688699936828978,0.002169481798704643,0.14974623515501184,0.52489666382123,5,27
16,401,carry,dfp32_carry,0,1.0,1,1,0,19,26.719902907062647,0.026798845648968145,,0.06961645606127276,0.48768594652021924,1,29
