ep,step,phase,res_x,res_y,res_z,res_norm,reproj,area_px,obliq_deg,cam_range,gripper_perp,gripper_dz,det_x,det_y,det_z,obj_yaw,cx,cy
0,0,0,0.009086993208733537,0.0037319623520146727,0.006443201533508858,0.011748014069358072,0.060621436685323715,552.0,50.620867892048864,1.3976397802904013,0.2596652295561094,0.1793830136353649,-0.008921633420375377,-0.3236439145803768,0.8385567984664912,-0.5645945978868816,360.0,406.0
0,3,0,-0.013309422925327054,-0.0037719852792995057,-0.013452242517813295,0.019295891798788087,0.06516869366168976,568.0,51.23156457979989,1.3679113437481858,0.17883945720331643,0.15744021537951391,0.013474782717166464,-0.3161399669512842,0.85668876570589,-0.5408175439290496,360.5,407.0
0,6,0,-0.013309422921576346,-0.003771985281693313,-0.013451918119604112,0.019295665641983598,0.06516869366168976,568.0,51.23156457979989,1.3679113437481858,0.1284048580593638,0.15105044298569303,0.013474782717166464,-0.3161399669512842,0.85668876570589,-0.5408175439290496,360.5,407.0
0,9,0,-0.013309422917806964,-0.0037719852840990553,-0.01345191808884183,0.019295665618408064,0.06516869366168976,568.0,51.23156457979989,1.3679113437481858,0.07791778811963011,0.10083983949348552,0.013474782717166464,-0.3161399669512842,0.85668876570589,-0.5408175439290496,360.5,407.0
0,12,0,-0.013309422914018845,-0.0037719852865166215,-0.01345191808458035,0.01929566561329688,0.06516869366168976,568.0,51.23156457979989,1.3679113437481858,0.031786230510222356,0.037539600136130336,0.013474782717166464,-0.3161399669512842,0.85668876570589,-0.5408175439290496,360.5,407.0
1,0,0,0.0043686577595077325,0.004258917352293445,0.006492370566761108,0.00890923247028156,0.11070520430803299,777.0,44.962078752563535,1.2719096868277493,0.3942426276302032,0.16464723661381808,0.18910869414829018,-0.3597098830154085,0.838507629433239,-1.6345210009916689,293.5,530.5
1,3,0,-0.011887070014621887,-0.0028560755764768797,-0.011440051935528328,0.016743189347273594,0.29295191168785095,789.5,46.10723341340274,1.2479474722910295,0.2985980206822744,0.15853398336161406,0.20536442192218934,-0.35259489009076145,0.8546765751236051,-1.6397783095686491,293.75,531.5
1,6,0,-0.011887070014869633,-0.002856075580919437,-0.011439727537319144,0.0167429676996175,0.29295191168785095,789.5,46.10723341340274,1.2479474722910295,0.22060100552407583,0.17534527865012006,0.20536442192218934,-0.35259489009076145,0.8546765751236051,-1.6397783095686491,293.75,531.5
1,9,0,-0.011887070015119433,-0.002856075585384199,-0.011439727506556863,0.016742967679537965,0.29295191168785095,789.5,46.10723341340274,1.2479474722910295,0.1716864233061919,0.15241037849066463,0.20536442192218934,-0.35259489009076145,0.8546765751236051,-1.6397783095686491,293.75,531.5
1,12,0,-0.011887070015369927,-0.002856075589870888,-0.011439727502295383,0.016742967677569484,0.29295191168785095,789.5,46.10723341340274,1.2479474722910295,0.114692368634016,0.11164926984605528,0.20536442192218934,-0.35259489009076145,0.8546765751236051,-1.6397783095686491,293.75,531.5
2,0,0,0.007353843369581697,0.0026922028652005547,0.006783455698320839,0.010360610010169104,0.10734070092439651,620.0,48.80585851605159,1.3279082840402334,0.259977003131458,0.15441429967267795,0.07307356432226626,-0.26981238588930184,0.8382165443016792,-1.417101147106641,395.5,454.5
2,3,0,-0.02205870677225996,-0.006207221962094112,-0.0215489432782211,0.03145589142528377,0.11694624274969101,640.0,50.19883629914861,1.2873272770978414,0.17475058373771402,0.11931850803768163,0.10248611446475138,-0.2609129610660867,0.8647854664662978,-1.4142406822918694,396.0,455.5
2,6,0,-0.022058706771566655,-0.0062072219664891515,-0.021548618880011916,0.03145566919668428,0.11694624274969101,640.0,50.19883629914861,1.2873272770978414,0.12696407500378848,0.12045379376679399,0.10248611446475138,-0.2609129610660867,0.8647854664662978,-1.4142406822918694,396.0,455.5
2,9,0,-0.022058706770869893,-0.006207221970906118,-0.021548618849249634,0.031455669175993656,0.11694624274969101,640.0,50.19883629914861,1.2873272770978414,0.07669368565670702,0.07716403678941108,0.10248611446475138,-0.2609129610660867,0.8647854664662978,-1.4142406822918694,396.0,455.5
2,12,0,-0.022058706770169717,-0.006207221975345123,-0.021548618844988154,0.031455669173459294,0.11694624274969101,640.0,50.19883629914861,1.2873272770978414,0.03409952765699523,0.026609187250536404,0.10248611446475138,-0.2609129610660867,0.8647854664662978,-1.4142406822918694,396.0,455.5
3,0,0,0.003111240628463907,0.004484640532519291,0.004125569918806082,0.006841940229867331,0.16809606552124023,723.0,47.58953941800253,1.3082349069313746,0.39161417632174866,0.16451913889921987,0.15680723696700122,-0.4171273596904498,0.840874430081194,2.685526265971174,245.75,506.75
3,3,0,-0.0025077797454017003,0.0016552647899859552,-0.0015848083429889082,0.0033971279428984587,0.23559731245040894,725.0,47.94940545200321,1.30096926010992,0.27931756542633496,0.1639758391142071,0.16242625733724453,-0.4142979839459327,0.8448213315310656,2.6861144548716718,246.25,508.0
3,6,0,-0.002507779749304162,0.001655264792123079,-0.0015844839447797243,0.0033969766225758783,0.23559731245040894,725.0,47.94940545200321,1.30096926010992,0.1927236819167461,0.17788885131851695,0.16242625733724453,-0.4142979839459327,0.8448213315310656,2.6861144548716718,246.25,508.0
3,9,0,-0.0025077797532261636,0.0016552647942710275,-0.0015844839140174427,0.0033969766121691534,0.23559731245040894,725.0,47.94940545200321,1.30096926010992,0.1367100882757392,0.15080361447771695,0.16242625733724453,-0.4142979839459327,0.8448213315310656,2.6861144548716718,246.25,508.0
3,12,0,-0.0025077797571676774,0.001655264796429634,-0.0015844839097559626,0.003396976614143046,0.23559731245040894,725.0,47.94940545200321,1.30096926010992,0.08182055290251729,0.09084435335431107,0.16242625733724453,-0.4142979839459327,0.8448213315310656,2.6861144548716718,246.25,508.0
3,15,0,-0.0025077797611286756,0.0016552647985988433,-0.001584483905476608,0.0033969766161281523,0.23559731245040894,725.0,47.94940545200321,1.30096926010992,0.029900552835273923,0.04105283559942585,0.16242625733724453,-0.4142979839459327,0.8448213315310656,2.6861144548716718,246.25,508.0
4,0,0,0.0013962056710518714,-0.0017639574215030374,-0.00017575003714576098,0.0022565070654243,0.10035169869661331,595.0,49.156082397259524,1.3213005086314071,0.19756274013720876,0.1623158421436447,0.04835657243410169,-0.14663866324882494,0.8451757500371458,0.2500368795629958,506.5,435.0
4,3,0,0.006825558029946402,-0.0010090786517926165,0.005398917296143946,0.00876098111607779,0.09669287502765656,599.5,48.11435385727282,1.3303207866972422,0.1488048901257595,0.13878228838281303,0.04292722007917466,-0.14739354201738902,0.8378376058919328,0.3000793429307944,506.75,436.5
4,6,0,0.006825558034221017,-0.0010090786505575489,0.00539924169435313,0.00876118103200541,0.09669287502765656,599.5,48.11435385727282,1.3303207866972422,0.10677420949980329,0.12163038132864368,0.04292722007917466,-0.14739354201738902,0.8378376058919328,0.3000793429307944,506.75,436.5
4,9,0,0.006825558038516921,-0.0010090786493163195,0.005399241725115411,0.008761181054167084,0.09669287502765656,599.5,48.11435385727282,1.3303207866972422,0.05630963677250235,0.08363248722731631,0.04292722007917466,-0.14739354201738902,0.8378376058919328,0.3000793429307944,506.75,436.5
4,12,0,0.006825558042834169,-0.0010090786480689007,0.005399241729376891,0.008761181060013059,0.09669287502765656,599.5,48.11435385727282,1.3303207866972422,0.021423571870463436,0.040792150033891916,0.04292722007917466,-0.14739354201738902,0.8378376058919328,0.3000793429307944,506.75,436.5
4,141,6,-0.0023784529528604326,-0.007334964165500529,-0.00884183482204981,0.01173187030181292,0.001567147672176361,569.0,65.32090498986274,1.079566509770602,0.27785916390848925,0.35778665777154495,0.1998623904106847,0.16271446438592596,1.0437651539193376,0.07524773954926084,811.75,388.0
5,0,0,0.0031609383226998047,-0.0018926720929487162,0.0013515375862827028,0.003924333392880121,0.3371315598487854,558.0,50.038286387265416,1.3472447299221038,0.158309741715047,0.1734650784847379,0.009584520187716558,-0.11257188799193268,0.8436484624137174,0.18356137294701613,538.75,413.25
5,3,0,-0.014968769757963617,-0.004201186495510628,-0.015004236699173501,0.021606507236520484,0.2242450714111328,569.0,50.75615155935435,1.3239079181670728,0.132934403864605,0.11867667059198528,0.027714228272434478,-0.1102633735885857,0.8582407598872502,0.1981506125358923,539.0,414.25
5,6,0,-0.014968769753595278,-0.004201186494664819,-0.015003912300964317,0.02160628196229354,0.2242450714111328,569.0,50.75615155935435,1.3239079181670728,0.09046880825194806,0.09194907540534125,0.027714228272434478,-0.1102633735885857,0.8582407598872502,0.1981506125358923,539.0,414.25
5,9,0,-0.01496876974920519,-0.00420118649381479,-0.015003912270202036,0.021606281937724764,0.2242450714111328,569.0,50.75615155935435,1.3239079181670728,0.04709152036039902,0.05315684528909348,0.027714228272434478,-0.1102633735885857,0.8582407598872502,0.1981506125358923,539.0,414.25
5,12,0,-0.014968769744793282,-0.004201186492960543,-0.015003912265940555,0.021606281931542834,0.2242450714111328,569.0,50.75615155935435,1.3239079181670728,0.024743675301935386,0.01856543850578829,0.027714228272434478,-0.1102633735885857,0.8582407598872502,0.1981506125358923,539.0,414.25
6,0,0,-0.004064360838641043,-0.0022346693125500083,-0.005389252831478619,0.007110332062901983,0.17341122031211853,544.5,51.452562705041814,1.3530319376216673,0.16781749099518198,0.15469748826902618,0.003247386777710812,-0.16697351837245283,0.8503892528314787,-0.3020454064290847,491.75,405.25
