ep,step,phase,res_x,res_y,res_z,res_norm,reproj,area_px,obliq_deg,cam_range,gripper_perp,gripper_dz,det_x,det_y,det_z,obj_yaw,cx,cy
0,0,0,-0.00015279481948257678,-0.0023034938957278844,0.00044665558904433134,0.0023513680272855796,0.2430492639541626,746.0,43.80502357740741,1.2347092456363433,0.26561617373955043,0.1631939148196161,0.16584120004828512,-0.09408704270832226,0.8445533444109558,1.4737424296442372,547.0,510.5
0,3,0,-0.002556152293950925,-0.002471391081246027,-0.0019207461337193976,0.004041157524340149,0.289636492729187,727.5,45.41905716913836,1.2326306378010856,0.2307463026187655,0.15351761691640764,0.1682445575232105,-0.0939191455186997,0.8451572693217961,1.475232654538712,547.0,511.75
0,6,0,-0.0025561522934585967,-0.002471391076823884,-0.0019204217355102138,0.004041003346222126,0.289636492729187,727.5,45.41905716913836,1.2326306378010856,0.17815330218072742,0.14776038293300509,0.1682445575232105,-0.0939191455186997,0.8451572693217961,1.475232654538712,547.0,511.75
0,9,0,-0.0025561522929638814,-0.0024713910723797444,-0.0019204217047479322,0.004041003328571973,0.289636492729187,727.5,45.41905716913836,1.2326306378010856,0.1191536403257078,0.12184440140142816,0.1682445575232105,-0.0939191455186997,0.8451572693217961,1.475232654538712,547.0,511.75
0,12,0,-0.0025561522924667512,-0.0024713910679134837,-0.0019204217004864521,0.004041003323500842,0.289636492729187,727.5,45.41905716913836,1.2326306378010856,0.06719416136268745,0.08446483697217955,0.1682445575232105,-0.0939191455186997,0.8451572693217961,1.475232654538712,547.0,511.75
0,15,0,-0.0025561522919669843,-0.0024713910634250463,-0.0019204216962070975,0.004041003318405986,0.289636492729187,727.5,45.41905716913836,1.2326306378010856,0.022575163647725865,0.03082939578977728,0.1682445575232105,-0.0939191455186997,0.8451572693217961,1.475232654538712,547.0,511.75
0,18,0,-0.015642478946314264,-0.004541415401336207,-0.01571638099502215,0.022634403747703896,0.16868849098682404,745.0,45.79147265080787,1.2136349561063318,0.008918808650079995,-0.000555630907708049,0.18220780984327895,-0.0879774523114497,0.8575955466904721,1.459889345024941,551.25,513.25
1,0,0,0.0049583735960396,-0.0006857715194539815,0.0030908826502938913,0.0058829675209612275,0.5296995043754578,545.0,50.812601880948826,1.3603939157375327,0.1747460430368163,0.18439537162732922,0.003696549830932769,-0.18281682090092352,0.8419091173497062,-0.7076547085695307,478.75,411.0
1,3,0,0.029977309237256416,0.004069626165423779,0.024668038920005686,0.03903476745660612,0.19686445593833923,536.0,49.55031917319669,1.3949363503169443,0.13976710245424706,0.17374859947544363,-0.02132238580709405,-0.18757221858842413,0.818568484268071,-0.6362885311194835,478.75,411.75
1,6,0,0.02997730924069332,0.004069626162597928,0.02466836331821487,0.039034972463355314,0.19686445593833923,536.0,49.55031917319669,1.3949363503169443,0.1091161331556125,0.1596005712747438,-0.02132238580709405,-0.18757221858842413,0.818568484268071,-0.6362885311194835,478.75,411.75
1,9,0,0.029977309244147342,0.004069626159758005,0.02466836334897715,0.039034972485152176,0.19686445593833923,536.0,49.55031917319669,1.3949363503169443,0.05948959728225446,0.11396584362468498,-0.02132238580709405,-0.18757221858842413,0.818568484268071,-0.6362885311194835,478.75,411.75
1,12,0,0.02997730924761853,0.004069626156904038,0.02466836335323863,0.03903497249021343,0.19686445593833923,536.0,49.55031917319669,1.3949363503169443,0.025156741758861526,0.061515213372434374,-0.02132238580709405,-0.18757221858842413,0.818568484268071,-0.6362885311194835,478.75,411.75
2,0,0,0.003213484970594843,-3.906745435047765e-05,0.00361766444218925,0.004838957319351848,0.08407516032457352,693.0,46.382452372952734,1.2696951266833159,0.26701751237895077,0.17383306256037,0.13594641170614136,-0.19987759039844763,0.8413823355578108,2.69855065757785,451.0,492.5
2,3,0,0.0024704266574872846,-3.415467258738314e-05,0.0026423423014190206,0.0036174780233681745,0.08414604514837265,693.0,46.3803849515161,1.2697547125709092,0.21065042299986492,0.15518586945749435,0.13668947001557424,-0.1998825031783259,0.8405941808866577,2.6986331840695392,451.0,493.5
2,6,0,0.0024704266535283126,-3.4154670556618694e-05,0.0026426666996282044,0.0036177149801093723,0.08414604514837265,693.0,46.3803849515161,1.2697547125709092,0.1607621293612362,0.14809187288755532,0.13668947001557424,-0.1998825031783259,0.8405941808866577,2.6986331840695392,451.0,493.5
2,9,0,0.0024704266495495786,-3.4154668515778974e-05,0.002642666730390486,0.003617714999844366,0.08414604514837265,693.0,46.3803849515161,1.2697547125709092,0.106072346380801,0.11562487552903256,0.13668947001557424,-0.1998825031783259,0.8405941808866577,2.6986331840695392,451.0,493.5
2,12,0,0.002470426645551055,-3.4154666464780714e-05,0.002642666734651966,0.0036177150002074574,0.08414604514837265,693.0,46.3803849515161,1.2697547125709092,0.05408938347816088,0.07429209972686313,0.13668947001557424,-0.1998825031783259,0.8405941808866577,2.6986331840695392,451.0,493.5
3,0,0,-0.005979374565157389,-0.0020042571886909055,-0.007010992133345106,0.009429951100758543,0.07254302501678467,616.5,49.69577536155075,1.3222847987195299,0.25134268844547847,0.15098113372901967,0.06974443117341751,-0.27690685679943006,0.8520109921333452,1.5203778544792643,387.75,443.5
3,3,0,0.02527489082158787,0.007682769540228396,0.022867578368155228,0.03493953626302399,0.08139602094888687,590.0,48.583841869817746,1.3677905958578442,0.1727897580989141,0.15591549132104165,0.03849016578693693,-0.28659388352422793,0.8203689448199215,1.5430975118333863,387.75,445.0
3,6,0,0.025274890821873085,0.007682769544668733,0.022867902766364412,0.03493974858046335,0.08139602094888687,590.0,48.583841869817746,1.3677905958578442,0.12030876108809548,0.14547407335308304,0.03849016578693693,-0.28659388352422793,0.8203689448199215,1.5430975118333863,387.75,445.0
3,9,0,0.025274890822159758,0.007682769549131052,0.022867902797126693,0.0349397486017857,0.08139602094888687,590.0,48.583841869817746,1.3677905958578442,0.07377114221876016,0.11122100820442693,0.03849016578693693,-0.28659388352422793,0.8203689448199215,1.5430975118333863,387.75,445.0
3,12,0,0.02527489082244775,0.007682769553615798,0.022867902801388174,0.03493974860576928,0.08139602094888687,590.0,48.583841869817746,1.3677905958578442,0.029740267492584484,0.06473785044825875,0.03849016578693693,-0.28659388352422793,0.8203689448199215,1.5430975118333863,387.75,445.0
4,0,0,0.0023211376862740385,0.0017315683629380851,0.002540874482006794,0.0038525384212857593,0.1441703885793686,687.5,47.51944080864334,1.2891691001278751,0.3129873471262579,0.15266610995018115,0.13396895643007584,-0.29718136119571525,0.8424591255179933,2.2168302328371334,361.25,490.5
4,3,0,-0.012802287871085477,-0.0039361868307276615,-0.012684380550121666,0.01844683310058507,0.11331719160079956,681.0,49.57618354325434,1.2682276559241743,0.22160842273778866,0.13351154677259303,0.14909238198487346,-0.2915136059988103,0.8559209037381984,2.228752517950386,362.0,491.75
4,6,0,-0.012802287873845658,-0.0039361868272377865,-0.012684056151912482,0.018446610041105243,0.11331719160079956,681.0,49.57618354325434,1.2682276559241743,0.16102062345916718,0.13822199105392252,0.14909238198487346,-0.2915136059988103,0.8559209037381984,2.228752517950386,362.0,491.75
4,9,0,-0.012802287876619578,-0.003936186823730592,-0.0126840561211502,0.018446610021129597,0.11331719160079956,681.0,49.57618354325434,1.2682276559241743,0.10911926280631311,0.10433344784321241,0.14909238198487346,-0.2915136059988103,0.8559209037381984,2.228752517950386,362.0,491.75
4,12,0,-0.012802287879407237,-0.003936186820205856,-0.01268405611688872,0.018446610019381932,0.11331719160079956,681.0,49.57618354325434,1.2682276559241743,0.0571137351496069,0.05889653711672749,0.14909238198487346,-0.2915136059988103,0.8559209037381984,2.228752517950386,362.0,491.75
4,141,6,-0.009681936238340821,-0.0025840233928544343,-0.015071091566352335,0.01809847693093241,0.12585747241973877,522.5,72.38966766922756,0.9691861897206474,0.29224411266789646,0.3600109226407813,0.22740760227654327,0.17364880547316225,1.1911897015239512,2.4091624594897993,847.75,271.5
5,0,0,0.011657719740608044,-0.00040178590639694534,0.011474766927319524,0.016362583460488373,0.3024989068508148,668.0,45.650436215740996,1.2847060881365748,0.22709274358099227,0.18410617630031867,0.10695489253638897,-0.11407966740836664,0.8335252330726806,-0.030938395900559672,532.5,478.75
5,3,0,-0.003585828442261657,-0.0025465602289777844,-0.0035421215240659665,0.005647101868073167,0.0642450749874115,665.0,47.57594304834223,1.2644658217629536,0.1977448573264517,0.15227103822814458,0.122198440723384,-0.1119348930859779,0.8467786447121427,-0.0417538802667937,532.75,480.0
5,6,0,-0.003585828437817018,-0.002546560229184841,-0.0035417971258567826,0.005646898393547608,0.0642450749874115,665.0,47.57594304834223,1.2644658217629536,0.14725408910721896,0.14529275274804565,0.122198440723384,-0.1119348930859779,0.8467786447121427,-0.0417538802667937,532.75,480.0
5,9,0,-0.003585828433350244,-0.0025465602293929246,-0.003541797095094501,0.005646898371510564,0.0642450749874115,665.0,47.57594304834223,1.2644658217629536,0.08771672897769646,0.11104193237061544,0.122198440723384,-0.1119348930859779,0.8467786447121427,-0.0417538802667937,532.75,480.0
5,12,0,-0.003585828428861279,-0.002546560229602049,-0.003541797090833021,0.005646898366081493,0.0642450749874115,665.0,47.57594304834223,1.2644658217629536,0.04001646505726678,0.05968615877528538,0.122198440723384,-0.1119348930859779,0.8467786447121427,-0.0417538802667937,532.75,480.0
