episode,success,reached_hold,lift_rise,spawn_x,spawn_y,spawn_yaw,steps
0,1,1,0.12366060452236005,-0.02769340998322517,-0.28976274042113176,-1.6462234171180221,34
1,1,1,0.15325909756280998,0.10053263600645762,-0.20165834880107664,0.7264518012019154,27
2,0,1,0.006515995311720535,0.025663248615693468,-0.3692530453742794,-2.686332162876434,23
3,1,1,0.15479019189073728,0.0706741248905854,-0.3510661998877864,2.157997781130901,22
4,1,1,0.1358075023588281,0.11866412244818669,-0.13028221318650013,2.477900128587695,23
5,1,1,0.07806107729665668,-0.012696270233762422,-0.1856997449667152,-0.7046165525567523,34
6,0,1,0.03457511519345691,0.11496189053489761,-0.08154646225009554,-2.625269016073726,27
7,1,1,0.07137989908928921,0.183574280344425,-0.2844880029485535,3.0223772266213005,27
8,0,1,0.004955581049516988,0.08895354085485005,-0.0694282582630193,2.147785088695894,52
9,1,1,0.1390972244738301,0.06105854651893573,-0.2367844671376651,1.0179755268862978,21
10,1,1,0.14664180575873775,-0.020401539540882238,-0.3570556199244908,-0.7846156939949573,21
11,1,1,0.06815924999277623,0.21722553827862312,-0.2080636623799509,-1.1815321843651339,27
12,0,1,0.024422602106855318,0.17011052242201427,-0.22670222069856236,2.103839229634773,29
13,0,1,0.1067014765865032,0.05557046886193223,-0.07669743954874986,3.0862408130859773,21
14,1,1,0.08450080064035859,0.2053724719467252,-0.2463333263334127,1.8654872433677787,26
15,0,1,0.029977114072058275,0.035301519113340854,-0.24083985615324283,0.6854213582378654,24
16,0,1,0.0014113767400455446,-0.033221323878046716,-0.19312921654358628,0.24315666394288105,20
17,0,1,0.12364295606111397,0.0989873119887828,-0.278822694404696,1.920432894859191,21
18,1,1,0.13040670558481915,0.11846273194076593,-0.1614388193037012,-2.0663724867155917,22
19,1,1,0.11826080855996657,0.10600831277719147,-0.43133706427172125,0.9022714977770278,27
20,1,1,0.1581132043160406,-0.009666536947450663,-0.23997249890464234,2.803861172019456,20
21,1,1,0.15960635307957172,0.17271678228753207,-0.2344089376562869,-0.4291234422991164,27
22,1,1,0.08626359640633396,0.23125478253830956,-0.12963581525705486,1.0353392573823494,26
23,1,1,0.15778219414248063,-0.02290082142568778,-0.25735995224374686,2.9333032398738115,21
24,0,1,0.08016954225169726,0.1350874965751388,-0.4280082052244326,-1.9852285399050447,27
25,1,1,0.13075337563659006,0.13444091567589372,-0.24948353614264285,-2.53133614535076,23
26,0,1,0.031974610902128275,0.14351254446914546,-0.07977597733986919,1.404792247530745,26
27,1,1,0.13541355920009757,0.05563729438940013,-0.2924726356013208,1.950983964195318,30
28,1,1,0.09884302781401522,0.2212663763034886,-0.32350089371819724,-0.3677737018867096,29
29,1,1,0.1754768548390464,0.20768462801484483,-0.18216497294039524,-0.187876390136575,28
30,1,1,0.17236000780929261,0.06202127115104958,-0.277821245787759,-1.6790713653616844,21
31,1,1,0.13673246396219252,0.1563719690488869,-0.0959976614558552,-1.5506627813879572,25
32,0,1,0.021197628586580808,0.18760194344130507,-0.2897262246592256,-1.7141094686699,27
33,0,1,0.0037798766945376094,0.13574803460827706,-0.3509941631851653,-3.088580484163973,25
34,1,1,0.14474079106918536,0.09856149316102195,-0.3323328732248768,-2.2619978006589743,22
35,1,1,0.11401228868694824,0.24455314654281524,-0.29688858355760106,1.212998559382518,28
36,1,1,0.15705568520584057,0.1175224674768155,-0.1377512009738039,0.20409335315241423,24
37,1,1,0.09230101540980784,-0.031007683116535734,-0.17993738155329048,0.3454596471153568,74
38,1,1,0.1466967707386081,0.12432634871122838,-0.16414751391974974,-1.7921435729008661,24
39,1,1,0.12240769188417888,0.22746699841557833,-0.40956254988690244,-1.0180112100773224,32
40,1,1,0.14776308816142125,0.043061839431176974,-0.1680611027675022,-1.7044085912655542,20
41,1,1,0.161888432565928,0.06637198523309326,-0.2530756528531189,2.9217982108459912,22
42,1,1,0.16566999586631437,0.0652121512970572,-0.3780966713611143,0.9813598985221506,26
43,0,1,0.011296407341126469,0.1895396374562444,-0.11288119887113113,-0.005018615192573317,37
44,1,1,0.13266165038477273,0.15794468190491348,-0.13514331615326708,-0.29308026613151156,26
45,1,1,0.1589390851349849,0.18969075700536603,-0.11379313289886867,-2.9110280211961,28
46,1,1,0.10632715921189406,-0.018942222724964847,-0.4200110036511806,-0.8983049895752313,24
47,0,1,0.011262916170993287,0.237063612083257,-0.08690799291454804,0.4906295417127246,52
48,1,1,0.16695306073739635,0.19557007765189846,-0.15718516066391203,0.23470823233818788,27
49,1,1,0.05442530880625296,0.21374286053358305,-0.4243536543919749,1.2499959708831723,33
50,0,1,0.01763502357970048,0.16621276112291053,-0.40378326554674626,1.7495508266314224,32
51,1,1,0.1562403469370358,0.13543927970797856,-0.3693887030914683,1.1887988766899777,26
52,1,1,0.13972441500289423,0.027703403440832913,-0.12477846196371417,-0.18570819883112868,19
53,1,1,0.13753583846289963,0.0077855618224615675,-0.2589996547926724,-1.9590546625873542,19
54,1,1,0.1644099836001537,0.13825375143908045,-0.2604325374905736,0.7871044066241301,25
55,1,1,0.11672334338750368,0.17503453541758765,-0.15565169999284634,0.3395569529273604,25
56,1,1,0.11029504733677165,0.1987191024275943,-0.07616971095290553,-2.8582643176406783,28
57,1,1,0.14533633358340703,0.08476224354284775,-0.2536758991406066,1.5931431643320328,21
58,1,1,0.07760604445441921,0.22989045035964029,-0.1452027092734527,1.0861812451124262,26
59,0,1,0.010027555358249951,0.21041753861092216,-0.252183136056768,-2.0643239741754047,28
60,1,1,0.1198242552363532,0.01395771044667582,-0.4158403833192533,-2.947962557327118,25
61,1,1,0.1106254511347925,0.06623901040638216,-0.35671512586521836,-1.6390802620877374,22
62,1,1,0.1277567519706212,0.15851756763695923,-0.19795984887114923,3.0300670127215272,26
63,1,1,0.13973015399796718,0.224800978687496,-0.38188656913418806,-1.7592400719744785,32
64,1,1,0.0852186008308099,0.07549058130154683,-0.4095223643813728,2.2091386792280927,25
65,0,0,,0.22623784300809807,-0.0644245976193134,1.146059653669778,200
66,1,1,0.1278777632359993,0.09651455785071189,-0.14954723722355823,-2.527314492048069,23
67,0,1,0.0039770725306282895,0.07158312072842288,-0.12363329166345316,-0.9298838788054156,38
68,1,1,0.14768071458762744,0.010973583362142436,-0.15965634766907305,1.7260625178226612,20
69,1,1,0.1029373385282415,0.005351260010479281,-0.38807039841357205,-2.888731546055856,26
70,1,1,0.14710772012311035,0.0877756896271864,-0.1244422455050263,-1.740812236807621,22
71,1,1,0.1435793544994869,-0.01112481407901822,-0.12426970600969273,-2.0564110663845603,17
72,1,1,0.14056874524492702,0.04313370874361794,-0.35547339796149063,1.0050235766311035,22
73,1,1,0.11162045650702757,0.03389333041378617,-0.15923234894622634,2.5076014726916873,26
74,1,1,0.09463025853170826,0.17408525786324203,-0.4127305848647943,2.699036696364653,27
75,1,1,0.12071283439936054,0.12250164684954454,-0.24828741233417215,3.0554360548764,24
76,1,1,0.17360167360410717,0.08616039109712068,-0.2987930509284721,2.6580610682490686,22
77,1,1,0.16876970738018382,0.13460807519585202,-0.28525890811287347,-1.4354058372484202,24
78,0,1,0.04589426410369679,-0.03091418998405121,-0.3467944754865347,2.2092377961951644,21
79,1,1,0.14178425225590174,-0.04430683842009078,-0.4205499111483034,-0.9969203668846868,23
80,1,1,0.1566866532781105,0.0019612430566826877,-0.29342572322391103,-2.8011377646485704,19
81,1,1,0.12977224882681349,0.2138458245370476,-0.4329701016106756,3.1216763740511078,29
82,0,1,0.005038407308569637,0.16191395722160315,-0.42790262428838555,2.957585820456256,29
83,1,1,0.14786346542872741,0.1041802381585902,-0.3943973932531498,-0.9552763600231338,27
84,1,1,0.14471801211033164,0.06991026953081225,-0.2518445565843572,-2.12794514877234,20
85,1,1,0.15858240251175615,0.20243895011959534,-0.20699390379930993,-0.5569070762241904,29
86,1,1,0.08024461706214814,0.1563435068949526,-0.10006440766442137,1.8010139368045717,25
87,1,1,0.16027972609949148,0.1975319940457551,-0.4102570822204201,1.374214413835035,29
88,0,0,,-0.005670426044296156,-0.33958778982228655,0.28282264252003175,200
89,0,1,0.1291260905587741,0.002298228487429471,-0.24913997652490444,1.4980258666438622,21
90,1,1,0.1474824011444611,0.17110373112096477,-0.38663688228074133,-1.4300358348995792,25
91,1,1,0.12243186486796132,-0.025964872930679228,-0.13797105718413455,-0.12845139235630867,18
92,1,1,0.14722475447445005,0.07215015821754145,-0.25052680397357535,-2.096202116768873,21
93,1,1,0.1492588661066767,0.09382661633215159,-0.2839359807520863,1.8357909615016386,22
94,1,1,0.1527993127916688,-0.012746349337936905,-0.15027382483906904,-1.5875874121148208,17
95,1,1,0.03280138802022137,0.19254087936182243,-0.3511606500500718,-1.5905081797906213,27
96,0,1,0.05952044348826213,0.03323802262457845,-0.1776750605507046,0.792298928390476,20
97,1,1,0.16261416956192076,0.07967224032273983,-0.10872107333684111,1.0482020741305549,21
98,1,1,0.14040191300575233,-0.03643777559713146,-0.2660296246035378,2.7507277613615835,19
99,1,1,0.14946274703408624,-0.0016204894200650966,-0.2573031479368581,0.0887644474202907,28
100,0,1,0.0274916193538689,0.03628814172796506,-0.33775171510089386,-0.5145906158551389,20
101,1,1,0.12598982931478564,0.17729977428331783,-0.4013662692600688,-0.7916416285041276,31
102,0,0,,0.0928051799512224,-0.43995685261439127,-0.2172867417766453,200
103,1,1,0.1705127312813992,0.015586027977887995,-0.22368582558814354,2.7973727511867685,20
104,0,1,0.017633341444366124,0.21374168208218264,-0.2503763686459559,-0.09041158987629075,28
105,1,1,0.10910435928329176,0.049209654437596353,-0.18584620135959223,-0.2104533500791013,21
106,1,1,0.18208330025307862,0.08150386781786878,-0.22806339232227626,-1.4062083479778527,21
107,0,1,0.009243114570705147,-0.04074320825888106,-0.22852271170771685,1.4839038904344586,20
108,1,1,0.14914107597480697,0.19319742498383555,-0.16979074900983876,0.6911914119460122,26
109,1,1,0.16885116949027446,0.0043755135874087026,-0.34876433317669747,2.6609346445429654,22
110,0,1,0.0001876852353801528,0.10474099317187371,-0.25476319398476877,0.2980575199004331,52
111,1,1,0.13219453233443312,0.2362266386284798,-0.27261277136950923,-1.2632118201404723,28
112,1,1,0.14978116655942764,0.1749955085929864,-0.0995137527857648,2.9013728473611797,26
113,1,1,0.09239146341148607,0.2221337367826997,-0.3320175951401723,-3.080284389731647,38
114,0,0,,0.10713930006324082,-0.2124555124788035,0.43888620776557535,200
115,1,1,0.13563865239022665,0.0995612293280935,-0.21212734017904178,2.14102748307251,22
116,1,1,0.0981474415010345,0.19198884371558259,-0.37040877774716896,-0.5509589028989821,37
117,1,1,0.13780665375216727,0.09367471952789727,-0.27187775566394845,2.280244737039975,22
118,0,1,0.026637067502687906,0.12422315526687258,-0.07704061992235678,-2.977845417365756,25
119,0,0,,0.09179935465198469,-0.41982502769120833,-0.2516972134904816,200
120,1,1,0.1632935789902491,0.1640986594083767,-0.2575681819157502,-0.5862874637594004,27
121,0,0,,-0.004386049284017368,-0.06565707238125223,2.235175017733505,200
122,0,1,0.048246092896131354,-0.016654663941543135,-0.37813838774644204,1.8984283526773644,23
123,0,0,,0.028209094022915535,-0.0606200049384375,-2.3507558135215305,200
124,0,0,,0.23303736269414516,-0.08927465601921097,-0.3733187539019823,200
125,0,1,0.015811604715772587,0.2183541643734802,-0.2440943663279233,-0.3423038239762193,29
126,0,1,0.0026908971520900327,0.06679717049923128,-0.06050004784815949,-0.680019897200052,26
127,1,1,0.05933373964901645,0.20519569769712065,-0.2586228293838153,1.858158775362564,28
128,0,0,,0.02364153388610933,-0.1075875680620389,-0.8509806429831175,200
129,1,1,0.12410281803337708,0.054946368897751965,-0.14767860013245698,1.0644795103134836,21
130,1,1,0.12160942328923596,0.12197423208140379,-0.4266617835557693,-1.9567619739384956,27
131,1,1,0.13168892383287512,0.20555008425978766,-0.36919798226322176,-1.5121357462415388,27
132,1,1,0.061045902539064945,0.08277749024379807,-0.31564189815142196,-2.4839971092922384,22
133,0,0,,0.09429046344979922,-0.059772886883118326,-1.0948011134802222,200
134,1,1,0.13451986070390887,0.06663699188072832,-0.3682988084847225,1.6119430428818673,23
135,1,1,0.15707513605430945,0.06225065810293992,-0.1558245153704631,1.2037037815471625,21
136,0,1,0.0,0.234633523123166,-0.07858872746811996,-1.5848865032895978,40
137,1,1,0.13473539407331336,0.1700308981238976,-0.1036218033317281,2.817995887825543,26
138,0,1,0.0010416973216663683,-0.03293857133075043,-0.30827680852318096,1.5426405665232175,69
139,1,1,0.12952643786780615,-0.010250907825048367,-0.39977091843253915,0.133748352849346,24
140,0,0,,0.03681503550679714,-0.38851033561878334,0.8700105377427652,200
141,1,1,0.1479830292028147,0.1571699820685677,-0.43531365495931273,2.843264746256134,28
142,0,1,0.0013499497391987747,0.23539234026766576,-0.1506596781958779,-1.9358611220123152,30
143,0,1,0.0074971909043587415,0.002825731031158213,-0.43621309653336116,2.554134661371553,25
144,0,1,0.03512786513070698,0.1532058948151552,-0.32445869146276873,1.494680095593788,27
145,0,1,0.02231799508490029,0.02134936316062412,-0.35871917325635305,3.1189289156079365,24
146,0,0,,0.23416583765821136,-0.11680601240683225,-1.591632724955055,200
147,1,1,0.14686145541566453,0.08651694622351772,-0.22271335133151177,-3.037504517996377,22
148,0,1,0.018708884912106427,-0.0040178784920235355,-0.292944127794773,0.28163357242651144,32
