episode,mode,success,steps,phase,ticks,detections,truth_fallback_steps,latched
0,latch,1,153,7,31,4,0,1
1,latch,1,100,7,20,4,0,1
2,latch,0,250,8,50,41,0,0
3,latch,1,129,7,26,3,0,1
4,latch,1,150,7,30,4,0,1
5,latch,1,167,7,34,4,0,1
6,latch,1,139,7,28,3,0,1
7,latch,1,147,7,30,6,0,1
8,latch,1,139,7,28,5,0,1
9,latch,1,290,7,58,49,0,1
10,latch,1,157,7,32,21,0,1
11,latch,1,135,7,27,3,0,1
12,latch,1,151,7,31,6,0,1
13,latch,1,147,7,30,3,0,1
14,latch,1,108,7,22,20,0,1
15,latch,1,163,7,33,4,0,1
16,latch,1,113,7,23,14,0,1
17,latch,1,155,7,31,4,0,1
18,latch,1,155,7,31,4,0,1
19,latch,1,134,7,27,3,0,1
20,latch,1,141,7,29,4,0,1
21,latch,1,155,7,31,3,0,1
22,latch,0,350,8,70,3,0,1
23,latch,1,157,7,32,18,0,1
24,latch,1,151,7,31,3,0,1
25,latch,1,154,7,31,4,0,1
26,latch,1,154,7,31,4,0,1
27,latch,1,159,7,32,25,0,1
28,latch,1,131,7,27,8,0,1
29,latch,1,123,7,25,5,0,1
30,latch,1,152,7,31,5,0,1
31,latch,1,141,7,29,4,0,1
32,latch,1,158,7,32,5,0,1
33,latch,1,147,7,30,4,0,1
34,latch,1,129,7,26,3,0,1
35,latch,1,149,7,30,4,0,1
36,latch,1,140,7,28,5,0,1
37,latch,1,131,7,27,4,0,1
38,latch,1,157,7,32,3,0,1
39,latch,1,137,7,28,5,0,1
40,latch,1,125,7,25,3,0,1
41,latch,1,129,7,26,16,0,1
42,latch,1,168,7,34,4,0,1
43,latch,1,158,7,32,3,0,1
44,latch,1,174,7,35,18,0,1
45,latch,1,160,7,32,3,0,1
46,latch,0,162,8,33,4,0,1
47,latch,0,250,8,50,50,0,1
48,latch,1,110,7,22,4,0,1
49,latch,1,168,7,34,10,0,1
