episode,mode,success,steps,phase,ticks,detections,truth_fallback_steps,latched
0,latch,1,107,7,22,16,0,1
1,latch,1,145,7,29,10,0,1
2,latch,1,139,7,28,4,0,1
3,latch,1,105,7,21,4,0,1
4,latch,1,140,7,28,3,0,1
5,latch,1,142,7,29,3,0,1
6,latch,1,131,7,27,3,0,1
7,latch,1,132,7,27,4,0,1
8,latch,1,154,7,31,4,0,1
9,latch,1,165,7,33,3,0,1
10,latch,1,138,7,28,3,0,1
11,latch,1,173,7,35,3,0,1
12,latch,0,323,8,65,53,0,1
13,latch,1,113,7,23,4,0,1
14,latch,1,155,7,31,3,0,1
15,latch,1,148,7,30,13,0,1
16,latch,1,143,7,29,4,0,1
17,latch,1,129,7,26,4,0,1
18,latch,1,142,7,29,3,0,1
19,latch,0,323,8,65,60,0,1
20,latch,0,328,8,66,7,0,1
21,latch,1,158,7,32,4,0,1
22,latch,1,135,7,27,4,0,1
23,latch,1,168,7,34,21,0,1
24,latch,1,134,7,27,4,0,1
25,latch,1,142,7,29,9,0,1
26,latch,1,146,7,30,6,0,1
27,latch,1,128,7,26,4,0,1
28,latch,1,129,7,26,16,0,1
29,latch,1,142,7,29,18,0,1
30,latch,0,311,8,63,57,0,1
31,latch,0,254,8,51,39,0,1
32,latch,1,144,7,29,3,0,1
33,latch,1,108,7,22,4,0,1
34,latch,1,156,7,32,3,0,1
35,latch,1,107,7,22,5,0,1
36,latch,1,158,7,32,3,0,1
37,latch,0,250,8,50,5,0,1
38,latch,1,148,7,30,3,0,1
39,latch,1,167,7,34,3,0,1
40,latch,1,154,7,31,17,0,1
41,latch,1,152,7,31,5,0,1
42,latch,1,136,7,28,5,0,1
43,latch,1,108,7,22,4,0,1
44,latch,1,137,7,28,4,0,1
45,latch,1,134,7,27,4,0,1
46,latch,1,158,7,32,3,0,1
47,latch,1,146,7,30,5,0,1
48,latch,1,158,7,32,3,0,1
49,latch,1,142,7,29,4,0,1
