episode,mode,success,steps,phase,ticks,detections,truth_fallback_steps,latched
0,latch,1,159,7,32,3,0,1
1,latch,1,127,7,26,4,0,1
2,latch,1,158,7,32,3,0,1
3,latch,0,311,8,63,5,0,1
4,latch,1,132,7,27,13,0,1
5,latch,1,123,7,25,4,0,1
6,latch,1,92,7,19,3,0,1
7,latch,0,251,8,51,49,0,1
8,latch,1,146,7,30,6,0,1
9,latch,1,150,7,30,3,0,1
10,latch,1,96,7,20,4,0,1
11,latch,1,158,7,32,4,0,1
12,latch,0,138,8,28,4,0,1
13,latch,1,130,7,26,6,0,1
14,latch,1,138,7,28,5,0,1
15,latch,1,169,7,34,18,0,1
16,latch,1,167,7,34,8,0,1
17,latch,1,132,7,27,3,0,1
18,latch,1,118,7,24,3,0,1
19,latch,1,146,7,30,4,0,1
20,latch,1,159,7,32,3,0,1
21,latch,1,156,7,32,4,0,1
22,latch,1,158,7,32,12,0,1
23,latch,1,143,7,29,5,0,1
24,latch,1,127,7,26,3,0,1
25,latch,1,97,7,20,4,0,1
26,latch,1,152,7,31,4,0,1
27,latch,0,253,8,51,48,0,1
28,latch,1,135,7,27,5,0,1
29,latch,1,135,7,27,3,0,1
30,latch,1,156,7,32,3,0,1
31,latch,0,325,8,65,6,0,1
32,latch,1,104,7,21,4,0,1
33,latch,1,159,7,32,5,0,1
34,latch,1,163,7,33,3,0,1
35,latch,1,139,7,28,4,0,1
36,latch,0,329,8,66,4,0,1
37,latch,1,143,7,29,4,0,1
38,latch,1,127,7,26,3,0,1
39,latch,1,154,7,31,5,0,1
40,latch,1,152,7,31,4,0,1
41,latch,1,144,7,29,9,0,1
42,latch,1,134,7,27,3,0,1
43,latch,1,120,7,24,3,0,1
44,latch,1,133,7,27,3,0,1
45,latch,1,139,7,28,7,0,1
46,latch,1,92,7,19,3,0,1
47,latch,1,161,7,33,5,0,1
48,latch,1,165,7,33,4,0,1
49,latch,1,151,7,31,3,0,1
