episode,mode,success,steps,phase,ticks,detections,truth_fallback_steps,latched
0,latch,1,141,7,29,3,0,1
1,latch,1,158,7,32,14,0,1
2,latch,1,123,7,25,3,0,1
3,latch,1,109,7,22,4,0,1
4,latch,1,142,7,29,14,0,1
5,latch,1,149,7,30,4,0,1
6,latch,1,161,7,33,18,0,1
7,latch,1,110,7,22,5,0,1
8,latch,1,147,7,30,4,0,1
9,latch,1,160,7,32,4,0,1
10,latch,1,139,7,28,3,0,1
11,latch,1,114,7,23,4,0,1
12,latch,0,250,8,50,47,0,1
13,latch,0,338,8,68,3,0,1
14,latch,1,125,7,25,5,0,1
15,latch,0,250,8,50,49,0,1
16,latch,0,126,8,26,5,0,1
17,latch,1,115,7,23,5,0,1
18,latch,1,126,7,26,3,0,1
19,latch,0,136,8,28,4,0,1
20,latch,0,390,8,78,7,0,1
21,latch,1,167,7,34,4,0,1
22,latch,1,166,7,34,4,0,1
23,latch,1,155,7,31,4,0,1
24,latch,1,153,7,31,4,0,1
25,latch,1,161,7,33,3,0,1
26,latch,1,144,7,29,4,0,1
27,latch,1,141,7,29,26,0,1
28,latch,1,114,7,23,3,0,1
29,latch,1,115,7,23,4,0,1
30,latch,1,159,7,32,4,0,1
31,latch,1,134,7,27,6,0,1
32,latch,1,123,7,25,3,0,1
33,latch,1,155,7,31,3,0,1
34,latch,1,160,7,32,6,0,1
35,latch,1,138,7,28,3,0,1
36,latch,1,133,7,27,16,0,1
37,latch,0,140,8,28,8,0,1
38,latch,1,160,7,32,4,0,1
39,latch,1,152,7,31,20,0,1
40,latch,1,143,7,29,3,0,1
41,latch,1,137,7,28,10,0,1
42,latch,1,124,7,25,3,0,1
43,latch,1,131,7,27,4,0,1
44,latch,1,169,7,34,3,0,1
45,latch,1,162,7,33,3,0,1
46,latch,1,155,7,31,7,0,1
47,latch,1,161,7,33,6,0,1
48,latch,1,159,7,32,25,0,1
49,latch,1,133,7,27,4,0,1
