episode,mode,success,steps,phase,ticks,detections,truth_fallback_steps,latched
0,latch,1,140,7,28,3,0,1
1,latch,1,147,7,30,3,0,1
2,latch,0,152,8,31,4,0,1
3,latch,1,142,7,29,6,0,1
4,latch,1,153,7,31,4,0,1
5,latch,0,250,8,50,8,0,0
6,latch,1,138,7,28,3,0,1
7,latch,1,129,7,26,4,0,1
8,latch,1,109,7,22,5,0,1
9,latch,1,167,7,34,26,0,1
10,latch,1,129,7,26,3,0,1
11,latch,1,124,7,25,4,0,1
12,latch,1,146,7,30,4,0,1
13,latch,1,108,7,22,4,0,1
14,latch,1,108,7,22,14,0,1
15,latch,1,146,7,30,4,0,1
16,latch,1,121,7,25,4,0,1
17,latch,1,143,7,29,5,0,1
18,latch,1,140,7,28,23,0,1
19,latch,1,170,7,34,3,0,1
20,latch,1,93,7,19,3,0,1
21,latch,0,250,8,50,5,0,0
22,latch,1,169,7,34,8,0,1
23,latch,1,102,7,21,7,0,1
24,latch,0,341,8,69,5,0,1
25,latch,1,145,7,29,3,0,1
26,latch,1,97,7,20,3,0,1
27,latch,1,141,7,29,4,0,1
28,latch,0,263,8,53,50,0,1
29,latch,1,166,7,34,3,0,1
30,latch,1,116,7,24,5,0,1
31,latch,1,143,7,29,3,0,1
32,latch,1,171,7,35,4,0,1
33,latch,1,158,7,32,4,0,1
34,latch,1,118,7,24,7,0,1
35,latch,1,162,7,33,9,0,1
36,latch,1,160,7,32,7,0,1
37,latch,1,141,7,29,3,0,1
38,latch,1,162,7,33,3,5,1
39,latch,1,123,7,25,3,0,1
40,latch,1,144,7,29,4,0,1
41,latch,0,319,8,64,13,0,1
42,latch,1,102,7,21,4,0,1
43,latch,1,154,7,31,5,0,1
44,latch,1,114,7,23,9,0,1
45,latch,1,155,7,31,4,0,1
46,latch,1,124,7,25,4,0,1
47,latch,0,317,8,64,11,0,1
48,latch,1,153,7,31,3,0,1
49,latch,1,144,7,29,11,0,1
