episode,mode,success,steps,phase,ticks,detections,truth_fallback_steps,latched
0,latch,1,133,7,27,4,0,1
1,latch,1,142,7,29,3,0,1
2,latch,1,153,7,31,4,0,1
3,latch,1,141,7,29,3,0,1
4,latch,1,144,7,29,3,0,1
5,latch,1,140,7,28,3,0,1
6,latch,0,250,8,50,4,0,0
7,latch,0,187,8,38,5,0,1
8,latch,1,160,7,32,7,0,1
9,latch,1,155,7,31,5,0,1
10,latch,1,135,7,27,3,0,1
11,latch,1,176,7,36,4,0,1
12,latch,1,144,7,29,4,0,1
13,latch,1,92,7,19,5,0,1
14,latch,1,153,7,31,28,0,1
15,latch,1,105,7,21,15,0,1
16,latch,1,140,7,28,3,0,1
17,latch,1,144,7,29,4,0,1
18,latch,1,108,7,22,4,0,1
19,latch,1,139,7,28,3,0,1
20,latch,1,140,7,28,3,0,1
21,latch,1,190,7,38,36,0,1
22,latch,1,149,7,30,3,0,1
23,latch,1,156,7,32,4,0,1
24,latch,1,155,7,31,3,0,1
25,latch,1,142,7,29,16,0,1
26,latch,1,141,7,29,4,0,1
27,latch,1,143,7,29,3,0,1
28,latch,1,169,7,34,3,0,1
29,latch,1,142,7,29,3,0,1
30,latch,1,142,7,29,5,0,1
31,latch,1,112,7,23,4,0,1
32,latch,1,162,7,33,15,0,1
33,latch,1,144,7,29,4,0,1
34,latch,1,171,7,35,7,0,1
35,latch,1,134,7,27,22,0,1
36,latch,1,147,7,30,4,0,1
37,latch,1,146,7,30,5,0,1
38,latch,1,141,7,29,4,0,1
39,latch,1,141,7,29,4,0,1
40,latch,1,139,7,28,3,0,1
41,latch,1,141,7,29,4,0,1
42,latch,1,141,7,29,4,0,1
43,latch,1,129,7,26,11,0,1
44,latch,1,139,7,28,4,0,1
45,latch,1,124,7,25,8,0,1
46,latch,1,136,7,28,3,0,1
47,latch,1,142,7,29,3,0,1
48,latch,0,256,8,52,45,0,1
49,latch,1,135,7,27,3,0,1
