episode,mode,success,steps,phase,ticks,detections,truth_fallback_steps,latched
0,latch,1,149,7,30,4,0,1
1,latch,1,138,7,28,5,0,1
2,latch,0,318,8,64,55,0,1
3,latch,1,100,7,20,4,0,1
4,latch,1,159,7,32,31,0,1
