episode,mode,success,steps,phase,ticks,detections,truth_fallback_steps,latched
0,latch,0,251,8,51,50,0,1
1,latch,1,133,7,27,10,0,1
2,latch,1,116,7,24,3,0,1
3,latch,1,163,7,33,26,0,1
4,latch,1,158,7,32,3,0,1
5,latch,1,152,7,31,3,0,1
6,latch,1,160,7,32,3,0,1
7,latch,1,172,7,35,30,0,1
8,latch,1,159,7,32,23,0,1
9,latch,1,137,7,28,3,0,1
10,latch,1,173,7,35,16,0,1
11,latch,1,142,7,29,4,0,1
12,latch,1,161,7,33,7,0,1
13,latch,1,161,7,33,6,0,1
14,latch,1,148,7,30,3,0,1
15,latch,1,158,7,32,3,0,1
16,latch,1,139,7,28,18,0,1
17,latch,1,165,7,33,11,0,1
18,latch,1,169,7,34,28,0,1
19,latch,0,257,8,52,4,0,1
20,latch,1,158,7,32,4,0,1
21,latch,1,122,7,25,5,0,1
22,latch,1,132,7,27,25,0,1
23,latch,1,137,7,28,3,0,1
24,latch,1,161,7,33,4,0,1
25,latch,1,103,7,21,3,0,1
26,latch,1,145,7,29,3,0,1
27,latch,1,112,7,23,16,0,1
28,latch,1,134,7,27,4,0,1
29,latch,1,153,7,31,4,0,1
30,latch,1,155,7,31,4,0,1
31,latch,1,94,7,19,5,0,1
32,latch,1,138,7,28,3,0,1
33,latch,1,144,7,29,4,0,1
34,latch,1,139,7,28,3,0,1
35,latch,1,134,7,27,3,0,1
36,latch,0,333,8,67,10,0,1
37,latch,1,134,7,27,4,0,1
38,latch,0,260,8,52,51,0,1
39,latch,1,164,7,33,4,0,1
40,latch,1,126,7,26,5,0,1
41,latch,1,160,7,32,4,0,1
42,latch,0,166,8,34,6,0,1
43,latch,1,140,7,28,3,0,1
44,latch,1,161,7,33,3,0,1
45,latch,1,162,7,33,4,0,1
46,latch,1,132,7,27,4,0,1
47,latch,0,250,8,50,49,0,1
48,latch,1,143,7,29,4,0,1
49,latch,1,152,7,31,8,0,1
