episode,mode,success,steps,phase,ticks,detections,truth_fallback_steps,latched
0,latch,1,134,7,2,1,1,1
1,latch,1,151,7,1,1,0,1
2,latch,1,175,7,3,1,2,1
3,latch,0,317,8,1,1,0,1
4,latch,1,117,7,1,1,0,1
5,latch,1,157,7,1,1,0,1
6,latch,1,157,7,3,1,2,1
7,latch,1,127,7,2,1,1,1
8,latch,1,150,7,1,1,0,1
9,latch,1,103,7,3,1,2,1
10,latch,0,125,8,3,1,2,1
11,latch,0,162,8,2,1,1,1
12,latch,1,151,7,3,1,2,1
13,latch,0,125,8,1,1,0,1
14,latch,1,134,7,2,1,1,1
15,latch,1,142,7,1,1,0,1
16,latch,1,159,7,2,1,1,1
17,latch,1,148,7,1,1,0,1
18,latch,1,133,7,2,1,1,1
19,latch,1,125,7,1,1,0,1
20,latch,1,149,7,1,1,0,1
21,latch,1,173,7,3,1,2,1
22,latch,1,154,7,1,1,0,1
23,latch,1,153,7,1,1,0,1
24,latch,1,164,7,1,1,0,1
25,latch,1,135,7,2,1,1,1
26,latch,1,156,7,1,1,0,1
27,latch,1,157,7,1,1,0,1
28,latch,1,115,7,1,1,0,1
29,latch,1,135,7,2,1,1,1
30,latch,1,137,7,1,1,0,1
31,latch,1,145,7,1,1,0,1
32,latch,1,112,7,3,1,2,1
33,latch,1,140,7,1,1,0,1
34,latch,1,119,7,2,1,1,1
35,latch,1,155,7,2,1,1,1
36,latch,1,85,7,1,1,0,1
37,latch,0,175,8,3,1,2,1
38,latch,1,124,7,1,1,0,1
39,latch,0,250,8,1,1,0,1
40,latch,1,169,7,3,1,2,1
41,latch,1,148,7,1,1,0,1
42,latch,1,125,7,1,1,0,1
43,latch,1,177,7,3,1,2,1
44,latch,1,143,7,2,1,1,1
45,latch,0,308,8,1,1,0,1
46,latch,1,113,7,3,1,2,1
47,latch,1,134,7,1,1,0,1
48,latch,1,150,7,1,1,0,1
49,latch,1,131,7,3,1,2,1
