episode,mode,success,steps,phase,ticks,detections,truth_fallback_steps,latched
0,latch,1,135,7,27,6,0,1
1,latch,1,141,7,29,3,0,1
2,latch,1,137,7,28,3,0,1
3,latch,0,254,8,51,48,0,1
4,latch,1,160,7,32,4,0,1
5,latch,1,144,7,29,10,0,1
6,latch,1,135,7,27,4,0,1
7,latch,1,172,7,35,3,0,1
8,latch,0,256,8,52,43,0,1
9,latch,1,146,7,30,7,0,1
10,latch,1,121,7,25,3,0,1
11,latch,1,124,7,25,4,0,1
12,latch,1,129,7,26,6,0,1
13,latch,1,147,7,30,3,0,1
14,latch,1,134,7,27,3,0,1
15,latch,1,165,7,33,6,0,1
16,latch,1,164,7,33,3,0,1
17,latch,1,130,7,26,5,0,1
18,latch,1,164,7,33,10,0,1
19,latch,1,155,7,31,3,0,1
20,latch,0,330,8,66,3,0,1
21,latch,0,282,8,57,4,0,1
22,latch,1,161,7,33,11,0,1
23,latch,1,115,7,23,4,0,1
24,latch,1,165,7,33,8,0,1
25,latch,1,148,7,30,4,0,1
26,latch,1,95,7,19,3,0,1
27,latch,1,150,7,30,3,0,1
28,latch,0,321,8,65,12,0,1
29,latch,1,91,7,19,4,0,1
30,latch,0,121,8,25,5,0,1
31,latch,1,141,7,29,4,0,1
32,latch,1,212,7,43,12,0,1
33,latch,1,151,7,31,6,0,1
34,latch,1,157,7,32,3,0,1
35,latch,1,150,7,30,3,0,1
36,latch,1,147,7,30,3,0,1
37,latch,0,261,8,53,3,0,1
38,latch,1,137,7,28,5,0,1
39,latch,1,143,7,29,3,0,1
40,latch,0,251,8,51,48,0,1
41,latch,1,106,7,22,5,0,1
42,latch,1,161,7,33,3,0,1
43,latch,1,156,7,32,4,0,1
44,latch,1,154,7,31,3,0,1
45,latch,1,129,7,26,3,0,1
46,latch,1,140,7,28,4,0,1
47,latch,1,146,7,30,4,0,1
48,latch,1,146,7,30,3,0,1
49,latch,1,130,7,26,5,0,1
