episode,mode,success,steps,phase,ticks,detections,truth_fallback_steps,latched
0,latch,1,123,7,25,5,0,1
1,latch,1,159,7,32,3,0,1
2,latch,1,147,7,30,23,0,1
3,latch,1,164,7,33,3,0,1
4,latch,1,146,7,30,4,0,1
5,latch,1,129,7,26,3,0,1
6,latch,1,131,7,27,4,0,1
7,latch,1,129,7,26,5,0,1
8,latch,1,168,7,34,10,0,1
9,latch,1,126,7,26,3,0,1
10,latch,1,142,7,29,7,0,1
11,latch,1,148,7,30,3,0,1
12,latch,1,118,7,24,4,0,1
13,latch,1,165,7,33,5,0,1
14,latch,0,333,8,67,5,0,1
15,latch,0,321,8,65,4,0,1
16,latch,1,162,7,33,4,0,1
17,latch,1,134,7,27,19,0,1
18,latch,0,352,8,71,37,0,1
19,latch,1,160,7,32,18,0,1
20,latch,0,317,8,64,42,0,1
21,latch,1,167,7,34,5,0,1
22,latch,1,138,7,28,21,0,1
23,latch,1,162,7,33,3,0,1
24,latch,1,108,7,22,4,0,1
25,latch,1,131,7,27,10,0,1
26,latch,1,147,7,30,4,0,1
27,latch,1,135,7,27,7,0,1
28,latch,1,147,7,30,5,0,1
29,latch,1,130,7,26,4,0,1
30,latch,1,142,7,29,4,0,1
31,latch,1,127,7,26,4,0,1
32,latch,1,159,7,32,9,0,1
33,latch,1,141,7,29,18,0,1
34,latch,1,129,7,26,4,0,1
35,latch,0,250,8,50,49,0,1
36,latch,1,138,7,28,4,0,1
37,latch,1,131,7,27,5,0,1
38,latch,0,138,8,28,6,0,1
39,latch,1,129,7,26,3,0,1
40,latch,0,251,8,51,8,0,1
41,latch,1,129,7,26,5,0,1
42,latch,1,128,7,26,3,0,1
43,latch,1,161,7,33,4,0,1
44,latch,1,162,7,33,6,0,1
45,latch,1,88,7,18,3,0,1
46,latch,1,149,7,30,8,0,1
47,latch,1,162,7,33,22,0,1
48,latch,1,143,7,29,17,0,1
49,latch,0,258,8,52,4,0,1
