episode,mode,success,steps,phase,ticks,detections,truth_fallback_steps,latched
0,latch,1,111,7,23,3,0,1
1,latch,0,262,8,53,48,0,1
2,latch,1,118,7,24,3,0,1
3,latch,0,270,8,54,4,0,1
4,latch,0,330,8,66,55,0,1
5,latch,1,152,7,31,6,0,1
6,latch,0,250,8,50,13,0,0
7,latch,1,110,7,22,5,0,1
8,latch,0,312,8,63,5,0,1
9,latch,1,157,7,32,4,0,1
10,latch,1,135,7,27,3,0,1
11,latch,0,343,8,69,5,0,1
12,latch,0,250,8,50,48,0,1
13,latch,1,147,7,30,10,0,1
14,latch,1,136,7,28,4,0,1
15,latch,0,250,8,50,48,0,1
16,latch,1,139,7,28,6,0,1
17,latch,1,118,7,24,6,0,1
18,latch,1,130,7,26,3,0,1
19,latch,1,163,7,33,9,0,1
20,latch,1,173,7,35,8,0,1
21,latch,1,169,7,34,16,0,1
22,latch,0,345,8,69,3,0,1
23,latch,1,156,7,32,4,0,1
24,latch,1,127,7,26,5,0,1
25,latch,0,339,8,68,3,0,1
26,latch,1,119,7,24,4,0,1
27,latch,0,250,8,50,50,0,1
28,latch,1,96,7,20,3,0,1
29,latch,1,115,7,23,6,0,1
30,latch,1,115,7,23,4,0,1
31,latch,1,146,7,30,7,0,1
32,latch,1,92,7,19,3,0,1
33,latch,1,151,7,31,3,0,1
34,latch,1,165,7,33,5,0,1
35,latch,1,124,7,25,3,0,1
36,latch,1,115,7,23,7,0,1
37,latch,0,250,8,50,47,0,1
38,latch,1,157,7,32,4,0,1
39,latch,0,250,8,50,48,0,1
40,latch,1,156,7,32,3,0,1
41,latch,0,342,8,69,7,0,1
42,latch,1,125,7,25,4,0,1
43,latch,1,126,7,26,4,0,1
44,latch,0,325,8,65,3,0,1
45,latch,1,170,7,34,3,0,1
46,latch,1,129,7,26,20,0,1
47,latch,0,373,8,75,62,0,1
48,latch,1,158,7,32,18,0,1
49,latch,0,253,8,51,5,0,1
