episode,mode,success,steps,phase,ticks,detections,truth_fallback_steps,latched
0,latch,1,152,7,31,10,0,1
1,latch,1,136,7,28,11,0,1
2,latch,1,160,7,32,3,0,1
3,latch,1,160,7,32,4,0,1
4,latch,1,140,7,28,5,0,1
5,latch,1,134,7,27,4,0,1
6,latch,1,142,7,29,5,0,1
7,latch,1,128,7,26,1,0,1
8,latch,1,118,7,24,4,0,1
9,latch,0,250,8,50,48,0,1
10,latch,1,135,7,27,5,0,1
11,latch,1,154,7,31,4,0,1
12,latch,1,171,7,35,5,0,1
13,latch,1,142,7,29,4,0,1
14,latch,1,153,7,31,3,0,1
15,latch,1,155,7,31,3,0,1
16,latch,1,150,7,30,4,0,1
17,latch,1,152,7,31,3,0,1
18,latch,1,130,7,26,5,0,1
19,latch,1,131,7,27,10,0,1
20,latch,1,164,7,33,3,0,1
21,latch,0,136,8,28,4,0,1
22,latch,0,141,8,29,4,0,1
23,latch,0,133,8,27,8,0,1
24,latch,1,142,7,29,4,0,1
25,latch,1,105,7,21,4,0,1
26,latch,1,139,7,28,4,0,1
27,latch,0,336,8,68,4,0,1
28,latch,0,143,8,29,4,0,1
29,latch,0,302,8,61,60,0,1
30,latch,1,129,7,26,20,0,1
31,latch,0,250,8,50,47,0,1
32,latch,1,132,7,27,4,0,1
33,latch,1,125,7,25,3,0,1
34,latch,1,171,7,35,4,0,1
35,latch,0,150,8,30,9,0,1
36,latch,1,117,7,24,4,0,1
37,latch,1,112,7,23,4,0,1
38,latch,1,154,7,31,4,0,1
39,latch,1,138,7,28,5,0,1
40,latch,1,127,7,26,10,0,1
41,latch,1,152,7,31,17,0,1
42,latch,1,157,7,32,4,0,1
43,latch,1,136,7,28,3,0,1
44,latch,1,129,7,26,6,0,1
45,latch,1,157,7,32,4,0,1
46,latch,1,153,7,31,3,0,1
47,latch,1,152,7,31,4,0,1
48,latch,1,154,7,31,4,0,1
49,latch,0,131,8,27,5,0,1
