episode,mode,success,steps,phase,ticks,detections,truth_fallback_steps,latched
0,latch,1,121,7,25,8,0,1
1,latch,1,138,7,28,3,0,1
2,latch,1,143,7,29,19,0,1
3,latch,1,165,7,33,3,0,1
4,latch,1,138,7,28,3,0,1
5,latch,0,344,8,69,6,0,1
6,latch,1,134,7,27,4,0,1
7,latch,1,128,7,26,5,0,1
8,latch,1,162,7,33,17,0,1
9,latch,1,97,7,20,3,0,1
10,latch,1,139,7,28,5,0,1
11,latch,1,146,7,30,3,0,1
12,latch,0,135,8,27,4,0,1
13,latch,1,164,7,33,5,0,1
14,latch,0,138,8,28,14,0,1
15,latch,0,330,8,66,4,0,1
16,latch,1,161,7,33,4,0,1
17,latch,1,132,7,27,19,0,1
18,latch,1,158,7,32,27,0,1
19,latch,1,160,7,32,3,0,1
20,latch,0,250,8,50,8,0,1
21,latch,1,177,7,36,4,0,1
22,latch,1,134,7,27,24,0,1
23,latch,1,161,7,33,3,0,1
24,latch,1,133,7,27,4,0,1
25,latch,0,208,8,42,32,0,1
26,latch,1,161,7,33,4,0,1
27,latch,1,101,7,21,6,0,1
28,latch,1,133,7,27,5,0,1
29,latch,1,133,7,27,4,0,1
30,latch,1,115,7,23,3,0,1
31,latch,0,135,8,27,4,0,1
32,latch,1,157,7,32,11,0,1
33,latch,1,135,7,27,23,0,1
34,latch,1,129,7,26,5,0,1
35,latch,0,250,8,50,46,0,0
36,latch,1,141,7,29,3,0,1
37,latch,1,167,7,34,5,0,1
38,latch,0,142,8,29,4,0,1
39,latch,1,133,7,27,3,0,1
40,latch,1,145,7,29,27,0,1
41,latch,1,130,7,26,5,0,1
42,latch,0,307,8,62,49,0,1
43,latch,1,165,7,33,6,0,1
44,latch,1,137,7,28,4,0,1
45,latch,1,90,7,18,3,0,1
46,latch,1,158,7,32,21,0,1
47,latch,1,160,7,32,15,0,1
48,latch,1,146,7,30,7,0,1
49,latch,0,310,8,62,4,0,1
