episode,mode,success,steps,phase,ticks,detections,truth_fallback_steps,latched
0,latch,1,150,7,30,4,0,1
1,latch,1,99,7,20,4,0,1
2,latch,0,250,8,50,46,0,0
3,latch,1,133,7,27,3,0,1
4,latch,1,149,7,30,4,0,1
5,latch,1,160,7,32,26,0,1
6,latch,1,134,7,27,4,0,1
7,latch,0,326,8,66,5,0,1
8,latch,1,128,7,26,5,0,1
9,latch,0,183,8,37,22,0,1
10,latch,1,153,7,31,23,0,1
11,latch,1,132,7,27,3,0,1
12,latch,1,150,7,30,4,0,1
13,latch,1,132,7,27,4,0,1
14,latch,0,250,8,50,47,0,1
15,latch,0,346,8,70,3,0,1
16,latch,1,165,7,33,8,0,1
17,latch,1,138,7,28,4,0,1
18,latch,1,126,7,26,3,0,1
19,latch,1,141,7,29,4,0,1
20,latch,0,151,8,31,3,0,1
21,latch,1,139,7,28,3,0,1
22,latch,1,209,7,42,8,0,1
23,latch,1,150,7,30,28,0,1
24,latch,0,267,8,54,5,0,1
25,latch,1,157,7,32,3,0,1
26,latch,1,141,7,29,4,0,1
27,latch,1,159,7,32,20,0,1
28,latch,1,134,7,27,12,0,1
29,latch,1,125,7,25,4,0,1
30,latch,1,152,7,31,5,0,1
31,latch,1,192,7,39,15,0,1
32,latch,1,156,7,32,5,0,1
33,latch,1,143,7,29,4,0,1
34,latch,1,97,7,20,3,0,1
35,latch,0,250,8,50,47,0,1
36,latch,1,140,7,28,4,0,1
37,latch,1,166,7,34,4,0,1
38,latch,1,157,7,32,3,0,1
39,latch,1,131,7,27,6,0,1
40,latch,1,166,7,34,4,0,1
41,latch,1,149,7,30,9,0,1
42,latch,1,170,7,34,5,0,1
43,latch,1,143,7,29,3,0,1
44,latch,1,152,7,31,5,0,1
45,latch,1,160,7,32,3,0,1
46,latch,0,319,8,64,4,0,1
47,latch,0,250,8,50,48,0,0
48,latch,0,266,8,54,46,0,1
49,latch,1,159,7,32,4,0,1
