episode,mode,success,steps,phase,ticks,detections,truth_fallback_steps,latched
0,latch,1,159,7,32,3,0,1
1,latch,1,81,7,17,6,0,1
2,latch,1,152,7,31,3,0,1
3,latch,0,133,8,27,7,0,1
4,latch,0,250,8,50,48,0,1
5,latch,0,144,8,29,4,0,1
6,latch,1,86,7,18,3,0,1
7,latch,1,98,7,20,5,0,1
8,latch,0,250,8,50,47,0,1
9,latch,1,162,7,33,3,0,1
10,latch,1,92,7,19,3,0,1
11,latch,1,96,7,20,5,0,1
12,latch,1,142,7,29,4,0,1
13,latch,0,424,8,85,13,0,1
14,latch,1,141,7,29,5,0,1
15,latch,1,164,7,33,4,0,1
16,latch,1,164,7,33,3,0,1
17,latch,0,259,8,52,7,0,1
18,latch,1,115,7,23,3,0,1
19,latch,1,145,7,29,4,0,1
20,latch,1,159,7,32,3,0,1
21,latch,1,150,7,30,3,0,1
22,latch,1,171,7,35,22,0,1
23,latch,1,133,7,27,4,0,1
24,latch,1,160,7,32,3,0,1
25,latch,1,99,7,20,4,0,1
26,latch,1,152,7,31,8,0,1
27,latch,1,146,7,30,4,0,1
28,latch,1,139,7,28,18,0,1
29,latch,1,90,7,18,6,0,1
30,latch,1,156,7,32,4,0,1
31,latch,0,324,8,65,9,0,1
32,latch,1,129,7,26,4,0,1
33,latch,0,250,8,50,47,0,1
34,latch,1,164,7,33,3,0,1
35,latch,0,261,8,53,5,0,1
36,latch,0,263,8,53,4,0,1
37,latch,1,142,7,29,3,0,1
38,latch,1,86,7,18,3,0,1
39,latch,1,78,7,16,4,0,1
40,latch,1,144,7,29,5,0,1
41,latch,1,132,7,27,4,0,1
42,latch,0,253,8,51,47,0,1
43,latch,1,126,7,26,6,0,1
44,latch,1,206,7,42,26,0,1
45,latch,0,145,8,29,6,0,1
46,latch,1,101,7,21,3,0,1
47,latch,1,169,7,34,4,0,1
48,latch,1,167,7,34,4,0,1
49,latch,1,146,7,30,12,0,1
