episode,mode,success,steps,phase,ticks,detections,truth_fallback_steps,latched
0,latch,1,151,7,31,4,0,1
1,latch,1,125,7,25,4,0,1
2,latch,1,193,7,39,27,0,1
3,latch,1,140,7,28,8,0,1
4,latch,1,137,7,28,6,0,1
5,latch,1,125,7,25,5,0,1
6,latch,1,148,7,30,5,0,1
7,latch,0,326,8,66,4,0,1
8,latch,1,136,7,28,5,0,1
9,latch,0,250,8,50,49,0,1
10,latch,1,138,7,28,5,0,1
11,latch,0,258,8,52,52,0,1
12,latch,1,106,7,22,6,0,1
13,latch,1,102,7,21,3,0,1
14,latch,1,152,7,31,3,0,1
15,latch,1,154,7,31,9,0,1
16,latch,1,152,7,31,5,0,1
17,latch,1,164,7,33,11,0,1
18,latch,1,133,7,27,3,0,1
19,latch,1,131,7,27,17,0,1
20,latch,0,268,8,54,41,0,1
21,latch,0,149,8,30,5,0,1
22,latch,0,321,8,65,4,0,1
23,latch,0,149,8,30,6,0,1
24,latch,1,145,7,29,3,0,1
25,latch,1,110,7,22,5,0,1
26,latch,1,129,7,26,5,0,1
27,latch,0,315,8,63,4,0,1
28,latch,1,171,7,35,4,0,1
29,latch,0,268,8,54,49,0,1
30,latch,0,250,8,50,47,0,1
31,latch,0,250,8,50,20,0,0
32,latch,1,142,7,29,5,0,1
33,latch,1,93,7,19,3,0,1
34,latch,0,154,8,31,5,0,1
35,latch,1,162,7,33,5,0,1
36,latch,1,136,7,28,5,0,1
37,latch,1,86,7,18,4,0,1
38,latch,1,140,7,28,7,0,1
39,latch,1,96,7,20,3,0,1
40,latch,0,119,8,24,4,0,1
41,latch,0,119,8,24,5,0,1
42,latch,1,127,7,26,4,0,1
43,latch,1,147,7,30,3,0,1
44,latch,1,132,7,27,4,0,1
45,latch,0,250,8,50,47,0,1
46,latch,1,152,7,31,4,0,1
47,latch,1,145,7,29,4,0,1
48,latch,1,156,7,32,5,0,1
49,latch,0,150,8,30,6,0,1
