episode,mode,success,steps,phase,ticks,detections,truth_fallback_steps,latched
0,latch,1,131,7,27,4,0,1
1,latch,0,345,8,69,3,0,1
2,latch,1,148,7,30,10,0,1
3,latch,0,250,8,50,48,0,1
4,latch,1,117,7,24,7,0,1
5,latch,1,157,7,32,24,0,1
6,latch,1,140,7,28,3,0,1
7,latch,1,102,7,21,8,0,1
8,latch,1,156,7,32,5,0,1
9,latch,1,90,7,18,4,0,1
10,latch,0,145,8,29,5,0,1
11,latch,1,104,7,21,4,0,1
12,latch,1,156,7,32,4,0,1
13,latch,0,314,8,63,6,0,1
14,latch,1,133,7,27,9,0,1
15,latch,1,140,7,28,4,0,1
16,latch,1,143,7,29,3,0,1
17,latch,1,161,7,33,30,0,1
18,latch,1,139,7,28,6,0,1
19,latch,1,159,7,32,3,0,1
20,latch,1,109,7,22,5,0,1
21,latch,0,253,8,51,49,0,1
22,latch,1,153,7,31,3,0,1
23,latch,1,126,7,26,4,0,1
24,latch,1,184,7,37,6,0,1
25,latch,1,133,7,27,13,0,1
26,latch,1,122,7,25,4,0,1
27,latch,1,162,7,33,4,0,1
28,latch,1,115,7,23,6,0,1
29,latch,1,129,7,26,4,0,1
30,latch,0,250,8,50,48,0,1
31,latch,1,125,7,25,4,0,1
32,latch,0,311,8,63,54,0,1
33,latch,1,141,7,29,5,0,1
34,latch,1,142,7,29,4,0,1
35,latch,1,154,7,31,3,0,1
36,latch,1,114,7,23,5,0,1
37,latch,0,144,8,29,4,0,1
38,latch,1,162,7,33,6,0,1
39,latch,0,250,8,50,48,0,1
40,latch,1,167,7,34,4,0,1
41,latch,1,141,7,29,5,0,1
42,latch,1,123,7,25,6,0,1
43,latch,0,335,8,67,4,0,1
44,latch,1,138,7,28,4,0,1
45,latch,0,111,8,23,4,0,1
46,latch,1,133,7,27,5,0,1
47,latch,1,117,7,24,3,0,1
48,latch,1,125,7,25,5,0,1
49,latch,1,141,7,29,4,0,1
