episode,mode,success,steps,phase,ticks,detections,truth_fallback_steps,latched
0,latch,1,143,7,29,3,0,1
1,latch,0,264,8,53,47,0,1
2,latch,1,121,7,25,3,0,1
3,latch,0,317,8,64,4,0,1
4,latch,1,145,7,29,10,0,1
5,latch,1,151,7,31,4,0,1
6,latch,0,250,8,50,4,0,1
7,latch,1,147,7,30,5,0,1
8,latch,1,142,7,29,4,0,1
9,latch,1,158,7,32,4,0,1
10,latch,1,137,7,28,3,0,1
11,latch,0,343,8,69,5,0,1
12,latch,0,257,8,52,50,0,1
13,latch,1,186,7,38,8,0,1
14,latch,1,140,7,28,4,0,1
15,latch,0,260,8,52,4,0,1
16,latch,1,135,7,27,4,0,1
17,latch,1,145,7,29,9,0,1
18,latch,1,132,7,27,3,0,1
19,latch,1,139,7,28,4,0,1
20,latch,0,118,8,24,6,0,1
21,latch,1,173,7,35,12,0,1
22,latch,1,165,7,33,3,0,1
23,latch,1,157,7,32,4,0,1
24,latch,1,127,7,26,5,0,1
25,latch,0,335,8,67,3,0,1
26,latch,1,119,7,24,4,0,1
27,latch,1,125,7,25,21,0,1
28,latch,1,109,7,22,3,0,1
29,latch,1,107,7,22,14,0,1
30,latch,1,160,7,32,4,0,1
31,latch,1,156,7,32,5,0,1
32,latch,1,94,7,19,3,0,1
33,latch,1,157,7,32,3,0,1
34,latch,1,139,7,28,6,0,1
35,latch,1,143,7,29,3,0,1
36,latch,1,140,7,28,22,0,1
37,latch,1,134,7,27,10,0,1
38,latch,1,155,7,31,4,0,1
39,latch,1,149,7,30,25,0,1
40,latch,1,144,7,29,3,0,1
41,latch,0,342,8,69,11,0,1
42,latch,1,123,7,25,3,0,1
43,latch,1,154,7,31,4,0,1
44,latch,0,326,8,66,3,0,1
45,latch,1,167,7,34,3,0,1
46,latch,1,156,7,32,5,0,1
47,latch,0,261,8,53,46,0,1
48,latch,1,163,7,33,22,0,1
49,latch,1,131,7,27,5,0,1
