episode,mode,success,steps,phase,ticks,detections,truth_fallback_steps,latched
0,latch,1,120,7,24,6,0,1
1,latch,1,141,7,29,3,0,1
2,latch,1,137,7,28,4,0,1
3,latch,0,250,8,50,48,0,1
4,latch,0,140,8,28,3,0,1
5,latch,1,141,7,29,5,0,1
6,latch,1,137,7,28,7,0,1
7,latch,1,171,7,35,4,0,1
8,latch,0,325,8,65,4,0,1
9,latch,0,332,8,67,7,0,1
10,latch,1,100,7,20,3,0,1
11,latch,1,127,7,26,4,0,1
12,latch,1,122,7,25,6,0,1
13,latch,1,151,7,31,3,0,1
14,latch,1,133,7,27,3,0,1
15,latch,1,167,7,34,9,0,1
16,latch,1,143,7,29,3,0,1
17,latch,1,120,7,24,20,0,1
18,latch,1,158,7,32,13,0,1
19,latch,0,258,8,52,47,0,1
20,latch,1,111,7,23,4,0,1
21,latch,1,177,7,36,29,0,1
22,latch,1,133,7,27,3,0,1
23,latch,0,336,8,68,5,0,1
24,latch,1,178,7,36,11,0,1
25,latch,1,150,7,30,4,0,1
26,latch,1,130,7,26,3,0,1
27,latch,1,127,7,26,3,0,1
28,latch,0,323,8,65,5,0,1
29,latch,1,88,7,18,5,0,1
30,latch,0,143,8,29,4,0,1
31,latch,1,146,7,30,4,0,1
32,latch,0,250,8,50,39,0,1
33,latch,1,152,7,31,6,0,1
34,latch,1,166,7,34,4,0,1
35,latch,1,146,7,30,3,0,1
36,latch,1,144,7,29,3,0,1
37,latch,0,250,8,50,47,0,1
38,latch,0,310,8,62,10,0,1
39,latch,1,146,7,30,3,0,1
40,latch,0,250,8,50,46,0,1
41,latch,1,108,7,22,7,0,1
42,latch,1,155,7,31,3,0,1
43,latch,1,128,7,26,4,0,1
44,latch,1,122,7,25,3,0,1
45,latch,0,259,8,52,48,0,1
46,latch,1,126,7,26,4,0,1
47,latch,1,146,7,30,4,0,1
48,latch,1,148,7,30,3,0,1
49,latch,0,266,8,54,48,0,1
