drop_step,drop_x,drop_y,drop_z,end_grasped,episode,in_spawn_box,joint_end,margin_10_before,margin_20_before,margin_40_before,margin_5_before,margin_end,margin_min,n_transport_entries,pinned_run_0.02,pinned_run_0.05,regrabbed,regrasps,steps,steps_left,success,tag,tr_len,warn_steps_0.02,warn_steps_0.05
,,,,0,0,,6,0.9342696197243011,1.0022663412503978,0.35884992364146395,0.7942409020916883,1.0417376524646969,0.1469288542624252,1,0,0,,0,115,,1,fp32,48,0,0
,,,,0,1,,6,1.0768263844273345,1.0454930363876884,0.4901384281108885,0.9752186554416403,1.2342631640487862,0.3679762162279423,1,0,0,,0,111,,1,fp32,46,0,0
,,,,0,2,,6,0.5664530350764068,0.1478327027133597,-0.00018600606103458261,0.7893079918652282,1.0906730849478579,-0.006006403654269743,1,0,0,,0,174,,1,fp32,110,0,0
,,,,0,3,,6,-0.00016105796404497497,nan,nan,-0.00024376991721464236,-0.00015453615358174133,-0.006123189085688985,1,15,15,,0,84,,1,fp32,15,-1,-1
,,,,0,4,,3,1.0497029892928564,0.7084764014235323,0.10251258672183727,1.1738288350597668,0.6640342651869201,0.08903225508659318,1,0,0,,0,85,,1,fp32,41,0,0
,,,,0,5,,3,1.3132558192459909,1.0190482133074972,0.6188915060812699,1.1039045664910907,0.6444824068004436,0.5545162378725874,1,0,0,,0,83,,1,fp32,43,0,0
,,,,0,6,,5,0.7280694171392452,0.5706084824612856,nan,0.8182153301439654,0.4829007409805226,0.037129755976350154,1,0,0,,0,75,,1,fp32,38,0,0
,,,,0,7,,3,1.0086491920664526,1.2937522491902926,0.9869596986403071,1.0201434337983313,0.6841490503281965,0.7677041138522305,1,0,0,,0,125,,1,fp32,57,0,0
,,,,0,8,,3,0.6216651031830337,0.917554278100368,0.5986148874236115,0.29640870158974675,0.01885612784576346,0.015876181580121607,1,0,1,,0,107,,1,fp32,60,0,1
,,,,0,9,,6,0.817615179988334,1.102032251078712,0.7239499148094017,0.6700152920487334,0.292855871050671,0.5853347628618271,1,0,0,,0,103,,1,fp32,43,0,0
,,,,0,10,,6,1.1057295265125744,1.1366280643035649,0.8768459696799131,0.9492000896580792,0.6760726127378516,0.7058664405124455,1,0,0,,0,112,,1,fp32,48,0,0
,,,,0,11,,6,1.2311482063834245,1.3682345286944495,0.7985285180253672,1.1258651732648954,1.1237770717077102,0.7675008204663079,1,0,0,,0,110,,1,fp32,46,0,0
,,,,0,12,,6,0.5708473804245937,nan,nan,0.721887421675373,0.7031698495934653,0.3899522831162163,1,0,0,,0,80,,1,fp32,17,0,0
,,,,0,13,,6,1.0292567804950281,1.0762291366544605,0.6804763680726325,0.9525617602477405,0.5421975672467005,0.5727427221194801,1,0,0,,0,106,,1,fp32,46,0,0
,,,,0,14,,3,1.2053752124609134,1.295312975450943,0.7194221511528189,0.9151566377242788,0.005833175023696638,0.5520606818047047,1,0,0,,0,115,,1,fp32,50,0,0
,,,,0,15,,6,0.8814596629353755,0.9864695175141491,0.5882336686970722,0.7949153424523372,0.4784889128549805,0.15096492790121196,1,0,0,,0,136,,1,fp32,73,0,0
,,,,0,16,,3,0.7244932276331577,1.0244842791424968,0.8424333989570791,0.5491063253990139,0.04336104255907787,0.41664562376145664,1,0,0,,0,112,,1,fp32,65,0,0
,,,,0,17,,5,0.14082396547857456,nan,nan,0.28508629841551203,0.5047624555128225,0.0007020932780470446,1,0,0,,0,93,,1,fp32,17,0,0
,,,,0,18,,6,1.2161429779555815,1.041172426100311,0.4416465475580096,1.1611280467260088,1.0141421688552525,0.38787319564668676,1,0,0,,0,105,,1,fp32,43,0,0
,,,,0,19,,3,1.180952846217655,0.8750992241775988,0.1466310445932142,1.0165070037225004,0.01872375131906953,0.09840587425038194,1,0,0,,0,84,,1,fp32,42,0,0
,,,,0,20,,6,1.236631362250875,0.8652620977608554,0.3467295392400356,1.3906829441115813,1.1659090777865242,0.3467295392400356,1,0,0,,0,106,,1,fp32,40,0,0
,,,,0,21,,6,0.8738705964710136,1.1025702254411343,1.2402033008918523,0.8321881817717691,0.7750527151717956,0.829169847760693,1,0,0,,0,121,,1,fp32,59,0,0
,,,,0,22,,6,-0.00029357833418464097,0.09807669691217358,nan,-0.00031055937032098413,-1.98170571863443e-05,-0.008247717172201963,1,18,19,,0,106,,1,fp32,34,18,19
,,,,0,23,,3,0.8829327972264815,1.0989273915690219,0.905475099951107,0.804926293545729,0.6955144459084601,0.6361868701632529,1,0,0,,0,92,,1,fp32,57,0,0
,,,,0,24,,6,0.6705646780011252,nan,nan,0.769018659888451,0.8538176284540415,0.6705646780011252,1,0,0,,0,71,,1,fp32,10,0,0
,,,,0,25,,1,0.1448127267872632,0.1300552676070268,0.2948268956666755,0.11224219437489369,0.13116436774596285,0.0832986191552707,1,0,0,,0,128,,1,fp32,67,0,0
,,,,0,26,,6,0.8661393323817985,0.5050525506339341,nan,0.9966693500950385,1.0704523055610347,0.3784942276858305,1,0,0,,0,89,,1,fp32,25,0,0
,,,,0,27,,3,0.5067238216085159,1.1607994708154465,0.6788442273743525,0.247838977361678,0.01743844087072427,0.044430184590727714,1,0,1,,0,87,,1,fp32,49,0,1
,,,,0,28,,5,0.47861732823974457,nan,nan,0.6717325820736368,1.0208189324598296,0.21304284534996487,1,0,0,,0,77,,1,fp32,18,0,0
,,,,0,29,,6,0.1956279189114749,0.421410169264691,0.5817222144484226,0.13486178726872033,0.15433521806956918,0.13369787710761694,1,0,0,,0,117,,1,fp32,54,0,0
,,,,0,30,,3,1.2755724724002948,1.0899630885917233,0.7556844978682591,1.183805700865819,1.3392825542514322,0.7401965107230453,1,0,0,,0,106,,1,fp32,43,0,0
,,,,1,31,,4,-0.0009300254574129418,-0.0008488189727486883,-7.460609047793554e-05,-0.0009395990699347934,-0.0009681369385630134,-0.006606011764251907,1,300,300,,0,300,,0,fp32,300,-1,-1
