drop_step,drop_x,drop_y,drop_z,end_grasped,episode,in_spawn_box,joint_end,margin_10_before,margin_20_before,margin_40_before,margin_5_before,margin_end,margin_min,n_transport_entries,pinned_run_0.02,pinned_run_0.05,regrabbed,regrasps,steps,steps_left,success,tag,tr_len,warn_steps_0.02,warn_steps_0.05
,,,,0,0,,5,0.20720539183602416,nan,nan,0.38803844725620085,0.5831686687076796,0.0013590275094936821,1,0,0,,0,57,,0,int8,18,0,0
,,,,0,1,,5,0.5186952468617938,0.5984457860213395,0.6194828863499388,0.47718068244178147,0.10488803678833358,-2.1420873224986536e-05,1,0,0,,0,112,,1,int8,70,0,0
,,,,0,2,,5,nan,nan,nan,-6.332994813362802e-05,0.05833532320609125,-0.00029961938883849015,1,7,7,,0,47,,1,int8,7,-1,-1
,,,,0,3,,3,1.1376697796342317,1.246648886429797,1.1615445077665216,1.0360735238768966,0.6843278608237178,0.9611832068855978,1,0,0,,0,118,,1,int8,48,0,0
,,,,0,4,,6,0.9571271550578971,0.9621731279605568,0.4978547235459323,0.8427955050395968,0.8432772353218088,0.09386778665589768,1,0,0,,0,124,,1,int8,57,0,0
,,,,0,5,,3,1.028444544895117,1.2244591903993831,0.860982693163217,0.8971469129693176,0.9383510400996108,0.7269591470516645,1,0,0,,0,105,,1,int8,46,0,0
,,,,0,6,,5,-0.0001719391513059776,0.2872746256206544,nan,-0.00012949034128739711,0.572983062773508,-0.0059140955840719656,1,16,16,,0,97,,1,int8,28,16,16
,,,,0,7,,6,1.136867247723007,0.8081037915569778,0.17896515634097732,0.9373109331329647,0.8624611083015292,0.009151914820775708,1,0,0,,0,117,,1,int8,47,0,0
11,0.14680445194244385,-0.05008549243211746,1.0912132263183594,0,8,0,5,0.8232034257116636,nan,nan,0.9440438580183073,-0.0003170573124804399,-0.00030961076548274846,2,3,3,1,1,163,537,1,int8,19,3,3
,,,,1,9,,5,-0.00039995861427222223,-0.0003998961648719046,-0.0003999712474107575,-0.0003998405648526493,-0.00039994649437247176,-0.0031954348917211384,1,290,291,,0,300,,0,int8,300,290,291
,,,,1,10,,5,-0.00036909003134377727,-0.00036877685295566565,-0.000368285521890499,-0.0003686311214501359,-0.00036885303453670915,-0.0013885059859801707,1,249,251,,0,300,,0,int8,300,249,251
