drop_step,drop_x,drop_y,drop_z,end_grasped,episode,in_spawn_box,joint_end,margin_10_before,margin_20_before,margin_40_before,margin_5_before,margin_end,margin_min,n_transport_entries,pinned_run_0.02,pinned_run_0.05,regrabbed,regrasps,steps,steps_left,success,tag,tr_len,warn_steps_0.02,warn_steps_0.05
,,,,0,0,,5,0.9027213447868228,0.573663869907771,nan,0.9157170619673938,0.9845724492984957,0.05841155532103137,1,0,0,,0,108,,1,fp32,36,0,0
,,,,0,1,,6,-0.0003356395005185142,-0.0013885845192072033,nan,-0.00031648679065066077,0.2242568134183145,-0.005780469660726872,1,36,36,,0,110,,1,fp32,36,-1,-1
,,,,0,2,,3,1.024978006623339,1.0521012464216972,0.43893275702989865,0.7854395255562132,0.1391632663405908,0.1979561212600065,1,0,0,,0,92,,1,fp32,49,0,0
,,,,0,3,,6,0.8223331961287559,0.5357287337723657,nan,0.9946713681608137,0.8364510791235915,0.04493200273135178,1,0,0,,0,103,,1,fp32,38,0,0
,,,,0,4,,5,0.9102592591993091,0.7128752612122202,nan,1.0940801890973804,1.2413509542701524,0.6926484133412254,1,0,0,,0,92,,1,fp32,28,0,0
,,,,0,5,,3,-0.006186514967915627,0.2514856287842875,0.2732849306659779,-0.0003294377756593303,0.06268102424464145,-0.006186514967915627,1,11,11,,0,100,,1,fp32,59,11,11
,,,,0,6,,6,1.1039404406037772,1.15836892665255,0.6754845486888721,1.0082530021163199,0.7152659791353249,0.6331384131296431,1,0,0,,0,108,,1,fp32,44,0,0
,,,,0,7,,3,1.1164955714096192,0.9069896249680003,0.3280314905825339,0.9054851909605368,0.8539034623818086,0.060385488221734285,1,0,0,,0,95,,1,fp32,50,0,0
,,,,0,8,,6,1.2140770688569629,1.3768142982914024,0.807442351862151,1.1709703182937965,1.0146549016276014,0.6958623383858091,1,0,0,,0,110,,1,fp32,46,0,0
,,,,0,9,,6,1.0568638938335089,0.6841742123119312,0.16414747554949205,1.0515851439804906,0.4256471040792267,0.0032019705013333066,1,0,0,,0,112,,1,fp32,48,0,0
,,,,0,10,,6,1.0901262743213502,0.9418414520286809,0.3877958153172889,0.967109664214598,0.38331076161343214,0.022477650568456298,1,0,0,,0,115,,1,fp32,54,0,0
,,,,0,11,,6,0.45088923647773393,0.18918691871839632,-0.0001645680483433054,0.5971160469031758,0.6815404394997824,-0.0002207247233649845,1,0,0,,0,111,,1,fp32,54,0,0
,,,,0,12,,3,1.1655689229352717,1.0356969860067307,0.6123041017634332,1.0513885914111336,1.4053460215739395,0.5398557608124945,1,0,0,,0,109,,1,fp32,43,0,0
,,,,0,13,,5,0.20447877302569628,nan,nan,0.33374773073017927,0.6565025835500786,0.19431573688696613,1,0,0,,0,63,,1,fp32,11,0,0
35,0.29533618688583374,-0.08917514979839325,1.265750527381897,0,14,0,5,1.0246659110810588,0.7371710646059824,0.24607283695016058,1.1579457832398639,0.21659776085559113,0.24607283695016058,1,0,0,0,1,290,410,0,fp32,40,0,0
76,0.23098422586917877,-0.2674750089645386,1.458321213722229,0,15,1,5,-0.0003788383645293436,-0.000377950758466028,-0.00027176762400049626,-0.00037884570856228095,-0.0003234910704432714,-0.0016115885043417322,1,52,54,0,1,331,369,0,fp32,81,52,54
,,,,0,16,,3,1.3090937875990662,1.0159445628721713,0.5881231669935736,1.2421009335154611,0.8284594165289492,0.5009348873910788,1,0,0,,0,79,,1,fp32,44,0,0
,,,,0,17,,6,0.97801307206747,0.6555796193594658,0.025201236693885853,1.0116356562332962,0.911186696811144,0.025201236693885853,1,0,0,,0,107,,1,fp32,40,0,0
,,,,0,18,,6,0.9471693867143793,1.1047551459038367,0.7457358184690497,0.7316632461275048,0.3321857460013562,0.009062124459761733,1,0,0,,0,128,,1,fp32,65,0,0
,,,,0,19,,3,-0.0002758985673215336,-0.00615583643979041,0.43423272040234506,-0.00019429048071017974,0.028078469756107866,-0.00615583643979041,1,21,21,,0,92,,1,fp32,54,21,21
,,,,0,20,,3,1.1183600683030814,1.2003164887588706,0.6347819937491388,0.8395211084456548,0.004793994046499578,0.5103892641570535,1,0,0,,0,82,,1,fp32,45,0,0
,,,,0,21,,6,0.7499081229628004,0.38102240515052266,nan,0.9036622817386379,1.0875420930908928,0.026655948809290564,1,0,0,,0,96,,1,fp32,31,0,0
,,,,0,22,,5,0.6945070532678188,nan,nan,0.7930759431978087,0.9599090735263109,0.6404396825681653,1,0,0,,0,77,,1,fp32,14,0,0
,,,,0,23,,3,0.38431498176532153,0.8824406280195356,0.2831128037706776,0.05340345427994239,0.0158489887984624,-0.009467580961538838,1,4,4,,0,98,,1,fp32,51,4,4
,,,,0,24,,6,1.2302784243036884,1.1916554572259366,0.5939661969208925,1.1690685008199015,0.7028889037859067,0.5795831054097125,1,0,0,,0,103,,1,fp32,41,0,0
,,,,0,25,,5,nan,nan,nan,nan,-0.0002531219894010839,-0.00029649308404788854,1,3,3,,0,83,,0,fp32,3,-1,-1
,,,,0,26,,3,1.2871242789316955,1.010884455978192,nan,1.2213273573532835,1.056657245434136,0.4580076176469099,1,0,0,,0,79,,1,fp32,38,0,0
,,,,0,27,,6,0.7908085482513889,0.6350084019554059,0.40019223693751504,0.6716930528967131,0.019292131145825397,-0.0033566253818633207,1,0,0,,0,133,,1,fp32,79,0,0
