drop_step,drop_x,drop_y,drop_z,end_grasped,episode,in_spawn_box,joint_end,margin_10_before,margin_20_before,margin_40_before,margin_5_before,margin_end,margin_min,n_transport_entries,pinned_run_0.02,pinned_run_0.05,regrabbed,regrasps,steps,steps_left,success,tag,tr_len,warn_steps_0.02,warn_steps_0.05
,,,,0,0,,3,1.3606652139971183,1.0327380949991318,0.7526063131692893,1.3368672066410414,1.2555510023916663,0.7386089252462549,1,0,0,,0,108,,1,int8,44,0,0
,,,,0,1,,5,nan,nan,nan,-0.00016463212465822608,0.558583630352413,-0.005399327733843329,1,9,9,,0,57,,1,int8,9,-1,-1
,,,,0,2,,6,0.7003689900948991,0.7601516166984137,0.9858675816986135,0.7009888177647148,0.5923907477827761,0.4275001266485958,1,0,0,,0,109,,1,int8,72,0,0
,,,,0,3,,6,0.40152262021979257,0.4074791669844956,0.4936348242057875,0.42452679999221876,0.5197837218029306,0.022828560855673086,1,0,0,,0,151,,1,int8,79,0,0
,,,,0,4,,5,nan,nan,nan,0.06118556623213012,0.3193444147902973,-8.544116334130436e-05,1,0,0,,0,85,,1,int8,9,0,0
,,,,0,5,,6,0.6720694740975839,0.7770293545811069,0.9035093306884716,0.6245691054380331,0.2930149325069631,0.4854326322620004,1,0,0,,0,128,,1,int8,65,0,0
,,,,0,6,,5,0.705957526630999,nan,nan,0.8450712370510902,1.062830282685796,0.41219794325240944,1,0,0,,0,80,,1,int8,19,0,0
,,,,1,7,,3,0.5784908264723682,0.8080832636368898,1.1053969411365605,0.4781405485345417,0.39830955476017593,-0.006500506178746868,1,0,0,,0,300,,0,int8,300,0,0
,,,,0,8,,3,0.764622157548297,0.8606346149736113,0.8494807480914273,0.6693474954762928,0.43210386464721273,0.6078645541060564,1,0,0,,0,117,,1,int8,54,0,0
,,,,0,9,,3,0.7772011122082548,0.9919897636267224,0.8696493069139491,0.6661672135132377,0.7051506091751861,0.5633708708842686,1,0,0,,0,119,,1,int8,73,0,0
,,,,1,10,,5,-0.0003675562484977135,-0.0003675517222347935,-0.00036752484959512444,-0.0003677115963549582,-0.0003675575223915928,-0.003412122601246459,1,264,265,,0,300,,0,int8,300,264,265
