drop_step,drop_x,drop_y,drop_z,end_grasped,episode,in_spawn_box,joint_end,margin_10_before,margin_20_before,margin_40_before,margin_5_before,margin_end,margin_min,n_transport_entries,pinned_run_0.02,pinned_run_0.05,regrabbed,regrasps,steps,steps_left,success,tag,tr_len,warn_steps_0.02,warn_steps_0.05
,,,,0,0,,3,1.2721793075108165,0.9056319736097032,nan,1.3886008292454997,0.8901867424113935,0.47663258296999356,1,0,0,,0,71,,1,fp32,39,0,0
,,,,0,1,,6,0.7890320546109595,0.8949026501784596,0.7740479164847778,0.6878661292880195,0.46083492311827534,0.3090864956367949,1,0,0,,0,127,,1,fp32,63,0,0
,,,,0,2,,6,-5.399288300633742e-05,nan,nan,-7.886893184849697e-05,-1.8750640108144978e-05,-0.0033904047767658874,1,15,15,,0,84,,1,fp32,15,-1,-1
,,,,0,3,,5,nan,nan,nan,0.09965147619977666,0.3988929970192423,0.01597784230273147,1,0,0,,0,83,,1,fp32,9,0,0
,,,,0,4,,3,1.0162722655190086,0.9832993083978913,1.2485355915281175,1.0609688781142377,0.8325716589375107,0.8243592465018224,1,0,0,,0,131,,1,fp32,63,0,0
0,-0.07599737495183945,-0.4620590806007385,0.8990776538848877,1,5,0,5,-0.00037392855854934126,-0.00037514170905650346,-0.00037746805812410855,-0.00037330481465991383,-0.0003726533839829571,-0.0049725055575868815,1,294,295,0,0,300,400,0,fp32,300,294,295
,,,,0,6,,5,-0.00016119282667270696,nan,nan,-7.833946002300252e-05,-0.00011516140559608701,-0.0003153444287762319,1,13,13,,0,93,,0,fp32,13,-1,-1
,,,,0,7,,5,0.20777881267865794,nan,nan,0.34668223488556604,0.64159014586017,0.10329222843442132,1,0,0,,0,88,,1,fp32,15,0,0
,,,,0,8,,6,0.9413708065779126,1.1647329103686004,0.7012434873453399,0.8301408291422182,1.1978880629708903,0.6810094326709804,1,0,0,,0,108,,1,fp32,42,0,0
,,,,0,9,,6,0.7770386320742908,0.9384018096210984,0.8591348870522149,0.6582135054752509,0.500601419854521,0.5504844092889298,1,0,0,,0,120,,1,fp32,52,0,0
,,,,0,10,,6,0.9251138610178212,0.683734201041271,nan,0.8758028868023123,0.08323718862161567,0.49705498276887594,1,0,0,,0,90,,1,fp32,30,0,0
,,,,0,11,,6,1.1235382898511856,1.0815507577368701,nan,1.091651688657088,0.9996117629843895,0.7438847938539959,1,0,0,,0,93,,1,fp32,34,0,0
,,,,0,12,,5,0.034508856604577254,nan,nan,0.18078879989496288,0.43942306613713455,0.004021922733003169,1,0,0,,0,91,,1,fp32,12,0,0
,,,,0,13,,3,0.9040645718792744,1.0196895742676186,1.0094732195525338,0.8593430086061025,0.9934081029280696,0.5632074642534484,1,0,0,,0,119,,1,fp32,55,0,0
,,,,0,14,,3,0.889923781214241,0.9972231661323931,0.3513278695299835,0.6370567071360719,0.010887264105682457,0.048671429561053525,1,0,0,,0,93,,1,fp32,50,0,0
,,,,0,15,,3,1.2444872380458,1.2629814101287753,0.5318318177548931,0.9597887909371697,0.00040951955209857227,0.42289175843196514,1,0,0,,0,83,,1,fp32,45,0,0
,,,,0,16,,6,1.0772063970665675,1.4413070791767248,0.809442647312403,0.967842464172359,1.0014883223869215,0.720857214566943,1,0,0,,0,113,,1,fp32,51,0,0
,,,,0,17,,3,1.1676256549757051,1.1887529005500954,0.7439247323927707,1.1354300825283652,1.1972695832187588,0.6513594174870945,1,0,0,,0,116,,1,fp32,50,0,0
,,,,0,18,,6,0.690165792175538,1.2217833055129947,0.6444917742694267,0.5361378528660408,0.9672699552073061,0.11358636416625023,1,0,0,,0,94,,1,fp32,56,0,0
,,,,0,19,,5,0.867335631575938,0.6973418537150917,nan,1.0133783570409123,1.1317591682606651,0.6973418537150917,1,0,0,,0,83,,1,fp32,20,0,0
,,,,0,20,,6,0.8565963263683297,0.7186376470760242,0.7751178410893961,0.8572881483346559,0.7375118601881598,0.5763786591019153,1,0,0,,0,133,,1,fp32,67,0,0
,,,,0,21,,3,0.9588346595426877,1.085670525000793,0.48469991948988334,0.7790470760788516,0.7876404818742384,0.08284000869878172,1,0,0,,0,96,,1,fp32,54,0,0
,,,,0,22,,6,0.7099865124952052,0.3812525249627927,nan,0.8621669046040217,0.9210493130856328,0.31847717576060264,1,0,0,,0,91,,1,fp32,23,0,0
,,,,0,23,,3,0.9959484788931935,1.1397752469914841,1.152638921777494,0.9702651787546482,0.7251011408898597,0.6091583280046811,1,0,0,,0,129,,1,fp32,62,0,0
,,,,0,24,,6,0.9681827039285607,1.0396599993904294,1.1895418858546498,0.9184439888588356,0.7031526742360916,0.7697183966118528,1,0,0,,0,128,,1,fp32,61,0,0
,,,,0,25,,5,-6.619517272099529e-05,-0.0002234203449709149,nan,0.09823643610738042,0.4589828816165271,-0.0027851967136061084,1,0,0,,0,108,,1,fp32,35,0,0
,,,,0,26,,3,0.9101863176099945,0.9413961099917278,0.2969838683781463,0.7158665312410802,0.6553169932598798,0.21138121250151487,1,0,0,,0,91,,1,fp32,44,0,0
,,,,0,27,,6,-0.0025193924484354646,nan,nan,-0.00024240539317998966,-3.90815307556025e-05,-0.003427524233423629,1,16,16,,0,90,,1,fp32,16,-1,-1
,,,,0,28,,3,0.7344572369496634,1.071729769212599,0.7814343884201311,0.6484913224245585,0.709306088929854,0.5769224724546169,1,0,0,,0,86,,1,fp32,51,0,0
48,0.3614904582500458,0.06327316164970398,1.3606524467468262,0,29,0,5,1.0951590625944476,0.908831898195138,0.37308909821467484,0.8725623114613273,-0.0006539522759263505,0.047788399661504055,1,0,0,0,1,303,397,0,fp32,53,0,0
,,,,0,30,,3,0.2500528240785974,0.8953374749815421,0.33329550614174375,-0.0020744196117982866,0.01230247992259921,-0.008335241858433831,1,6,7,,0,99,,1,fp32,53,6,7
,,,,0,31,,6,0.39389622727047024,0.5505788916088035,0.7129726498459339,0.3390679865434114,0.1753441662981321,0.29925230414024195,1,0,0,,0,115,,1,fp32,57,0,0
,,,,0,32,,6,0.7857883595871362,nan,nan,0.9301796838474767,1.02209794580003,0.6733257055893502,1,0,0,,0,79,,1,fp32,16,0,0
,,,,0,33,,3,0.7931574291622008,0.7391768341383793,0.4871811843169236,0.6027294057942575,0.0005237327248076157,0.2542510884550859,1,0,0,,0,85,,1,fp32,50,0,0
,,,,0,34,,6,1.1082166977339138,0.8139085108229493,nan,1.2575223996303784,1.0834364561750567,0.7261029361364968,1,0,0,,0,97,,1,fp32,32,0,0
,,,,0,35,,5,-0.00023798293300014706,nan,nan,-0.00018902065547354852,0.7877788325296167,-0.0002395526182898955,1,19,19,,0,89,,1,fp32,19,-1,-1
,,,,0,36,,5,nan,nan,nan,0.002510102617887977,-0.00020685134522846482,-0.00029427034997064894,1,0,8,,0,70,,1,fp32,8,0,-1
,,,,0,37,,6,0.5904241416051819,nan,nan,0.7543969367342287,0.868106639676542,0.3193415590754718,1,0,0,,0,84,,1,fp32,19,0,0
,,,,0,38,,5,0.18699315202899092,nan,nan,0.29944137864978115,0.5507250368003112,0.04519931376639308,1,0,0,,0,83,,1,fp32,17,0,0
