drop_step,drop_x,drop_y,drop_z,end_grasped,episode,in_spawn_box,joint_end,margin_10_before,margin_20_before,margin_40_before,margin_5_before,margin_end,margin_min,n_transport_entries,pinned_run_0.02,pinned_run_0.05,regrabbed,regrasps,steps,steps_left,success,tag,tr_len,warn_steps_0.02,warn_steps_0.05
69,0.14239811897277832,-0.26364102959632874,1.2646191120147705,0,0,1,5,-0.0003589026840256082,-0.000360737392675059,-0.0003587118656760424,-0.00035908210521107264,0.01483258623836825,-0.005690221541759133,1,43,44,0,1,324,376,0,fp32,74,43,44
,,,,0,1,,5,0.8205838587348153,0.5717776743443577,nan,0.7903120890748654,0.3761484896370808,0.045926593589021625,1,0,0,,0,99,,1,fp32,39,0,0
,,,,0,2,,3,1.0924471394239181,1.2690664834862786,0.9677977129516324,1.0783057739089184,0.6478995018007506,0.807860194540301,1,0,0,,0,117,,1,fp32,49,0,0
,,,,0,3,,5,0.35469753951250427,0.2644496216468739,nan,0.36941444354215625,0.3268792136003076,-0.00018905480190900548,1,0,0,,0,104,,1,fp32,35,0,0
,,,,0,4,,3,0.8859838145283718,1.2088673218089854,0.6549706172554326,0.7275344607357571,0.8108845850074395,0.21556475917344287,1,0,0,,0,93,,1,fp32,55,0,0
,,,,0,5,,3,0.5875787675407399,0.7995371268008022,0.5831225443221011,0.20437522366666752,0.05259809446085839,-0.010456556239060902,1,2,3,,0,119,,0,fp32,67,2,3
,,,,0,6,,6,0.35121908756409814,0.6810663312514884,0.10946208286604531,0.08651434269260116,0.07407235293554404,-0.0016908139532634259,1,2,4,,0,112,,1,fp32,52,2,4
,,,,0,7,,6,0.5598042748931955,0.7557123548011946,0.563620739220154,0.41648353697931473,0.0004867254755493988,0.2983463669094717,1,0,0,,0,101,,1,fp32,41,0,0
,,,,0,8,,6,0.6330513032568805,0.8670137093802102,0.8565292003982155,0.5583372178792629,0.23141709465823057,0.5127493438750896,1,0,0,,0,117,,1,fp32,59,0,0
,,,,0,9,,3,0.6962222818554874,0.9943079884757281,0.9365603317067892,0.5415952214851569,0.8174480443931567,0.41523134036526477,1,0,0,,0,127,,1,fp32,59,0,0
,,,,0,10,,5,0.8242510004126733,0.4726556878656183,nan,0.9675584580891607,1.0201308570480112,0.3491311052337869,1,0,0,,0,92,,1,fp32,25,0,0
,,,,0,11,,5,0.6514820099349441,nan,nan,0.8426815224846389,0.9755655696407781,0.4395384715018502,1,0,0,,0,82,,1,fp32,17,0,0
,,,,0,12,,6,0.8991219729006845,0.7102729213745684,0.37121567371207576,1.0539850442822805,1.0100619368937913,0.30503240755922256,1,0,0,,0,80,,1,fp32,45,0,0
,,,,0,13,,6,0.8029312563040903,0.8988720919060768,0.4815316852116771,0.7862381398722224,0.7143138754042804,0.05145498791719083,1,0,0,,0,122,,1,fp32,56,0,0
