drop_step,drop_x,drop_y,drop_z,end_grasped,episode,in_spawn_box,joint_end,margin_10_before,margin_20_before,margin_40_before,margin_5_before,margin_end,margin_min,n_transport_entries,pinned_run_0.02,pinned_run_0.05,regrabbed,regrasps,steps,steps_left,success,tag,tr_len,warn_steps_0.02,warn_steps_0.05
,,,,0,0,,6,0.8536257095592048,0.9596063938772392,0.3308278126337596,0.7333678416540539,0.26026899458133457,0.006730655966698862,1,0,0,,0,119,,1,int8,57,0,0
3,-0.08566206693649292,-0.4679486155509949,0.8955034017562866,0,1,0,1,-0.00032668014061698614,0.004240048492684778,-0.00020407178176462537,-0.0003188137644136724,0.003939074049060132,-0.0028722686490847416,1,20,21,0,1,375,325,0,int8,125,20,21
,,,,0,2,,5,0.7674790266525306,0.43907423199150175,nan,0.8963561104188704,0.868788093016569,0.056633117942471944,1,0,0,,0,95,,1,int8,32,0,0
,,,,0,3,,3,0.9509486061150697,0.9273424648881632,1.2152647526471585,0.9518930860357647,0.3979022442324206,0.7125811384345964,1,0,0,,0,136,,1,int8,68,0,0
,,,,0,4,,6,0.8928720152465068,1.0233198623590367,0.9775253859220205,0.8454366611735851,0.5728104859142276,0.5394853467574747,1,0,0,,0,120,,1,int8,58,0,0
,,,,0,5,,3,0.9476572255648025,1.1049852229673172,1.0335335559998522,0.9301867409495057,1.1239010082486451,0.6239511390823265,1,0,0,,0,117,,1,int8,57,0,0
,,,,0,6,,3,0.43182046911246896,0.6274574360512751,0.9891245060624931,0.4047602873918197,0.407938183220131,0.20243046754629113,1,0,0,,0,105,,1,int8,68,0,0
,,,,0,7,,5,0.02378999964521089,nan,nan,0.14566158809694896,0.37484164911833107,-2.5173907073128277e-05,1,0,0,,0,91,,1,int8,12,0,0
,,,,0,8,,6,1.1709735063570537,1.098549002414212,0.6820840884265347,1.1499009404474925,0.6317173356025831,0.0507862457607926,1,0,0,,0,126,,1,int8,61,0,0
,,,,0,9,,6,0.3924483480284856,0.7378740081386577,0.7378861958204084,0.47859092907677525,0.9395453687455142,0.09211291001401589,1,0,0,,0,126,,1,int8,61,0,0
,,,,0,10,,3,0.5556196431503081,1.087639336604697,0.9312755692856234,0.3275124397945135,0.004952810299467994,0.20344341755463993,1,0,0,,0,123,,1,int8,58,0,0
,,,,0,11,,3,0.7072648215356754,0.8044777187307917,0.8354391379260111,0.6519343358174328,0.40097950022466233,0.6069154330798505,1,0,0,,0,120,,1,int8,52,0,0
,,,,0,12,,6,0.8437994036099807,0.8788054722430787,0.4929584456426723,0.7197494431599887,0.5307360446934495,0.004791988434329042,1,0,0,,0,135,,1,int8,66,0,0
,,,,0,13,,5,2.420424054516701e-05,nan,nan,0.09695669745669866,0.3453503969472256,2.420424054516701e-05,1,0,0,,0,90,,0,int8,10,0,0
,,,,0,14,,6,-0.00026802059003783185,nan,nan,0.013843704786936417,-3.459585112208785e-05,-0.0035461584001139634,1,10,10,,0,81,,1,int8,10,-1,-1
,,,,0,15,,5,nan,nan,nan,-0.0001365520931160269,0.2934468052755883,-0.002162104016809163,1,8,8,,0,58,,1,int8,8,-1,-1
,,,,0,16,,6,0.9040009984657362,0.8054546031696375,0.7306209836906905,0.8933603940193873,0.47717849401566914,0.0039284989353292055,1,0,0,,0,136,,1,int8,66,0,0
202,-0.04589669406414032,-0.2913115918636322,1.6286988258361816,0,17,0,1,-0.00040001446635651305,-0.0004004567984274843,-0.00040136328778883623,-0.0003999172876967272,0.1884647623761122,-0.00040175014394883135,1,207,207,0,1,457,243,0,int8,207,-1,-1
