drop_step,drop_x,drop_y,drop_z,end_grasped,episode,in_spawn_box,joint_end,margin_10_before,margin_20_before,margin_40_before,margin_5_before,margin_end,margin_min,n_transport_entries,pinned_run_0.02,pinned_run_0.05,regrabbed,regrasps,steps,steps_left,success,tag,tr_len,warn_steps_0.02,warn_steps_0.05
,,,,0,0,,6,0.019315520545284848,nan,nan,0.025522235707951424,-3.1100877005751926e-05,-0.006521862172248483,1,3,18,,0,88,,1,fp32,18,3,-1
,,,,0,1,,5,0.3955110399828796,nan,nan,0.5637501207224145,0.7364051013683559,0.33495064363410165,1,0,0,,0,88,,1,fp32,13,0,0
,,,,0,2,,3,0.5660374162595894,0.9892060512960393,0.3877334083433448,0.4029191364951723,0.0015162984764564846,0.008856364228691849,1,0,0,,0,88,,1,fp32,53,0,0
,,,,0,3,,6,1.0060622895128692,1.187173961645227,0.9002197984951064,0.8769494526715995,0.4756157195531605,0.7616901925801276,1,0,0,,0,109,,1,fp32,46,0,0
,,,,0,4,,6,0.002652122797480505,nan,nan,0.014457397189602705,-4.2373315661148325e-05,-0.006767524090766308,1,12,12,,0,83,,1,fp32,12,-1,-1
,,,,0,5,,3,-0.000670025815310088,0.1946108350370319,0.046190012321251306,-0.0005302143631411849,0.06543234997415942,-0.00821448673588715,1,15,15,,0,141,,1,fp32,94,15,15
,,,,0,6,,3,0.7004752502323034,0.7892366265595449,0.9870798412978256,0.6230152973335691,0.7183290063629647,0.2927582450058819,1,0,0,,0,114,,1,fp32,68,0,0
,,,,0,7,,3,0.8213040409863437,1.2119149909232134,0.5622564428758787,0.4445425685794865,0.015149243257513559,0.1886250807602651,1,0,0,,0,95,,1,fp32,56,0,0
,,,,0,8,,5,0.7170687151981787,nan,nan,0.8840435189896678,1.1807373636642011,0.5838261000101519,1,0,0,,0,80,,1,fp32,16,0,0
,,,,0,9,,6,1.0568715596346383,0.8213812945984067,0.28305606881468703,1.0271469103128337,0.6935778319175445,0.23405747193462734,1,0,0,,0,112,,1,fp32,43,0,0
