drop_step,drop_x,drop_y,drop_z,end_grasped,episode,in_spawn_box,joint_end,margin_10_before,margin_20_before,margin_40_before,margin_5_before,margin_end,margin_min,n_transport_entries,pinned_run_0.02,pinned_run_0.05,regrabbed,regrasps,steps,steps_left,success,tag,tr_len,warn_steps_0.02,warn_steps_0.05
,,,,0,0,,5,nan,nan,nan,0.05428477675045906,0.4241058105805564,0.0030342395326807825,1,0,0,,0,62,,0,int8,8,0,0
21,0.21305055916309357,-0.27920064330101013,1.2070281505584717,0,1,1,3,0.6464067320251154,0.9463676616260507,1.2195372260397248,0.46851233437045137,-6.033882703111726e-05,0.32740706786355234,2,0,0,1,1,159,541,1,int8,64,0,0
,,,,0,2,,6,0.48881418891630557,0.5100947113504416,0.6132629318646479,0.5587197567073819,1.1505626330248566,0.0007317576161143258,1,0,0,,0,135,,1,int8,66,0,0
,,,,0,3,,1,1.1657972575224185,0.8908473187057515,nan,1.3159108359258416,1.3519624141792923,0.6135272529308962,1,0,0,,0,102,,1,int8,36,0,0
,,,,0,4,,5,nan,nan,nan,-0.0002615516151913688,0.5151195090071523,-0.005096490345454896,1,8,8,,0,45,,1,int8,8,-1,-1
,,,,0,5,,3,1.3737903585946993,1.2768447597722994,1.2041926146238864,1.4479008436525573,1.0501191534702916,1.0820593866142016,1,0,0,,0,84,,1,int8,62,0,0
,,,,1,6,,5,-0.0004122604772893723,-0.0004127704298824142,-0.0004127451298781004,-0.00041280312299729616,-0.00041237805817084805,-0.00041342127089372127,1,300,300,,0,300,,0,int8,300,-1,-1
,,,,0,7,,6,0.6868815297278297,0.5854842501038173,0.1471236506713658,0.7860909478962408,0.6878332235272815,0.1326646810072769,1,0,0,,0,105,,1,int8,42,0,0
26,0.19992554187774658,-0.30967265367507935,1.2853516340255737,0,8,1,6,-0.00033731196830855126,-0.0003513695375616521,nan,-0.0003376935009948845,-0.012054614453722134,-0.004316855958214294,1,28,29,0,1,281,419,0,int8,31,28,29
,,,,0,9,,6,-0.0001309927013806167,-0.00024621966364613,0.17027644060373115,-0.00021354257308203728,-0.00019127740357616219,-0.001512305644891132,1,28,30,,0,128,,0,int8,69,28,30
,,,,1,10,,5,-0.0003678209473658711,-0.00036780649256540343,-0.00036778797625691695,-0.0003678273210252492,-0.0003678338286596805,-0.002308581672614718,1,276,278,,0,300,,0,int8,300,276,278
,,,,0,11,,5,0.10698097337543411,nan,nan,0.06596020358092769,0.7212776496103963,-0.005211444419686462,1,3,4,,0,65,,0,int8,14,3,4
,,,,0,12,,5,0.20790050471137755,nan,nan,0.37911224651053343,0.6358723157933257,0.10810433000203679,1,0,0,,0,85,,1,int8,14,0,0
,,,,0,13,,3,0.3786147470015663,0.8431612476098652,0.5104304094468333,0.23990817916093735,0.01989611593230234,0.01069725828932988,1,0,0,,0,105,,1,int8,58,0,0
,,,,0,14,,5,nan,nan,nan,0.05266537262516113,0.36466481667581974,-0.00013639651762265004,1,0,0,,0,85,,1,int8,9,0,0
53,0.3335154056549072,0.0497853048145771,1.4065148830413818,0,15,0,0,0.768406865389221,1.0076383222445735,0.5549502011683978,0.764960736253621,-0.002326107095340202,0.010679362639855583,1,0,0,0,1,308,392,0,int8,58,0,0
,,,,0,16,,5,nan,nan,nan,0.03838529838995264,0.48512702663264706,-0.00014308185963729514,1,0,0,,0,57,,1,int8,8,0,0
,,,,1,17,,5,-0.00038528625502820546,-0.0003852758114821775,-0.00038524720271126967,-0.0003852907357018154,-0.00038529478711923915,-0.002464430076273505,1,285,300,,0,300,,0,int8,300,285,-1
,,,,0,18,,6,0.7137080351583949,0.8363903420073875,0.47161239347863493,0.662647674443019,0.3418180565731066,0.18862760319455152,1,0,0,,0,127,,1,int8,62,0,0
,,,,0,19,,5,0.21287256594536208,nan,nan,0.36087823172011513,0.5991068660874386,0.19870435795030827,1,0,0,,0,84,,1,int8,11,0,0
,,,,1,20,,5,-0.00040947031442417625,-0.00040956219561705254,-0.00040927833367510047,-0.0004098586422802697,-0.00040996842819041035,-0.0004101501901940807,1,300,300,,0,300,,0,int8,300,-1,-1
,,,,1,21,,5,-0.00039823294752983074,-0.00039777297307086457,-0.000398086439939771,-0.0003982439179743835,-0.0003982696622917281,-0.0008486001659191444,1,276,281,,0,300,,0,int8,300,276,281
,,,,0,22,,6,1.0947854762011844,1.2122492597199002,0.7875195786220757,0.9276976733476343,0.9169962807400418,0.5076994824392389,1,0,0,,0,121,,1,int8,57,0,0
,,,,0,23,,6,0.882462749058242,1.0351834355928666,1.1258101707949466,0.8469467100167671,0.5001687326593385,0.6155838776374658,1,0,0,,0,131,,1,int8,66,0,0
1,0.2584986090660095,-0.25876384973526,0.9445216655731201,1,24,0,5,-0.00034446444624069983,-0.00034252791672439997,-0.00031022971582883585,-0.0003066783893692637,-0.00034485642006920614,-0.001826125413805002,2,249,251,1,1,351,349,0,int8,306,249,251
,,,,0,25,,5,0.23225077147394302,nan,nan,0.3869946231970789,0.5362328423013776,0.19533902480236165,1,0,0,,0,84,,1,int8,12,0,0
,,,,1,26,,5,-0.00038059833346970606,-0.0003800651771008745,-0.0003804348740130692,-0.00038000016713635176,-0.00038015225358911664,-0.0003832896605024949,1,300,300,,0,300,,0,int8,300,-1,-1
,,,,0,27,,5,0.059739239573213254,nan,nan,0.2054770447158374,0.4914959689044731,0.059739239573213254,1,0,0,,0,83,,1,int8,10,0,0
,,,,0,28,,5,-0.0002937342229287765,-0.0003595609984361481,0.003763625670792692,-0.00025285345482961574,0.4666149136753588,-0.0064438732674902965,1,50,50,,0,109,,1,int8,50,-1,-1
,,,,0,29,,5,nan,nan,nan,nan,0.03517500675949936,-0.00032452932668469714,1,3,3,,0,35,,1,int8,3,-1,-1
,,,,0,30,,5,0.326113859107811,0.38750556080133736,0.5061781466495585,0.29440358948834966,-6.855025358243338e-05,7.591807164475384e-05,1,0,0,,0,112,,1,int8,72,0,0
58,0.2653202414512634,-0.10191119462251663,1.4932098388671875,0,31,0,3,0.9274697664111201,1.11571261464625,0.6717410386304712,0.7570613867044075,0.5654188066057528,0.3990835616642241,2,0,0,1,1,289,411,0,int8,117,0,0
,,,,0,32,,5,nan,nan,nan,-0.00010718208353965863,0.18606159963108437,-0.00031857706990434664,1,8,8,,0,53,,1,int8,8,-1,-1
,,,,0,33,,3,1.046780046723189,1.1171951120073702,1.1248616165653926,1.04898224926345,0.7392952408207221,1.046474340309838,1,0,0,,0,109,,1,int8,45,0,0
,,,,1,34,,5,-0.0003826248979534874,-0.00038263054298015575,-0.00038264576891755553,-0.0003826223874314749,-0.000382620013589019,-0.003894023094355159,1,298,300,,0,300,,0,int8,300,298,-1
,,,,0,35,,3,0.9998615397486837,1.1688413059910885,1.1530939357766923,0.9166689514369042,0.5176329155049515,0.8659974573992121,1,0,0,,0,121,,1,int8,49,0,0
,,,,0,36,,6,0.8102554031060349,0.9658304407118299,0.47802388628967263,0.736129267953308,0.44207490719058073,0.10262076855577229,1,0,0,,0,131,,1,int8,66,0,0
,,,,0,37,,6,0.8334630379265158,0.7989536346121162,0.3035812190772038,0.735011122708694,0.1872968412584859,0.011903230573666601,1,0,0,,0,115,,1,int8,52,0,0
,,,,0,38,,1,0.8066507591996412,0.47903848141515093,nan,0.9639966355543974,1.185349857902073,0.4659163077631385,1,0,0,,0,61,,1,int8,21,0,0
,,,,0,39,,6,nan,nan,nan,0.07785008280499106,0.030470186256594367,0.026438849461445812,1,0,0,,0,71,,1,int8,8,0,0
,,,,0,40,,6,0.7221873122066778,0.8209972837441661,1.0154968833122349,0.6694315841715497,0.4263258180495484,0.615540994255313,1,0,0,,0,114,,1,int8,56,0,0
,,,,0,41,,6,0.8358583619866051,0.547245784538215,nan,0.99412425528637,0.6639565683224427,0.3529946886638382,1,0,0,,0,92,,1,int8,28,0,0
,,,,0,42,,3,-9.957514195438333e-05,0.015548634400579062,0.12422101516481254,-6.146764386477654e-05,0.07379922202079567,-0.001774293152765699,1,20,23,,0,163,,1,int8,112,20,23
,,,,0,43,,5,nan,nan,nan,0.05587874233345502,0.3675228784610982,0.001232856102879154,1,0,0,,0,85,,1,int8,8,0,0
,,,,0,44,,5,0.30502426756112033,nan,nan,0.47637849090926077,0.747462489912956,0.18390876001229284,1,0,0,,0,86,,1,int8,15,0,0
,,,,0,45,,6,0.6172929991298388,0.7268154758881433,0.7984134996420499,0.5991386630689721,0.27728482034379365,0.5647384600031886,1,0,0,,0,119,,1,int8,57,0,0
,,,,0,46,,6,0.7425170891098807,0.48311868397522906,nan,0.9006730735356507,0.7882892976332037,0.4706115450397248,1,0,0,,0,85,,1,int8,21,0,0
108,0.40767377614974976,0.09153304994106293,1.0509939193725586,0,47,0,5,-0.00011657897980921206,-7.639452569319083e-05,-2.819271383303068e-05,-0.00013763484475082244,-0.00033251470755546464,-0.0028094861253527975,1,89,90,0,1,363,337,0,int8,113,89,90
,,,,0,48,,6,0.1747383857347211,0.15862835617047377,nan,-0.0010902205157088396,0.020359760991824682,-0.004816870189248146,1,7,7,,0,100,,1,int8,31,7,7
,,,,0,49,,5,0.006210696665127635,nan,nan,0.06076471262868344,0.15652848446896428,-0.0003125926869818052,1,0,0,,0,60,,1,int8,17,0,0
,,,,0,50,,3,0.5119033524991959,0.9289605133947921,0.7692904137593592,0.35887895904081735,0.8020906431392028,0.017614404826457264,1,0,0,,0,92,,0,int8,69,0,0
,,,,0,51,,5,nan,nan,nan,0.05920012251796214,0.3823753906144973,0.0029563113073582947,1,0,0,,0,83,,1,int8,8,0,0
,,,,0,52,,5,0.19766138285189339,nan,nan,0.3955272215388228,0.7249459101983509,0.07398380638826563,1,0,0,,0,81,,1,int8,14,0,0
,,,,0,53,,6,0.9938010591143696,1.122556355361207,0.8245972201042115,0.9112672318712931,0.5089323754034489,0.09756464811859322,1,0,0,,0,130,,1,int8,68,0,0
,,,,0,54,,6,0.14291386499840364,0.21014566283652325,0.6264879853730148,0.15334922807584928,-0.00013656932138017552,0.14265644587522575,1,0,0,,0,103,,1,int8,60,0,0
,,,,0,55,,3,0.7713250508834789,1.0490311491255402,0.41381619917339796,0.5214372841179005,0.02106004484053145,0.04394235025012483,1,0,0,,0,94,,1,int8,53,0,0
,,,,0,56,,6,0.8239174184230139,0.9353763931247401,0.5443717757489459,0.615334086311965,0.7601953695528341,0.033029625481608704,1,0,0,,0,121,,1,int8,60,0,0
