episode,score,avg_100,best,buffer,is_best,steps,noise
26200,238.397,216.65,434.866,4000000,False,,
26250,130.648,223.859,434.866,4000000,False,,
26300,1.379,221.703,434.866,4000000,False,,
26350,229.143,208.048,434.866,4000000,False,,
26400,230.854,209.719,434.866,4000000,False,,
26450,242.878,212.548,434.866,4000000,False,,
26500,205.797,206.723,434.866,4000000,False,,
26550,237.812,210.136,434.866,4000000,False,,
26600,226.974,223.3,434.866,4000000,False,,
26650,224.229,231.111,434.866,4000000,False,,
26700,236.684,222.84,434.866,4000000,False,,
26750,190.069,219.447,434.866,4000000,False,,
26800,239.112,210.186,434.866,4000000,False,,
26850,244.177,204.929,434.866,4000000,False,,
26900,235.429,215.598,434.866,4000000,False,,
26950,242.316,220.962,434.866,4000000,False,,
27000,212.154,223.8,434.866,4000000,False,,
27050,241.271,221.484,434.866,4000000,False,,
27100,220.44,217.159,434.866,4000000,False,,
27150,238.458,217.503,434.866,4000000,False,,
27200,242.99,219.019,434.866,4000000,False,,
27250,223.093,218.605,434.866,4000000,False,,
27300,238.89,217.76,434.866,4000000,False,,
27350,232.109,225.404,434.866,4000000,False,,
27400,236.089,228.154,434.866,4000000,False,,
27450,243.546,224.613,434.866,4000000,False,,
27500,244.669,224.158,434.866,4000000,False,,
27550,236.231,224.758,434.866,4000000,False,,
27600,236.635,227.574,434.866,4000000,False,,
27650,238.516,225.824,434.866,4000000,False,,
27700,225.181,222.123,434.866,4000000,False,,
27750,236.301,220.309,434.866,4000000,False,,
27800,244.112,216.842,434.866,4000000,False,,
27850,229.041,223.051,434.866,4000000,False,,
27900,237.29,230.133,434.866,4000000,False,,
27950,10.133,221.499,434.866,4000000,False,,
28000,233.618,215.115,434.866,4000000,False,,
28050,239.099,220.979,434.866,4000000,False,,
28100,239.696,225.682,434.866,4000000,False,,
28126,439.114,228.005,439.114,,True,500,0.05
28150,243.697,227.153,439.114,4000000,False,,
28200,226.033,225.58,439.114,4000000,False,,
28250,222.988,222.773,439.114,4000000,False,,
28300,243.927,225.823,439.114,4000000,False,,
28350,227.489,225.389,439.114,4000000,False,,
28400,67.949,210.942,439.114,4000000,False,,
28450,239.485,202.199,439.114,4000000,False,,
28500,233.942,201.897,439.114,4000000,False,,
28550,240.773,204.746,439.114,4000000,False,,
28600,243.003,206.27,439.114,4000000,False,,
28650,237.175,203.88,439.114,4000000,False,,
28700,241.782,215.961,439.114,4000000,False,,
28750,208.953,219.451,439.114,4000000,False,,
28800,235.017,205.645,439.114,4000000,False,,
28850,198.051,211.307,439.114,4000000,False,,
28900,219.562,226.797,439.114,4000000,False,,
28950,242.406,217.029,439.114,4000000,False,,
29000,243.402,209.217,439.114,4000000,False,,
29050,243.036,216.172,439.114,4000000,False,,
29100,234.0,215.66,439.114,4000000,False,,
29150,236.812,218.063,439.114,4000000,False,,
29200,222.784,225.875,439.114,4000000,False,,
29250,177.721,224.393,439.114,4000000,False,,
29300,235.969,218.797,439.114,4000000,False,,
29350,241.389,217.552,439.114,4000000,False,,
29400,245.013,220.07,439.114,4000000,False,,
29450,243.231,221.796,439.114,4000000,False,,
29500,230.58,218.452,439.114,4000000,False,,
29550,240.736,211.313,439.114,4000000,False,,
29600,244.31,212.426,439.114,4000000,False,,
29650,241.639,221.277,439.114,4000000,False,,
29700,242.453,221.492,439.114,4000000,False,,
29750,177.338,209.469,439.114,4000000,False,,
29800,241.87,209.037,439.114,4000000,False,,
29850,17.43,211.397,439.114,4000000,False,,
29900,243.483,206.847,439.114,4000000,False,,
29950,239.578,205.396,439.114,4000000,False,,
30000,243.247,211.363,439.114,4000000,False,,
30050,211.396,215.491,439.114,4000000,False,,
30100,213.72,216.862,439.114,4000000,False,,
30150,237.235,221.125,439.114,4000000,False,,
30200,240.014,220.855,439.114,4000000,False,,
30250,228.132,214.96,439.114,4000000,False,,
30300,236.816,207.606,439.114,4000000,False,,
30350,240.565,215.667,439.114,4000000,False,,
30400,244.095,224.583,439.114,4000000,False,,
30450,238.81,222.81,439.114,4000000,False,,
30500,243.525,219.611,439.114,4000000,False,,
30550,240.014,213.234,439.114,4000000,False,,
30600,2.33,208.764,439.114,4000000,False,,
30650,21.093,205.128,439.114,4000000,False,,
30700,239.821,212.518,439.114,4000000,False,,
30750,203.807,209.283,439.114,4000000,False,,
30800,207.776,204.361,439.114,4000000,False,,
30850,243.076,213.31,439.114,4000000,False,,
30900,1.163,214.617,439.114,4000000,False,,
30950,4.935,217.879,439.114,4000000,False,,
31000,239.05,215.273,439.114,4000000,False,,
31050,242.532,207.188,439.114,4000000,False,,
31100,237.468,212.549,439.114,4000000,False,,
31150,239.835,221.998,439.114,4000000,False,,
31200,227.426,222.065,439.114,4000000,False,,
31250,225.498,221.918,439.114,4000000,False,,
31300,241.459,222.519,439.114,4000000,False,,
31350,228.671,218.129,439.114,4000000,False,,
31400,232.014,217.58,439.114,4000000,False,,
31450,238.871,223.147,439.114,4000000,False,,
31500,243.354,213.531,439.114,4000000,False,,
31550,215.644,208.441,439.114,4000000,False,,
31600,236.188,207.713,439.114,4000000,False,,
31650,200.283,207.84,439.114,4000000,False,,
31700,1.677,216.528,439.114,4000000,False,,
31750,2.248,216.435,439.114,4000000,False,,
31800,239.956,219.114,439.114,4000000,False,,
31850,243.489,228.685,439.114,4000000,False,,
31900,227.904,231.224,439.114,4000000,False,,
31950,242.09,224.57,439.114,4000000,False,,
32000,225.402,213.912,439.114,4000000,False,,
32050,244.002,217.64,439.114,4000000,False,,
32100,244.016,225.013,439.114,4000000,False,,
32150,238.822,217.833,439.114,4000000,False,,
32200,231.713,210.656,439.114,4000000,False,,
32250,233.415,212.299,439.114,4000000,False,,
32300,238.959,224.741,439.114,4000000,False,,
32350,235.305,224.813,439.114,4000000,False,,
32400,215.296,215.18,439.114,4000000,False,,
32450,235.22,215.437,439.114,4000000,False,,
32500,236.367,222.21,439.114,4000000,False,,
32550,237.254,222.413,439.114,4000000,False,,
32600,237.362,220.768,439.114,4000000,False,,
32650,244.433,220.484,439.114,4000000,False,,
32700,241.843,220.272,439.114,4000000,False,,
32750,242.587,222.334,439.114,4000000,False,,
32800,241.661,220.682,439.114,4000000,False,,
32850,178.592,216.873,439.114,4000000,False,,
32900,151.195,210.664,439.114,4000000,False,,
32950,226.825,212.594,439.114,4000000,False,,
33000,215.015,221.462,439.114,4000000,False,,
33050,241.921,230.499,439.114,4000000,False,,
33100,239.04,232.372,439.114,4000000,False,,
33150,236.708,230.79,439.114,4000000,False,,
33200,208.546,227.722,439.114,4000000,False,,
33250,243.625,227.367,439.114,4000000,False,,
33300,239.371,232.051,439.114,4000000,False,,
33350,225.115,226.386,439.114,4000000,False,,
33400,213.125,223.627,439.114,4000000,False,,
33450,236.686,225.531,439.114,4000000,False,,
33500,206.67,226.429,439.114,4000000,False,,
33550,237.735,230.499,439.114,4000000,False,,
33600,185.232,220.108,439.114,4000000,False,,
33650,202.032,216.655,439.114,4000000,False,,
33700,120.854,219.228,439.114,4000000,False,,
33750,178.2,208.058,439.114,4000000,False,,
33800,238.668,210.269,439.114,4000000,False,,
33850,233.781,215.18,439.114,4000000,False,,
33900,238.649,221.297,439.114,4000000,False,,
33950,240.65,225.41,439.114,4000000,False,,
34000,243.301,215.201,439.114,4000000,False,,
34050,235.524,215.231,439.114,4000000,False,,
34100,244.521,219.658,439.114,4000000,False,,
34150,238.309,215.55,439.114,4000000,False,,
34200,208.043,212.164,439.114,4000000,False,,
34250,242.541,214.3,439.114,4000000,False,,
34300,239.463,217.881,439.114,4000000,False,,
34350,241.819,221.59,439.114,4000000,False,,
34400,236.55,223.13,439.114,4000000,False,,
34450,232.16,219.25,439.114,4000000,False,,
34500,231.074,221.301,439.114,4000000,False,,
34550,203.333,226.722,439.114,4000000,False,,
34600,154.764,222.753,439.114,4000000,False,,
34650,237.559,213.882,439.114,4000000,False,,
34700,222.849,212.137,439.114,4000000,False,,
34750,244.006,216.86,439.114,4000000,False,,
34800,241.545,218.132,439.114,4000000,False,,
34850,189.946,215.591,439.114,4000000,False,,
34900,48.255,219.393,439.114,4000000,False,,
34950,226.534,222.837,439.114,4000000,False,,
35000,239.502,217.058,439.114,4000000,False,,
35050,240.387,221.415,439.114,4000000,False,,
35100,243.038,221.262,439.114,4000000,False,,
35150,238.335,214.48,439.114,4000000,False,,
35200,229.803,218.211,439.114,4000000,False,,
35250,232.012,217.396,439.114,4000000,False,,
35300,223.764,206.954,439.114,4000000,False,,
35350,197.824,204.213,439.114,4000000,False,,
35400,239.072,208.362,439.114,4000000,False,,
35450,191.762,209.667,439.114,4000000,False,,
35500,242.292,212.704,439.114,4000000,False,,
35550,193.799,214.752,439.114,4000000,False,,
35600,239.844,218.537,439.114,4000000,False,,
35650,232.645,222.49,439.114,4000000,False,,
35700,224.286,220.656,439.114,4000000,False,,
35750,187.297,212.964,439.114,4000000,False,,
35800,241.038,210.536,439.114,4000000,False,,
35850,196.186,211.336,439.114,4000000,False,,
35900,216.169,211.554,439.114,4000000,False,,
35950,209.411,221.839,439.114,4000000,False,,
36000,239.983,224.019,439.114,4000000,False,,
36050,241.522,224.777,439.114,4000000,False,,
36100,216.815,230.364,439.114,4000000,False,,
36150,241.489,225.196,439.114,4000000,False,,
36200,132.9,218.14,439.114,4000000,False,,
36250,238.605,217.601,439.114,4000000,False,,
36300,238.246,225.84,439.114,4000000,False,,
36350,238.895,227.134,439.114,4000000,False,,
36400,226.073,224.882,439.114,4000000,False,,
36450,242.939,228.141,439.114,4000000,False,,
36500,228.149,227.671,439.114,4000000,False,,
36550,240.858,219.881,439.114,4000000,False,,
36600,239.841,216.781,439.114,4000000,False,,
36650,242.129,219.318,439.114,4000000,False,,
36700,242.815,219.695,439.114,4000000,False,,
36750,243.091,224.089,439.114,4000000,False,,
36800,231.003,221.706,439.114,4000000,False,,
36850,227.607,215.192,439.114,4000000,False,,
36900,239.28,220.68,439.114,4000000,False,,
36950,242.325,223.896,439.114,4000000,False,,
37000,238.774,224.353,439.114,4000000,False,,
37050,239.606,224.368,439.114,4000000,False,,
37100,227.891,213.075,439.114,4000000,False,,
37150,240.761,212.675,439.114,4000000,False,,
37200,140.356,219.15,439.114,4000000,False,,
37250,228.977,224.754,439.114,4000000,False,,
37300,219.991,222.734,439.114,4000000,False,,
37350,242.621,211.958,439.114,4000000,False,,
37400,239.305,210.389,439.114,4000000,False,,
37450,231.191,216.51,439.114,4000000,False,,
37500,192.926,220.861,439.114,4000000,False,,
37550,212.629,219.671,439.114,4000000,False,,
37600,231.777,218.476,439.114,4000000,False,,
37650,235.069,224.132,439.114,4000000,False,,
37700,244.217,228.767,439.114,4000000,False,,
37750,193.109,226.249,439.114,4000000,False,,
37800,238.066,224.499,439.114,4000000,False,,
37850,243.576,221.829,439.114,4000000,False,,
37900,239.397,222.885,439.114,4000000,False,,
37950,240.327,223.482,439.114,4000000,False,,
38000,235.645,225.697,439.114,4000000,False,,
38050,193.88,225.996,439.114,4000000,False,,
38100,240.991,221.217,439.114,4000000,False,,
38150,231.376,218.43,439.114,4000000,False,,
38200,238.393,218.128,439.114,4000000,False,,
38250,136.544,225.296,439.114,4000000,False,,
38300,236.423,223.141,439.114,4000000,False,,
38350,242.117,219.015,439.114,4000000,False,,
38400,229.436,218.889,439.114,4000000,False,,
38450,240.119,218.668,439.114,4000000,False,,
38500,239.508,223.745,439.114,4000000,False,,
38550,234.279,224.78,439.114,4000000,False,,
38600,240.584,220.328,439.114,4000000,False,,
38650,212.292,210.487,439.114,4000000,False,,
38700,234.981,213.231,439.114,4000000,False,,
38750,239.004,221.091,439.114,4000000,False,,
38800,203.665,212.485,439.114,4000000,False,,
38850,127.001,206.545,439.114,4000000,False,,
38900,211.259,206.49,439.114,4000000,False,,
38950,208.708,204.023,439.114,4000000,False,,
39000,189.6,205.925,439.114,4000000,False,,
39050,220.482,215.306,439.114,4000000,False,,
39100,201.068,223.413,439.114,4000000,False,,
39150,244.048,225.605,439.114,4000000,False,,
39200,242.15,228.178,439.114,4000000,False,,
39250,240.075,227.952,439.114,4000000,False,,
39300,238.296,216.746,439.114,4000000,False,,
39350,241.947,214.086,439.114,4000000,False,,
39400,239.683,222.928,439.114,4000000,False,,
39450,242.923,222.861,439.114,4000000,False,,
39500,238.482,226.115,439.114,4000000,False,,
39550,190.312,225.59,439.114,4000000,False,,
39600,241.283,217.381,439.114,4000000,False,,
39650,241.975,222.122,439.114,4000000,False,,
39700,220.412,229.37,439.114,4000000,False,,
39750,242.683,228.15,439.114,4000000,False,,
39800,242.667,225.759,439.114,4000000,False,,
39850,232.628,224.05,439.114,4000000,False,,
39900,242.221,222.56,439.114,4000000,False,,
39950,244.158,227.755,439.114,4000000,False,,
40000,198.52,229.888,439.114,4000000,False,,
40050,234.845,219.702,439.114,4000000,False,,
40100,243.01,212.313,439.114,4000000,False,,
40150,240.544,220.77,439.114,4000000,False,,
40200,241.641,224.473,439.114,4000000,False,,
40250,241.353,222.29,439.114,4000000,False,,
40300,214.275,229.811,439.114,4000000,False,,
40350,235.572,225.265,439.114,4000000,False,,
40400,221.026,211.705,439.114,4000000,False,,
40450,241.927,206.754,439.114,4000000,False,,
40500,241.674,202.9,439.114,4000000,False,,
40550,235.882,205.24,439.114,4000000,False,,
40600,235.538,216.853,439.114,4000000,False,,
40650,83.86,221.226,439.114,4000000,False,,
40700,216.9,226.975,439.114,4000000,False,,
40750,242.579,228.38,439.114,4000000,False,,
40800,238.754,219.423,439.114,4000000,False,,
40850,216.979,216.629,439.114,4000000,False,,
40900,245.591,222.985,439.114,4000000,False,,
40950,237.074,222.962,439.114,4000000,False,,
41000,231.639,215.321,439.114,4000000,False,,
41050,241.428,219.37,439.114,4000000,False,,
41100,235.215,224.663,439.114,4000000,False,,
41150,220.456,219.221,439.114,4000000,False,,
41200,244.059,221.104,439.114,4000000,False,,
41250,235.579,219.841,439.114,4000000,False,,
41300,206.844,217.806,439.114,4000000,False,,
41350,243.055,225.686,439.114,4000000,False,,
41400,243.201,223.514,439.114,4000000,False,,
41450,241.95,219.456,439.114,4000000,False,,
41500,235.176,218.956,439.114,4000000,False,,
41550,224.93,219.373,439.114,4000000,False,,
41600,199.517,205.61,439.114,4000000,False,,
41650,242.575,205.886,439.114,4000000,False,,
41700,223.303,219.133,439.114,4000000,False,,
41750,237.377,220.148,439.114,4000000,False,,
41800,238.463,226.054,439.114,4000000,False,,
41850,238.197,221.682,439.114,4000000,False,,
41900,224.963,216.505,439.114,4000000,False,,
41950,234.009,218.957,439.114,4000000,False,,
42000,239.159,212.882,439.114,4000000,False,,
42050,233.458,208.72,439.114,4000000,False,,
42100,241.961,211.532,439.114,4000000,False,,
42150,205.751,209.559,439.114,4000000,False,,
42200,96.922,200.843,439.114,4000000,False,,
42250,217.348,206.565,439.114,4000000,False,,
42300,225.596,211.943,439.114,4000000,False,,
42350,221.467,211.156,439.114,4000000,False,,
42400,236.865,220.991,439.114,4000000,False,,
42450,241.729,224.843,439.114,4000000,False,,
42500,239.515,215.561,439.114,4000000,False,,
42550,243.129,204.996,439.114,4000000,False,,
42600,221.805,217.204,439.114,4000000,False,,
42650,243.143,224.673,439.114,4000000,False,,
42700,222.031,211.157,439.114,4000000,False,,
42750,241.331,206.737,439.114,4000000,False,,
42800,0.415,209.084,439.114,4000000,False,,
42850,226.531,209.245,439.114,4000000,False,,
42900,207.229,204.865,439.114,4000000,False,,
42950,237.738,204.919,439.114,4000000,False,,
43000,73.398,207.561,439.114,4000000,False,,
43050,242.847,208.461,439.114,4000000,False,,
43100,230.688,201.201,439.114,4000000,False,,
43150,238.472,195.485,439.114,4000000,False,,
43200,215.439,206.967,439.114,4000000,False,,
43250,242.332,216.677,439.114,4000000,False,,
43300,238.928,218.156,439.114,4000000,False,,
43350,239.262,214.812,439.114,4000000,False,,
43400,239.523,210.709,439.114,4000000,False,,
43450,226.076,214.466,439.114,4000000,False,,
43500,242.33,222.177,439.114,4000000,False,,
43550,240.988,221.716,439.114,4000000,False,,
43600,240.508,222.808,439.114,4000000,False,,
43650,1.076,225.091,439.114,4000000,False,,
43700,196.206,217.478,439.114,4000000,False,,
43750,234.566,220.516,439.114,4000000,False,,
43800,187.605,225.725,439.114,4000000,False,,
43850,232.552,219.153,439.114,4000000,False,,
43900,238.603,214.389,439.114,4000000,False,,
43950,232.916,199.778,439.114,4000000,False,,
44000,189.208,203.3,439.114,4000000,False,,
44050,234.347,207.577,439.114,4000000,False,,
44100,197.488,200.446,439.114,4000000,False,,
44150,243.067,213.807,439.114,4000000,False,,
44200,151.187,215.247,439.114,4000000,False,,
44250,239.32,198.161,439.114,4000000,False,,
44300,0.035,198.69,439.114,4000000,False,,
44350,240.292,210.699,439.114,4000000,False,,
44400,2.3,215.352,439.114,4000000,False,,
44450,243.878,217.731,439.114,4000000,False,,
44500,232.984,219.656,439.114,4000000,False,,
44550,241.442,219.342,439.114,4000000,False,,
44600,227.052,213.085,439.114,4000000,False,,
44650,242.276,217.271,439.114,4000000,False,,
44700,240.282,221.261,439.114,4000000,False,,
44750,37.42,217.178,439.114,4000000,False,,
44800,244.079,215.145,439.114,4000000,False,,
44850,241.159,213.696,439.114,4000000,False,,
44900,204.573,220.039,439.114,4000000,False,,
44950,238.535,216.999,439.114,4000000,False,,
45000,227.962,218.138,439.114,4000000,False,,
45050,88.672,221.687,439.114,4000000,False,,
45100,222.616,219.477,439.114,4000000,False,,
45150,241.5,224.611,439.114,4000000,False,,
45200,4.072,208.052,439.114,4000000,False,,
45250,242.887,204.755,439.114,4000000,False,,
45300,229.598,221.97,439.114,4000000,False,,
45350,240.636,226.897,439.114,4000000,False,,
45400,237.802,221.618,439.114,4000000,False,,
45450,210.631,217.668,439.114,4000000,False,,
45500,241.218,217.895,439.114,4000000,False,,
45550,236.18,207.001,439.114,4000000,False,,
45600,203.401,200.742,439.114,4000000,False,,
