episode,grasp_step,diag_deg,off_xy,obj_z,lift_ok,rise
0,21,7.475903987701763,0.007371392589978679,0.8435938859202855,1,0.12439841666668505
1,-1,,,,0,
2,19,32.74212107353274,0.0009409962692874088,0.8530549889597336,1,0.13440625327794653
3,28,7.438436076526926,0.00580962657457878,0.8632743342615995,1,0.13673333167060508
4,14,40.56179748638971,0.0063412157253618685,0.8325475503472478,1,0.13339369379360766
5,19,34.547289060301296,0.014419173671782706,0.8858861596550472,1,0.12268194455359793
6,26,8.950150766531102,0.018495417176689136,0.8532590461832643,1,0.13063987856113346
7,46,40.77747517164366,0.018182690844171637,0.8864530179583487,1,0.13832881378826767
8,23,1.0230052609406926,0.010209375841034523,0.8677568958150121,1,0.1336730725427171
9,16,25.896401351618323,0.010216269230955309,0.8497950795104028,1,0.12301321932150888
10,25,31.78841226126292,0.008844291951348624,0.852016658927633,1,0.13914107570425993
11,23,1.9315556171828234,0.012549795134706276,0.8545194009241451,1,0.13787850153512748
12,27,9.49210643339083,0.0049237266501058604,0.8594231027875248,1,0.1276937298770876
13,19,44.86309068975498,0.01247644803743485,0.8652307112850757,1,0.13443389353140678
14,19,3.904100699600832,0.008017444386131745,0.8699225809030998,1,0.1405324073642672
15,22,2.248954501921304,0.008535453752012413,0.8650563123673576,1,0.1269883238839158
16,18,22.994683002599118,0.015187649901603364,0.8549190561826908,1,0.12931715236683172
17,66,26.14052217456691,0.006497351299333946,0.8435377412368422,1,0.12427491803720792
18,22,23.24533461180755,0.006756730792209371,0.8568542944852717,1,0.1382902180217419
19,20,14.047166028675761,0.006091256540545703,0.8647877539876454,1,0.13621841357589592
20,21,8.67246397218797,0.008641769601258172,0.8573594787631353,1,0.13694205880965193
21,26,30.54526079831726,0.003106828517774476,0.84861975932056,1,0.1374744003170043
22,26,40.36265996408824,0.008018984643143,0.8485844243149279,1,0.15277388184400653
23,28,18.56394545747952,0.014319183366394128,0.859119724004186,1,0.15307694426507468
24,22,30.02794516634185,0.009587476309571775,0.8529469279925304,1,0.14441265650018442
25,26,2.5899426386622224,0.004313458498907607,0.8473380856899628,1,0.12871283325215999
26,23,33.32469623507302,0.008783229734397874,0.924639352178045,1,0.14363364677532908
27,32,16.26252981812918,0.014067168541067111,0.8538816273425943,1,0.13863011366201194
28,30,3.665432569374161,0.006465424964259681,0.8480047165605109,1,0.14362471527334797
29,22,33.87639581106109,0.010513465578149047,0.8545138662152078,1,0.13819220428914392
30,19,35.25606278502357,0.011352807931898225,0.8702042059160828,1,0.13723323191869707
31,20,33.586291382958194,0.007231371810725133,0.8716098161792072,1,0.13333949605934325
32,20,35.67220426447024,0.005145350324465125,0.8298012533652548,1,0.14014623042972352
33,17,15.905089095090176,0.018910720264830153,0.8732110032037466,1,0.13068636900224506
34,28,15.394413872350498,0.011134635429164768,0.8600973182663282,1,0.14324607381469023
35,26,6.6645876231362,0.00896170942299758,0.8467745787411801,1,0.12848072282595435
36,28,1.6798053870558647,0.015171855340745447,0.8765662773670385,1,0.12806859765911038
37,22,25.13848776586974,0.010813815440788483,0.8598024163329576,1,0.13726786112758904
38,24,8.598151976452485,0.015404374759422903,0.8528148642426476,1,0.130533852047938
39,20,14.130586502709086,0.0024168942422267024,0.8527316683934492,1,0.13236552005248692
40,23,19.86601271726704,0.019849234625905373,0.8723465323351506,1,0.14199820650906425
41,17,34.128567212775636,0.005178865589219866,0.8556249318479883,1,0.1324375648220001
42,21,13.27810624384064,0.0033692757382379787,0.8700077116231378,1,0.13502044991944107
43,22,1.7358506407377803,0.004174676188049117,0.8615901361714412,1,0.13360714291561426
44,16,28.584381541664072,0.01005571759020477,0.8639450033860221,1,0.12701633185080874
45,21,16.88361804430133,0.00964348284597296,0.8707348325332602,1,0.1365090905336186
46,20,30.12540535059817,0.005024665513617466,0.8625297125882831,1,0.13848096019133593
47,21,22.73971490137049,0.00075808559644075,0.8651575571340913,1,0.13308375787531912
48,24,6.727406337036442,0.005975244418090436,0.8441374286807417,1,0.13013893867491877
49,27,10.78735819322057,0.00992077809364183,0.8697776442254029,1,0.12708091097592467
50,22,5.036181880773,0.0058524220146620445,0.8566370097062648,1,0.13656417519385866
51,23,8.341983195674558,0.020186967429766785,0.855866208097447,1,0.13012395996050885
52,26,23.268706841201684,0.007965953710708615,0.8880289508725993,1,0.12754443286195272
53,21,2.79477482564603,0.012467030882418248,0.8611231615191723,1,0.13076561847174495
54,23,24.251768298941936,0.007963364153366143,0.8811631017912182,1,0.13411750584133475
55,26,4.693050754333726,0.007530470330194849,0.8601214604755635,1,0.12286924783012176
56,17,24.912240577136387,0.007848602814958156,0.8610800816233652,1,0.1379389762734089
57,25,40.889077921687544,0.010212502586558326,0.8497252011086808,1,0.14189983476060475
58,20,1.0702381326154295,0.00660612764422506,0.8733506982524453,1,0.12845776319372915
59,21,7.699922274533122,0.005458752703466808,0.8773039354309801,1,0.1377638137884868
60,19,8.538241323454827,0.0028140778748248652,0.8576755086251844,1,0.13066123541459962
61,23,9.391760055555729,0.011767936639648252,0.8452588498405922,1,0.1267130234836953
62,21,0.9058234180576292,0.00043205390583340937,0.858622312477399,1,0.1296398039267851
63,26,3.489410571073279,0.007030629799736571,0.846489937137713,1,0.13944480622357813
64,18,33.35562018206612,0.006276415263456642,0.843565362160001,1,0.13734220065531644
65,19,13.268398894286946,0.008378110852372132,0.8590728509731178,1,0.1406489617711668
66,32,9.360657021715447,0.011191351701661646,0.8658879643249544,1,0.12339365386433176
67,25,12.998748989772892,0.009539647131835966,0.8482676573605095,1,0.13141067601074097
68,18,0.5012445012669104,0.010445407917505667,0.8733726936893689,1,0.13941368896758344
69,25,27.054962042839236,0.014552642649798019,0.8687126018132317,1,0.13841480298767428
70,20,42.812875200946166,0.002586083687418282,0.8576216574111055,1,0.1430091166782559
71,39,35.139425652815504,0.005831547613594303,0.8700538971538411,1,0.14460342551598793
72,19,7.605344976460259,0.01345649089882499,0.8439355963124797,1,0.12848230450484033
73,25,14.682900055926495,0.0016904980468650942,0.8433053674052391,1,0.1435516098547891
74,19,22.57222440762817,0.0184696444891319,0.8754748329270687,0,0.05059433064488772
75,22,2.3396742205722845,0.014790036362535798,0.8694288179480886,1,0.13193466615478566
76,17,18.541250621971187,0.007548875626620855,0.8592850562834886,1,0.13441731655229605
77,-1,,,,0,
78,18,15.26851045849315,0.009064144179264455,0.84834984314251,1,0.12968938707684452
79,36,26.105107592336438,0.011898411676744257,0.8456608462711376,1,0.14097817219091568
80,21,2.2596593128843665,0.008779904305675785,0.868463019895646,1,0.13432189230267255
81,16,2.2657019229634443,0.010286266280408402,0.8484408894731662,1,0.1308458073209786
82,19,36.040970796848846,0.0008289578758540602,0.8641347771739701,1,0.12946224377836346
83,18,17.83837765151388,0.01075222327481037,0.870710395711329,1,0.13244835041330816
84,31,15.526966577147512,0.007420074140776374,0.8574014959147894,1,0.13464123524722527
85,26,42.3874303525717,0.020330362768956663,0.8861783099370395,1,0.13219135506709723
86,41,4.986214486855118,0.010001792053825603,0.8688135447774971,1,0.14010158775853088
87,21,2.5408583902375597,0.011860786450435368,0.8766197027652182,1,0.13513209886971966
88,22,11.763290832734398,0.00587005553654588,0.8717982845749526,1,0.13285023693088815
89,19,41.537533245531336,0.011548038182991358,0.8560225101069567,1,0.13477691216416943
90,18,40.91303932530889,0.0053923145393683855,0.8667451646197378,1,0.135486093987795
91,25,16.063957048967232,0.009958043617499133,0.8739686051427221,1,0.13115492893574554
92,19,27.77598551745126,0.007487366756570449,0.8643750311755645,1,0.13638651854909267
93,23,20.65657246957143,0.01239094293726253,0.8568597772826602,1,0.1332380902382161
94,-1,,,,0,
95,21,28.60801686708038,0.015077284899038106,0.8488979260944639,1,0.1361361891353774
96,18,0.9525772173444338,0.008299603118158543,0.8452191219673991,1,0.12685468512385856
97,18,18.75364990727857,0.005776845628210998,0.8513340757219318,1,0.12513632500852
98,24,16.560408912777433,0.016819156434967994,0.8634019696934558,1,0.13982586943788666
99,18,16.500914529473782,0.003323229629202631,0.8583563819858646,1,0.13501793040231502
100,21,16.97300153345622,0.007438810710039472,0.8499197934345862,1,0.126249692870821
101,20,5.948655180140037,0.0056084180381894225,0.8580179765046811,1,0.13277586578016698
102,28,23.3507098142085,0.007313159841279091,0.8595387098255822,1,0.1350990447423871
103,22,4.1011417886740205,0.011592417714549344,0.8555153454775007,1,0.13071544122228396
104,26,21.097471749158814,0.01101561737121009,0.8883251931103526,1,0.13015067675156256
105,22,22.899786406585992,0.009925064198758913,0.8556797763129834,1,0.12946108305270831
106,59,34.97512995223457,0.01508491351286311,0.8698017318037344,1,0.13321638109575218
107,23,16.69311145274702,0.008024396206718454,0.8516508461627388,1,0.13842527784294978
108,-1,,,,0,
109,130,12.605416197683383,0.008404688059871927,0.8479184000534193,0,0.08031374123316404
110,19,44.55215600774547,0.0018942387102772649,0.8589832224322996,1,0.13366667970476132
111,20,19.060725551425023,0.0043481510302177066,0.8979626191671441,1,0.13314919388340396
112,24,42.97296028080412,0.006026261362040015,0.870781207405746,1,0.1268312821115115
113,19,30.56307989877078,0.007801008995693689,0.8681614890526373,1,0.12453436821607189
114,23,13.883007727746275,0.010678176972762857,0.8564634240923588,1,0.13928679113564368
115,25,33.22300346373828,0.010495158900854928,0.8558886914744697,1,0.13933536771844723
116,25,6.5468729782016055,0.003701858601320634,0.8648038945763857,1,0.13201302382349522
117,26,32.462089654918685,0.0007234214551888109,0.852625391683073,1,0.12744375668424723
118,25,1.7792030160217749,0.020727970726770663,0.8426130602515906,1,0.13914726783071774
119,25,1.0918609625744864,0.012265865553910522,0.8820500327435599,1,0.13136198927459808
120,16,28.243471282893495,0.006061617247408917,0.859379149014556,1,0.1314036378094937
121,24,16.462653131428667,0.005299322359518561,0.8547364682240142,1,0.1322214533962105
122,19,36.68880135530164,0.01381387774667702,0.8830507354999962,1,0.13741790813692678
123,26,1.0711825238223582,0.007627128426950113,0.8669040159121724,1,0.1369522977718325
124,36,9.243818049668725,0.0026106744447667684,0.8466871430872256,1,0.12984250774334472
125,19,18.25182070530839,0.010380587103404488,0.8530713628372981,1,0.13815908449630443
126,14,44.60215040834464,0.0024408824940611957,0.8450583845493418,1,0.13493013724062441
127,26,13.879349879369414,0.020027827752388844,0.876277980158585,1,0.13535161457233735
128,18,3.746216981076202,0.005312921402236443,0.8592520006233801,1,0.1303011380964233
129,28,10.163998767765058,0.016089100432109933,0.8534604552717258,1,0.13621788640720045
130,21,29.90028654903415,0.01264818759704606,0.8687604336542839,1,0.13038773574591356
131,27,30.498992506459132,0.014765947068364446,0.855791838555549,1,0.1316165233242077
132,20,28.34497245381931,0.012353926161299864,0.8573777446054953,1,0.14396935861836968
133,19,21.162579742736085,0.0137583494119298,0.8640280241929252,1,0.13123153201884452
134,16,25.16473352566547,0.01647261361643013,0.8515400087382273,1,0.13721538967426594
135,20,0.7435059372795507,0.0069591398555755475,0.8633599942848054,1,0.13653279493815307
136,23,27.13549998982711,0.012337341681780087,0.8529864999094181,1,0.14276984399583648
137,23,19.777583411059084,0.01114488134912069,0.8653451668152212,1,0.13281191342993381
138,25,39.29500025280683,0.026437887522381135,0.8845488983427424,1,0.13476891561964932
139,25,21.289079146908136,0.0010551792086243017,0.8682329954949141,1,0.13203931116622225
140,20,23.25730860688606,0.0038395804805705595,0.8406544084322192,1,0.13335931542254842
141,56,37.5446594337472,0.024152653916023795,0.8755547955148525,1,0.13079274751946668
142,23,17.33894416358575,0.008433031686081876,0.8559228758422626,1,0.13120941903218797
143,25,28.277387854538006,0.007238564286599714,0.8525045755856056,1,0.14039812989334977
144,32,30.618230841344143,0.010880411789731387,0.8468337964094971,1,0.13669012647710455
145,20,28.33493747935485,0.0076916447072355775,0.8665225686851773,1,0.13091580014053428
146,21,19.069701729013502,0.007844822937302513,0.8619927665566354,1,0.1394973528701522
147,19,7.671663213428872,0.009542779658407528,0.8637791913760875,1,0.13687042773870917
148,25,29.479791331137477,0.011179909475099128,0.8599455937731829,1,0.132035820380618
149,41,7.314445384096501,0.00835499580844674,0.8687826576917256,1,0.12952793071817315
