checkpoints/td3_place_cerBP_scr_s11	FINAL_NO_STOP	2500	7.0	4000	2026-09-12 05:10:11
checkpoints/td3_place_cerBP_scr_s10	FINAL_NO_STOP	2000	7.0	4000	2026-09-12 05:11:11
checkpoints/td3_place_cerBP_scr_s12	FINAL_NO_STOP	1250	52.0	4000	2026-09-12 05:14:42
checkpoints/td3_place_cerBP_warm_s10	FINAL_NO_STOP	250	72.0	4000	2026-09-12 05:16:12
checkpoints/td3_place_cerBP_warm_s11	FINAL_NO_STOP	250	54.0	4000	2026-09-12 05:19:42
checkpoints/td3_place_cerBP_warm_s12	FINAL_NO_STOP	250	70.0	4000	2026-09-12 05:21:12
