episode,mode,success,steps,phase,ticks,detections,truth_fallback_steps,latched
0,latch,1,102,7,1,1,0,1
1,latch,1,125,7,1,1,0,1
2,latch,1,153,7,1,1,0,1
3,latch,1,122,7,1,1,0,1
4,latch,1,155,7,1,1,0,1
5,latch,1,133,7,1,1,0,1
6,latch,1,168,7,4,1,3,1
7,latch,1,162,7,3,1,2,1
8,latch,1,127,7,2,1,1,1
9,latch,1,139,7,1,1,0,1
10,latch,1,150,7,2,1,1,1
11,latch,1,106,7,1,1,0,1
12,latch,1,139,7,1,1,0,1
13,latch,1,167,7,1,1,0,1
14,latch,0,311,8,3,1,2,1
15,latch,0,314,8,314,0,314,0
16,latch,0,188,8,1,1,0,1
17,latch,1,151,7,1,1,0,1
18,latch,1,123,7,1,1,0,1
19,latch,1,115,7,115,0,115,0
20,latch,1,133,7,1,1,0,1
21,latch,1,139,7,1,1,0,1
22,latch,1,147,7,1,1,0,1
23,latch,1,172,7,172,0,172,0
24,latch,0,324,8,1,1,0,1
25,latch,1,144,7,1,1,0,1
26,latch,1,129,7,1,1,0,1
27,latch,1,154,7,1,1,0,1
28,latch,1,143,7,3,1,2,1
29,latch,0,250,8,1,1,0,0
30,latch,1,107,7,1,1,0,1
31,latch,1,154,7,1,1,0,1
32,latch,1,160,7,1,1,0,1
33,latch,1,126,7,2,1,1,1
34,latch,1,102,7,2,1,1,1
35,latch,1,156,7,2,1,1,1
36,latch,1,161,7,1,1,0,1
37,latch,1,157,7,1,1,0,1
38,latch,1,102,7,2,1,1,1
39,latch,1,150,7,1,1,0,1
40,latch,1,137,7,1,1,0,1
41,latch,1,130,7,3,1,2,1
42,latch,1,190,7,3,1,2,1
43,latch,1,164,7,3,1,2,1
44,latch,0,349,8,1,1,0,1
45,latch,1,127,7,1,1,0,1
46,latch,1,126,7,3,1,2,1
47,latch,1,157,7,1,1,0,1
48,latch,1,172,7,1,1,0,1
49,latch,1,135,7,1,1,0,1
