reach,grip_close,idle,drop,away,grasp_hold,success_bonus,partial_credit,align_shape,dense_align,builtin,n_drops,n_grasped_steps,_align,_rise,_certified,_steps,_total,_disc,outcome
0.0,0.0,-10.400000000000004,0.0,0.0,0.0,150.0,0.0,0.0,0.0,58.852455842512335,0,8,0.9086995641062395,0.17081674947611136,1,26,198.45245584251234,163.9005934500049,CERTIFIED
0.0,0.0,-8.400000000000002,0.0,0.0,0.0,150.0,0.0,0.0,0.0,61.043719586723185,0,8,0.3632480064345849,0.10805218700242047,1,21,202.6437195867232,174.6024407107399,CERTIFIED
0.0,0.0,-11.200000000000005,0.0,0.0,0.0,150.0,0.0,0.0,0.0,56.714066392490224,0,8,0.14912901251176502,0.18350472476702617,1,28,195.5140663924902,158.6988204813111,CERTIFIED
0.0,0.0,-10.800000000000004,0.0,0.0,0.0,150.0,0.0,0.0,0.0,56.11790690271259,0,8,0.3577422692438852,0.1309026822626781,1,27,195.3179069027126,159.8181868772346,CERTIFIED
0.0,0.0,-10.800000000000004,0.0,0.0,0.0,150.0,0.0,0.0,0.0,59.96041851718206,0,8,0.5979198339395089,0.11861242882390544,1,27,199.16041851718205,163.23396095863313,CERTIFIED
0.0,0.0,-8.400000000000002,0.0,0.0,0.0,150.0,0.0,0.0,0.0,58.09642241080926,0,8,0.5964999479084535,0.2023460829463345,1,21,199.69642241080925,171.8527780966711,CERTIFIED
0.0,0.0,-12.000000000000005,0.0,0.0,0.0,150.0,0.0,0.0,0.0,60.99433730101634,0,8,0.42627462725246734,0.1479627643463366,1,30,198.99433730101634,159.29873468880757,CERTIFIED
0.0,0.0,-10.800000000000004,0.0,0.0,0.0,150.0,0.0,0.0,0.0,56.46714455336535,0,8,0.11996539730606759,0.1600156628928079,1,27,195.66714455336535,160.1111087815633,CERTIFIED
0.0,0.0,-9.600000000000003,0.0,0.0,0.0,150.0,0.0,0.0,0.0,59.39733068207234,0,8,0.7448707612440879,0.26250169186842853,1,24,199.79733068207233,167.83366876846472,CERTIFIED
0.0,0.0,-13.600000000000007,-5.0,0.0,0.0,150.0,0.0,0.0,0.0,49.81576149664829,1,9,0.9620854488389985,0.09724458788156554,1,34,181.2157614966483,144.30119993942967,CERTIFIED
0.0,0.0,-10.400000000000004,0.0,0.0,0.0,150.0,0.0,0.0,0.0,59.33894590677822,0,8,0.9887682308904946,0.07305747643823979,1,26,198.93894590677823,164.34554419889528,CERTIFIED
0.0,0.0,-10.800000000000004,0.0,0.0,0.0,150.0,0.0,0.0,0.0,55.90605798948745,0,8,0.5577705582402034,0.14565768561997983,1,27,195.10605798948745,159.66224345913093,CERTIFIED
0.0,0.0,-10.000000000000004,0.0,0.0,0.0,150.0,0.0,0.0,0.0,58.253001288687145,0,8,0.8986495416461846,0.07314102931337796,1,25,198.25300128868713,165.07397227465412,CERTIFIED
0.0,0.0,-10.400000000000004,0.0,0.0,0.0,150.0,0.0,0.0,0.0,57.34073779520189,0,8,0.30692799974900076,0.12239637004545678,1,26,196.9407377952019,162.54774325531108,CERTIFIED
0.0,0.0,-10.800000000000004,0.0,0.0,0.0,150.0,0.0,0.0,0.0,57.350007596872565,0,8,0.8612918117866855,0.12660761228860096,1,27,196.55000759687255,160.93390849970552,CERTIFIED
0.0,0.0,-8.400000000000002,0.0,0.0,0.0,150.0,0.0,0.0,0.0,58.98505788402389,0,8,0.938136614981225,0.13977175624216143,1,21,200.58505788402388,172.67845469678412,CERTIFIED
0.0,0.0,-12.000000000000005,0.0,0.0,0.0,150.0,0.0,0.0,0.0,56.39815673487573,0,8,0.2379439460319389,0.07923118773900306,1,30,194.39815673487573,155.1745513899365,CERTIFIED
0.0,0.0,-11.600000000000005,0.0,0.0,0.0,150.0,0.0,0.0,0.0,56.958928104243924,0,8,0.5472308456531361,0.12054103734192967,1,29,195.35892810424392,157.2564984819442,CERTIFIED
0.0,0.0,-11.600000000000005,0.0,0.0,0.0,150.0,0.0,0.0,0.0,55.38523834407534,0,8,0.9285016487878232,0.13515349306533797,1,29,193.78523834407534,155.93101627116505,CERTIFIED
