reach,grip_close,idle,drop,away,grasp_hold,success_bonus,partial_credit,align_shape,dense_align,n_drops,n_grasped_steps,_align,_rise,_certified,_steps,_total,_disc,outcome
17.429554470871437,2.596042719726646,-28.600000000000012,0.0,0.0,80.0,0.0,0.10651730229266858,0.0,-11.402788102564902,0,8,0.6161182689353832,0.004248649308281283,0,26,60.12932639032586,46.19258370834696,"slip (gripped, lift failed)"
21.249808789279715,2.0815886390762612,-31.900000000000016,0.0,0.0,80.0,0.0,3.3430272370937835,0.0,-23.22375667921099,0,8,0.2583048094264421,0.01340162527755595,0,29,51.55066798623875,36.68295164056475,"slip (gripped, lift failed)"
22.40347833798627,2.551238022930737,-31.900000000000016,0.0,0.0,80.0,0.0,0.11389253590005985,0.0,-8.220137182354938,0,8,0.21724173692412652,0.004344527859046821,0,29,64.94847171446212,48.977637498772516,"slip (gripped, lift failed)"
19.63728133414503,0.36363367987912254,-33.000000000000014,0.0,0.0,80.0,0.0,0.35077807171382025,0.0,-17.28670658601698,0,8,0.3782045368951982,0.006321036686630088,0,30,50.06498649972097,35.51384477421463,"slip (gripped, lift failed)"
21.16587015123567,2.874978364064389,-36.30000000000002,0.0,0.0,80.0,0.0,0.24703508139571914,0.0,-13.538660048561258,0,8,0.7460326816781175,0.0056238065864442355,0,33,54.449223548134505,37.00035969036527,"slip (gripped, lift failed)"
20.542834892490216,2.557403484555207,-30.800000000000015,0.0,0.0,80.0,0.0,37.5,0.0,-17.925165219668983,0,8,0.6443999723462197,0.061050916869510474,0,28,91.87507315737643,68.58015549400267,"slip (gripped, lift failed)"
26.904018028821476,3.455202760572313,-41.800000000000026,0.0,-0.7,80.0,0.0,0.010415432057017606,0.0,-23.821097572581774,0,8,0.24666642474561162,0.0019573564841951496,0,38,44.048538648869,26.77464613795084,"slip (gripped, lift failed)"
19.223101877710366,2.272419413644209,-33.000000000000014,0.0,-0.7,80.0,0.0,3.316016531064664,0.0,-3.2661509172023906,0,8,0.07366595471248283,0.013365433860516918,0,30,67.84538690521683,50.17878226563831,"slip (gripped, lift failed)"
49.22489186519581,12.064424534072707,-69.30000000000003,0.0,-2.0999999999999996,80.0,0.0,0.021667615063413106,0.0,-66.89630800457863,0,8,0.3866537965532264,0.0024987024117241186,0,63,3.014676009753268,-14.766817487105982,"slip (gripped, lift failed)"
27.973657507160894,3.075781592097252,-42.90000000000003,0.0,-0.7,80.0,0.0,0.0006272406480634727,0.0,-11.465089849293683,0,8,0.4068473710706485,0.000767224089434082,0,39,55.98497649061249,35.73387595480949,"slip (gripped, lift failed)"
32.98613608219623,6.496450205152831,-45.10000000000003,0.0,-1.4,80.0,0.0,0.07119746875539461,0.0,-47.40240429184885,0,8,0.2621932432294326,0.0037147735963684037,0,41,25.651379464255584,8.882259662351935,"slip (gripped, lift failed)"
18.827572698244193,2.7669942279448683,-34.100000000000016,0.0,0.0,80.0,0.0,37.5,0.0,-18.56296027884236,0,8,0.2282166888491013,0.040565005844057866,0,31,86.43160664734668,61.31878758356743,"slip (gripped, lift failed)"
18.91101365644066,2.5705787662707507,-31.900000000000016,0.0,0.0,80.0,0.0,0.8579588227880214,0.0,-19.338595927164878,0,8,0.38362988051987945,0.008516601245662891,0,29,51.10095531833453,36.55064593628174,"slip (gripped, lift failed)"
20.484966133200864,1.0981255270108647,-35.20000000000002,0.0,-0.7,80.0,0.0,0.8310565026990613,0.0,-11.258390239486497,0,8,0.7939584943367183,0.008426638233347328,0,32,55.255757923424255,38.50010399971795,"slip (gripped, lift failed)"
18.417293731704497,1.300209727963102,-27.50000000000001,0.0,0.0,80.0,0.0,4.518378236558387,0.0,-14.150210264395504,0,8,0.04611840976401771,0.014817389364116695,0,25,62.58567143183048,48.656785924578024,"slip (gripped, lift failed)"
67.74622220675832,14.488125928226804,-95.69999999999989,-15.0,-2.0999999999999996,120.0,0.0,0.0,0.0,-87.99371625481483,3,15,0.822247061130565,0.0,0,87,1.440631880170395,-9.309013619571445,"slip (gripped, lift failed)"
131.29539420976542,46.57093376857844,-171.5999999999995,-15.0,-4.2,120.0,0.0,7.020822748431111e-05,0.0,-114.3213685345312,3,13,0.32808031359774137,0.0003697488526693826,0,156,-7.254970347959341,-37.66134917685049,"slip (gripped, lift failed)"
23.418025422563208,1.4721120704212187,-39.60000000000002,0.0,0.0,80.0,0.0,37.5,0.0,-22.63570212389216,0,8,0.45060928401267974,0.05643326712531094,0,36,80.15443536909224,52.44606002945323,"slip (gripped, lift failed)"
44.41834415446789,12.780256950778169,-60.50000000000005,-20.0,-1.4,120.0,0.0,1.4721663999999202,0.0,-35.10876830821686,4,18,0.8959049006904308,0.010195999353792673,0,55,61.661999197029026,40.63893929591897,"slip (gripped, lift failed)"
22.105142525709738,2.2527074858067895,-37.40000000000002,0.0,0.0,80.0,0.0,37.5,0.0,-12.961580775403942,0,8,0.49753065240453853,0.04598865826219534,0,34,91.49626923611255,63.17123883654642,"slip (gripped, lift failed)"
23.654972171539878,3.086924591334457,-38.50000000000002,0.0,-1.4,80.0,0.0,0.011805644442523308,0.0,-25.020828978223253,0,8,0.8061013346148024,0.0020408326729121073,0,35,41.83287342909358,25.16052719011082,"slip (gripped, lift failed)"
20.73475472224575,2.9644095759710076,-36.30000000000002,0.0,-0.7,80.0,0.0,37.5,0.0,-10.585079950733343,0,8,0.5011499837852985,0.09050185993208648,0,33,93.61408434748343,65.85889433309553,"slip (gripped, lift failed)"
19.720961098678792,2.4100611280658244,-33.000000000000014,0.0,0.0,80.0,0.0,0.31384525090903476,0.0,-9.247373622364329,0,8,0.7315911692599053,0.006090917062243739,0,30,60.19749385528932,43.7388982408668,"slip (gripped, lift failed)"
19.410661213144206,2.745676409391751,-36.30000000000002,0.0,0.0,80.0,0.0,37.5,0.0,-6.556684456533189,0,8,0.6453305251989203,0.048890312976987094,0,33,96.79965316600274,68.43547500712421,"slip (gripped, lift failed)"
37.85454988563188,10.5733352299021,-51.70000000000004,0.0,-2.0999999999999996,80.0,0.0,37.5,0.0,-23.98431131964382,0,8,0.904166896438532,0.048294737188504966,0,47,88.14357379589012,50.34029784668407,"slip (gripped, lift failed)"
19.783492703633502,1.8999641464887125,-35.20000000000002,0.0,0.0,80.0,0.0,37.5,0.0,-17.516272502082035,0,8,0.3371203568346257,0.06057559947270008,0,32,86.46718434804016,60.92503519210308,"slip (gripped, lift failed)"
17.658489782638465,1.096373742133382,-31.900000000000016,0.0,0.0,80.0,0.0,0.125161352042985,0.0,-12.76466796602452,0,8,0.35720727555482135,0.004483332140987617,0,29,54.21535691079029,39.45497902635823,"slip (gripped, lift failed)"
18.456017928573065,1.5723002170040137,-31.900000000000016,0.0,0.0,80.0,0.0,37.5,0.0,-6.034069433393861,0,8,0.4717830470186325,0.043496324734408676,0,29,99.59424871218322,74.5672645282576,"slip (gripped, lift failed)"
111.7962807273204,42.322196619904055,-156.1999999999996,-20.0,-3.5,120.0,0.0,3.66825235249568e-05,0.0,-85.94211290149012,4,18,0.3920182055437118,0.00029780402763868175,0,142,8.47640112825826,-11.269828905515595,"slip (gripped, lift failed)"
18.329560791537105,2.7934004059681463,-27.50000000000001,0.0,0.0,80.0,0.0,8.540305744755269,0.0,-9.427700253333061,0,8,0.9026353011230162,0.018320414909495875,0,25,72.73556668892745,57.08737440957973,"slip (gripped, lift failed)"
29.747940604378787,2.5875933655719447,-39.60000000000002,0.0,0.0,80.0,0.0,37.5,0.0,-31.134682365079986,0,8,0.06811455639515629,0.0814259578619686,0,36,79.10085160487074,51.6573358561151,"slip (gripped, lift failed)"
20.137740021390776,2.780261410491353,-36.30000000000002,0.0,0.0,80.0,288.6134548481774,0.0,0.0,-8.979635906520022,0,8,0.848179397975699,0.13799393198726506,1,33,346.25182037353954,249.3542126696812,CERTIFIED
