episode,attempts,success,phase,steps,tag,regrasps,unjams
0,2,1,DONE_OK,122,retract,0,0
1,1,0,DONE_FAIL,300,retract,0,0
2,1,0,DONE_FAIL,300,retract,0,0
3,2,0,DONE_FAIL,300,retract,0,2
4,1,1,DONE_OK,113,retract,0,0
5,1,0,DONE_FAIL,158,retract,0,0
6,1,1,DONE_OK,129,retract,0,0
7,1,1,DONE_OK,49,retract,0,0
8,1,1,DONE_OK,114,retract,0,0
9,1,1,DONE_OK,105,retract,0,0
10,1,1,DONE_OK,109,retract,0,0
11,1,1,DONE_OK,92,retract,0,0
12,1,0,DONE_FAIL,124,retract,0,0
13,1,1,DONE_OK,127,retract,0,0
14,1,1,DONE_OK,115,retract,0,0
15,1,1,DONE_OK,82,retract,0,0
16,1,1,DONE_OK,134,retract,0,0
17,1,1,DONE_OK,115,retract,0,0
18,1,1,DONE_OK,90,retract,0,0
19,1,1,DONE_OK,88,retract,0,0
20,1,0,DONE_FAIL,300,retract,0,0
21,1,1,DONE_OK,119,retract,0,0
22,1,1,DONE_OK,35,retract,0,0
23,1,1,DONE_OK,120,retract,0,0
24,1,1,DONE_OK,121,retract,0,0
25,1,0,DONE_FAIL,300,retract,0,3
26,1,1,DONE_OK,127,retract,0,0
27,1,1,DONE_OK,119,retract,0,0
28,1,0,DONE_FAIL,300,retract,0,0
29,2,1,DONE_OK,95,retract,0,0
30,1,1,DONE_OK,96,retract,0,0
31,1,1,DONE_OK,83,retract,0,0
32,1,0,DONE_FAIL,300,retract,0,0
33,1,1,DONE_OK,125,retract,0,0
34,2,1,DONE_OK,111,retract,0,0
35,1,0,DONE_FAIL,300,retract,0,0
36,1,0,DONE_FAIL,300,retract,0,0
37,1,1,DONE_OK,59,retract,0,0
38,1,0,DONE_FAIL,300,retract,0,3
39,1,0,DONE_FAIL,300,retract,0,0
40,1,0,DONE_FAIL,117,retract,0,0
41,1,1,DONE_OK,109,retract,0,0
42,1,0,DONE_FAIL,300,retract,0,3
43,1,1,DONE_OK,112,retract,0,0
44,1,1,DONE_OK,90,retract,0,0
45,1,1,DONE_OK,84,retract,0,0
46,2,1,DONE_OK,61,retract,0,0
47,1,1,DONE_OK,81,retract,0,0
48,1,1,DONE_OK,109,retract,0,0
49,1,1,DONE_OK,49,retract,0,0
50,2,0,DONE_FAIL,300,retract,0,3
51,2,1,DONE_OK,85,retract,0,0
52,1,0,DONE_FAIL,300,retract,0,3
53,1,0,DONE_FAIL,300,retract,0,2
54,2,1,DONE_OK,153,retract,0,0
55,2,1,DONE_OK,102,retract,0,0
56,1,1,DONE_OK,140,retract,0,0
57,1,0,DONE_FAIL,300,retract,0,0
58,1,1,DONE_OK,85,retract,0,0
59,1,1,DONE_OK,114,retract,0,0
60,1,0,DONE_FAIL,300,retract,0,0
61,1,1,DONE_OK,83,retract,0,0
62,1,1,DONE_OK,87,retract,0,0
63,1,1,DONE_OK,119,retract,0,0
64,1,1,DONE_OK,139,retract,0,0
65,1,1,DONE_OK,85,retract,0,0
66,1,1,DONE_OK,89,retract,0,0
67,1,1,DONE_OK,85,retract,0,0
68,1,1,DONE_OK,75,retract,0,0
69,1,1,DONE_OK,117,retract,0,0
70,1,1,DONE_OK,82,retract,0,0
71,1,1,DONE_OK,91,retract,0,0
72,1,0,DONE_FAIL,144,retract,0,0
73,1,0,DONE_FAIL,300,retract,0,3
74,1,1,DONE_OK,116,retract,0,0
75,1,1,DONE_OK,83,retract,0,0
76,1,1,DONE_OK,87,retract,0,0
77,1,0,DONE_FAIL,54,retract,0,0
78,1,1,DONE_OK,109,retract,0,0
79,1,0,DONE_FAIL,300,retract,0,3
80,1,0,DONE_FAIL,300,retract,0,3
81,2,0,DONE_FAIL,85,retract,0,0
82,1,0,DONE_FAIL,59,retract,0,0
83,1,1,DONE_OK,91,retract,0,0
84,1,1,DONE_OK,40,retract,0,0
85,1,1,DONE_OK,76,retract,0,0
86,2,0,DONE_FAIL,300,retract,0,0
87,1,0,DONE_FAIL,300,retract,0,0
88,1,1,DONE_OK,122,retract,0,0
89,1,1,DONE_OK,56,retract,0,0
90,1,1,DONE_OK,89,retract,0,0
91,2,1,DONE_OK,98,retract,0,0
92,2,0,DONE_FAIL,300,retract,0,0
93,1,1,DONE_OK,138,retract,0,0
94,1,1,DONE_OK,120,retract,0,0
95,1,1,DONE_OK,98,retract,0,0
96,1,0,DONE_FAIL,300,retract,0,0
97,1,1,DONE_OK,110,retract,0,0
98,2,1,DONE_OK,85,retract,0,0
99,1,0,DONE_FAIL,61,retract,0,0
