episode,attempts,success,phase,steps,tag,regrasps,unjams
0,1,1,DONE_OK,68,retract,0,0
1,2,0,DONE_FAIL,300,retract,0,0
2,1,1,DONE_OK,127,retract,0,0
3,1,1,DONE_OK,120,retract,0,0
4,1,1,DONE_OK,41,retract,0,0
5,1,0,DONE_FAIL,54,retract,0,0
6,1,1,DONE_OK,51,retract,0,0
7,1,0,DONE_FAIL,300,retract,0,2
8,1,0,DONE_FAIL,132,retract,0,0
9,1,1,DONE_OK,75,retract,0,0
10,1,1,DONE_OK,108,retract,0,0
11,1,1,DONE_OK,111,retract,0,0
12,1,1,DONE_OK,116,retract,0,0
13,1,0,DONE_FAIL,300,retract,0,0
14,1,1,DONE_OK,104,retract,0,0
15,1,1,DONE_OK,111,retract,0,0
16,1,1,DONE_OK,118,retract,0,0
17,2,1,DONE_OK,125,retract,0,0
18,1,1,DONE_OK,47,retract,0,0
19,1,1,DONE_OK,51,retract,0,0
20,1,1,DONE_OK,80,retract,0,0
21,1,0,DONE_FAIL,174,retract,0,0
22,2,0,DONE_FAIL,300,retract,0,0
23,1,1,DONE_OK,126,retract,0,0
24,1,0,DONE_FAIL,52,retract,0,0
25,2,1,DONE_OK,78,retract,0,0
26,1,1,DONE_OK,120,retract,0,0
27,1,0,DONE_FAIL,88,retract,0,0
28,1,1,DONE_OK,140,retract,0,0
29,1,0,DONE_FAIL,300,retract,0,0
30,1,0,DONE_FAIL,300,retract,0,2
31,2,1,DONE_OK,115,retract,0,0
32,1,1,DONE_OK,147,retract,0,0
33,1,1,DONE_OK,59,retract,0,0
34,1,1,DONE_OK,90,retract,0,0
35,1,1,DONE_OK,115,retract,0,0
36,1,0,DONE_FAIL,300,retract,0,0
37,1,0,DONE_FAIL,66,retract,0,0
38,1,1,DONE_OK,110,retract,0,0
39,1,0,DONE_FAIL,300,retract,0,2
40,1,1,DONE_OK,120,retract,0,0
41,1,0,DONE_FAIL,40,retract,0,0
42,1,1,DONE_OK,93,retract,0,0
43,1,0,DONE_FAIL,300,retract,0,0
44,1,1,DONE_OK,105,retract,0,0
45,1,1,DONE_OK,130,retract,0,0
46,1,1,DONE_OK,52,retract,0,0
47,1,1,DONE_OK,89,retract,0,0
48,1,0,DONE_FAIL,117,retract,0,0
49,2,1,DONE_OK,85,retract,0,0
50,1,0,DONE_FAIL,300,retract,0,0
51,1,1,DONE_OK,79,retract,0,0
52,1,1,DONE_OK,54,retract,0,0
53,1,1,DONE_OK,114,retract,0,0
54,1,1,DONE_OK,48,retract,0,0
55,1,1,DONE_OK,21,retract,0,0
56,1,0,DONE_FAIL,118,retract,0,0
57,1,0,DONE_FAIL,300,retract,0,0
58,1,1,DONE_OK,120,retract,0,0
59,1,1,DONE_OK,57,retract,0,0
60,1,1,DONE_OK,100,retract,0,0
61,1,0,DONE_FAIL,300,retract,0,0
62,2,1,DONE_OK,104,retract,0,0
63,1,0,DONE_FAIL,300,retract,0,2
64,1,1,DONE_OK,110,retract,0,0
65,1,1,DONE_OK,119,retract,0,0
66,1,1,DONE_OK,126,retract,0,0
67,1,1,DONE_OK,110,retract,0,0
68,1,1,DONE_OK,93,retract,0,0
69,1,1,DONE_OK,79,retract,0,0
70,1,0,DONE_FAIL,83,retract,0,0
71,1,1,DONE_OK,93,retract,0,0
72,1,0,DONE_FAIL,300,retract,0,0
73,1,1,DONE_OK,113,retract,0,0
74,1,1,DONE_OK,82,retract,0,0
75,2,1,DONE_OK,77,retract,0,0
76,1,1,DONE_OK,125,retract,0,0
77,1,1,DONE_OK,124,retract,0,0
78,1,1,DONE_OK,124,retract,0,0
79,1,1,DONE_OK,103,retract,0,0
80,2,1,DONE_OK,134,retract,0,0
81,1,1,DONE_OK,132,retract,0,0
82,1,1,DONE_OK,54,retract,0,0
83,1,1,DONE_OK,119,retract,0,0
84,1,1,DONE_OK,49,retract,0,0
85,1,1,DONE_OK,113,retract,0,0
86,1,0,DONE_FAIL,300,retract,0,0
87,1,1,DONE_OK,90,retract,0,0
88,1,1,DONE_OK,71,retract,0,0
89,1,1,DONE_OK,114,retract,0,0
90,1,0,DONE_FAIL,300,retract,0,0
91,1,1,DONE_OK,130,retract,0,0
92,1,1,DONE_OK,101,retract,0,0
93,1,0,DONE_FAIL,300,retract,0,0
94,1,1,DONE_OK,104,retract,0,0
95,1,0,DONE_FAIL,300,retract,0,3
96,1,1,DONE_OK,92,retract,0,0
97,1,0,DONE_FAIL,77,retract,0,0
98,1,1,DONE_OK,81,retract,0,0
99,1,1,DONE_OK,67,retract,0,0
