episode,attempts,success,phase,steps,tag,regrasps,unjams
0,1,1,DONE_OK,68,AC_int8,0,0
1,2,0,DONE_FAIL,388,AC_int8,1,0
2,1,1,DONE_OK,127,AC_int8,0,0
3,1,1,DONE_OK,120,AC_int8,0,0
4,1,1,DONE_OK,41,AC_int8,0,0
5,1,0,DONE_FAIL,54,AC_int8,0,0
6,1,1,DONE_OK,109,AC_int8,0,0
7,1,0,DONE_FAIL,300,AC_int8,0,0
8,1,0,DONE_FAIL,132,AC_int8,0,0
9,1,1,DONE_OK,75,AC_int8,0,0
10,1,1,DONE_OK,108,AC_int8,0,0
11,1,1,DONE_OK,111,AC_int8,0,0
12,1,1,DONE_OK,116,AC_int8,0,0
13,1,0,DONE_FAIL,337,AC_int8,1,0
14,1,1,DONE_OK,111,AC_int8,0,0
15,1,1,DONE_OK,147,AC_int8,0,0
16,1,1,DONE_OK,118,AC_int8,0,0
17,2,1,DONE_OK,125,AC_int8,0,0
18,1,1,DONE_OK,47,AC_int8,0,0
19,1,1,DONE_OK,51,AC_int8,0,0
20,1,1,DONE_OK,80,AC_int8,0,0
21,1,0,DONE_FAIL,196,AC_int8,0,0
22,2,0,DONE_FAIL,266,AC_int8,1,0
23,1,1,DONE_OK,126,AC_int8,0,0
24,1,0,DONE_FAIL,52,AC_int8,0,0
25,2,1,DONE_OK,85,AC_int8,0,0
26,1,1,DONE_OK,120,AC_int8,0,0
27,1,0,DONE_FAIL,111,AC_int8,0,0
28,1,1,DONE_OK,170,AC_int8,0,0
29,1,0,DONE_FAIL,282,AC_int8,1,0
30,1,0,DONE_FAIL,300,AC_int8,0,0
31,2,1,DONE_OK,115,AC_int8,0,0
32,1,1,DONE_OK,147,AC_int8,0,0
33,1,1,DONE_OK,59,AC_int8,0,0
34,1,1,DONE_OK,107,AC_int8,0,0
35,1,1,DONE_OK,115,AC_int8,0,0
36,1,0,DONE_FAIL,268,AC_int8,1,0
37,1,0,DONE_FAIL,67,AC_int8,0,0
38,1,1,DONE_OK,110,AC_int8,0,0
39,1,0,DONE_FAIL,300,AC_int8,0,0
40,1,1,DONE_OK,120,AC_int8,0,0
41,1,0,DONE_FAIL,40,AC_int8,0,0
42,1,1,DONE_OK,93,AC_int8,0,0
43,1,0,DONE_FAIL,533,AC_int8,1,0
44,1,1,DONE_OK,112,AC_int8,0,0
45,1,1,DONE_OK,130,AC_int8,0,0
46,1,1,DONE_OK,52,AC_int8,0,0
47,1,1,DONE_OK,93,AC_int8,0,0
48,1,0,DONE_FAIL,144,AC_int8,0,0
49,2,1,DONE_OK,92,AC_int8,0,0
50,1,0,DONE_FAIL,300,AC_int8,0,0
51,1,1,DONE_OK,79,AC_int8,0,0
52,1,1,DONE_OK,54,AC_int8,0,0
53,1,1,DONE_OK,114,AC_int8,0,0
54,1,1,DONE_OK,48,AC_int8,0,0
55,1,1,DONE_OK,21,AC_int8,0,0
56,1,1,DONE_OK,169,AC_int8,0,0
57,1,1,DONE_OK,177,AC_int8,1,0
58,1,1,DONE_OK,120,AC_int8,0,0
59,1,1,DONE_OK,57,AC_int8,0,0
60,1,1,DONE_OK,114,AC_int8,0,0
61,1,0,DONE_FAIL,290,AC_int8,1,0
62,2,1,DONE_OK,104,AC_int8,0,0
63,1,0,DONE_FAIL,300,AC_int8,0,0
64,1,1,DONE_OK,110,AC_int8,0,0
65,1,1,DONE_OK,119,AC_int8,0,0
66,1,1,DONE_OK,145,AC_int8,0,0
67,1,1,DONE_OK,110,AC_int8,0,0
68,1,1,DONE_OK,93,AC_int8,0,0
69,1,1,DONE_OK,79,AC_int8,0,0
70,1,0,DONE_FAIL,83,AC_int8,0,0
71,1,1,DONE_OK,113,AC_int8,0,0
72,1,0,DONE_FAIL,258,AC_int8,1,0
73,1,1,DONE_OK,117,AC_int8,0,0
74,1,1,DONE_OK,88,AC_int8,0,0
75,2,1,DONE_OK,77,AC_int8,0,0
76,1,1,DONE_OK,125,AC_int8,0,0
77,1,1,DONE_OK,124,AC_int8,0,0
78,1,1,DONE_OK,124,AC_int8,0,0
79,1,1,DONE_OK,104,AC_int8,0,0
80,2,1,DONE_OK,146,AC_int8,0,0
81,1,1,DONE_OK,148,AC_int8,0,0
82,1,1,DONE_OK,54,AC_int8,0,0
83,1,1,DONE_OK,119,AC_int8,0,0
84,1,1,DONE_OK,49,AC_int8,0,0
85,1,1,DONE_OK,135,AC_int8,0,0
86,1,1,DONE_OK,134,AC_int8,1,0
87,1,1,DONE_OK,91,AC_int8,0,0
88,1,1,DONE_OK,71,AC_int8,0,0
89,1,1,DONE_OK,114,AC_int8,0,0
90,1,0,DONE_FAIL,272,AC_int8,1,0
91,1,1,DONE_OK,130,AC_int8,0,0
92,1,1,DONE_OK,101,AC_int8,0,0
93,1,0,DONE_FAIL,380,AC_int8,1,0
94,1,1,DONE_OK,111,AC_int8,0,0
95,1,0,DONE_FAIL,300,AC_int8,0,0
96,1,1,DONE_OK,92,AC_int8,0,0
97,1,0,DONE_FAIL,107,AC_int8,0,0
98,1,1,DONE_OK,101,AC_int8,0,0
99,1,1,DONE_OK,97,AC_int8,0,0
