episode,attempts,success,phase,steps,tag,regrasps,unjams
0,1,1,DONE_OK,98,AC_int8,0,0
1,1,1,DONE_OK,108,AC_int8,0,0
2,1,1,DONE_OK,57,AC_int8,0,0
3,1,1,DONE_OK,109,AC_int8,0,0
4,1,1,DONE_OK,151,AC_int8,0,0
5,1,1,DONE_OK,101,AC_int8,0,0
6,1,1,DONE_OK,128,AC_int8,0,0
7,1,1,DONE_OK,80,AC_int8,0,0
8,1,0,DONE_FAIL,300,AC_int8,0,0
9,1,1,DONE_OK,117,AC_int8,0,0
10,1,1,DONE_OK,119,AC_int8,0,0
11,1,0,DONE_FAIL,300,AC_int8,0,0
12,1,1,DONE_OK,162,AC_int8,1,0
13,1,1,DONE_OK,109,AC_int8,0,0
14,1,1,DONE_OK,86,AC_int8,0,0
15,1,1,DONE_OK,112,AC_int8,0,0
16,1,1,DONE_OK,82,AC_int8,0,0
17,1,1,DONE_OK,86,AC_int8,0,0
18,1,1,DONE_OK,136,AC_int8,0,0
19,1,0,DONE_FAIL,315,AC_int8,1,0
20,1,1,DONE_OK,127,AC_int8,0,0
21,2,1,DONE_OK,105,AC_int8,0,0
22,1,1,DONE_OK,81,AC_int8,0,0
23,1,1,DONE_OK,115,AC_int8,0,0
24,1,0,DONE_FAIL,300,AC_int8,0,0
25,1,0,DONE_FAIL,300,AC_int8,0,0
26,1,1,DONE_OK,219,AC_int8,1,0
27,1,1,DONE_OK,116,AC_int8,0,0
28,1,0,DONE_FAIL,190,AC_int8,0,0
29,1,1,DONE_OK,54,AC_int8,0,0
30,1,1,DONE_OK,97,AC_int8,0,0
31,1,1,DONE_OK,107,AC_int8,0,0
32,1,1,DONE_OK,51,AC_int8,0,0
33,1,1,DONE_OK,109,AC_int8,0,0
34,2,1,DONE_OK,143,AC_int8,0,0
35,1,1,DONE_OK,96,AC_int8,0,0
36,1,0,DONE_FAIL,268,AC_int8,1,0
37,1,1,DONE_OK,97,AC_int8,0,0
38,1,1,DONE_OK,153,AC_int8,0,0
39,1,1,DONE_OK,134,AC_int8,0,0
40,1,1,DONE_OK,105,AC_int8,0,0
41,2,1,DONE_OK,104,AC_int8,0,0
42,1,1,DONE_OK,139,AC_int8,0,0
43,1,1,DONE_OK,104,AC_int8,0,0
44,1,1,DONE_OK,39,AC_int8,0,0
45,1,1,DONE_OK,136,AC_int8,0,0
46,1,1,DONE_OK,147,AC_int8,0,0
47,1,1,DONE_OK,130,AC_int8,0,0
48,1,1,DONE_OK,83,AC_int8,0,0
49,1,0,DONE_FAIL,272,AC_int8,1,0
50,1,1,DONE_OK,97,AC_int8,0,0
51,1,0,DONE_FAIL,300,AC_int8,0,0
52,1,1,DONE_OK,107,AC_int8,0,0
53,1,1,DONE_OK,98,AC_int8,0,0
54,2,0,DONE_FAIL,169,AC_int8,0,0
55,1,1,DONE_OK,134,AC_int8,0,0
56,2,1,DONE_OK,123,AC_int8,0,0
57,1,1,DONE_OK,132,AC_int8,0,0
58,1,1,DONE_OK,117,AC_int8,0,0
59,1,1,DONE_OK,98,AC_int8,0,0
60,2,0,DONE_FAIL,300,AC_int8,0,0
61,1,1,DONE_OK,82,AC_int8,0,0
62,1,0,DONE_FAIL,113,AC_int8,0,0
63,2,1,DONE_OK,136,AC_int8,0,0
64,1,0,DONE_FAIL,329,AC_int8,1,0
65,1,1,DONE_OK,142,AC_int8,0,0
66,1,1,DONE_OK,109,AC_int8,0,0
67,1,1,DONE_OK,105,AC_int8,0,0
68,2,1,DONE_OK,128,AC_int8,0,0
69,1,1,DONE_OK,89,AC_int8,0,0
70,1,1,DONE_OK,109,AC_int8,0,0
71,1,1,DONE_OK,139,AC_int8,0,0
72,2,1,DONE_OK,132,AC_int8,0,0
73,1,1,DONE_OK,63,AC_int8,0,0
74,1,0,DONE_FAIL,284,AC_int8,1,0
75,1,1,DONE_OK,118,AC_int8,0,0
76,1,0,DONE_FAIL,274,AC_int8,1,0
77,1,1,DONE_OK,35,AC_int8,0,0
78,1,1,DONE_OK,128,AC_int8,0,0
79,1,1,DONE_OK,118,AC_int8,0,0
80,1,1,DONE_OK,99,AC_int8,0,0
81,1,1,DONE_OK,118,AC_int8,0,0
82,1,0,DONE_FAIL,300,AC_int8,0,0
83,1,1,DONE_OK,112,AC_int8,0,0
84,1,1,DONE_OK,98,AC_int8,0,0
85,2,1,DONE_OK,144,AC_int8,0,0
86,1,1,DONE_OK,87,AC_int8,0,0
87,1,1,DONE_OK,85,AC_int8,0,0
88,1,1,DONE_OK,118,AC_int8,0,0
89,1,1,DONE_OK,99,AC_int8,0,0
90,1,1,DONE_OK,116,AC_int8,0,0
91,1,1,DONE_OK,95,AC_int8,0,0
92,1,1,DONE_OK,133,AC_int8,0,0
93,1,1,DONE_OK,31,AC_int8,0,0
94,1,1,DONE_OK,50,AC_int8,0,0
95,1,1,DONE_OK,83,AC_int8,0,0
96,1,1,DONE_OK,114,AC_int8,0,0
97,1,1,DONE_OK,42,AC_int8,0,0
98,1,0,DONE_FAIL,302,AC_int8,1,0
99,1,1,DONE_OK,106,AC_int8,0,0
